Year,SeriesCode,GeoAreaName,Disability status,Grounds of discrimination,Location,Sex,Value
2019,VC_VOV_GDSD,Belarus,_T,OTHER,URBAN,FEMALE,1.3
2019,VC_VOV_GDSD,Belarus,_T,SEX,URBAN,MALE,0.6
2017,VC_VOV_GDSD,Israel,PWD,MIG,ALLAREA,BOTHSEX,8.9
2017,VC_VOV_GDSD,Israel,_T,MIG,RURAL,BOTHSEX,4.2
2018,VC_VOV_GDSD,Israel,PD,ETH,ALLAREA,BOTHSEX,11.4
2018,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,FEMALE,8.1
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,URBAN,BOTHSEX,0.6
2018,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,FEMALE,9.7
2018,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,BOTHSEX,9.3
2018,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,FEMALE,2.1
2018,VC_VOV_GDSD,Israel,_T,ETH,RURAL,BOTHSEX,7.5
2018,VC_VOV_GDSD,Israel,PWD,ETH,ALLAREA,BOTHSEX,11.2
2018,VC_VOV_GDSD,Israel,PWD,COLR,ALLAREA,BOTHSEX,2.7
2018,VC_VOV_GDSD,Israel,PWD,SEXOGENID,ALLAREA,BOTHSEX,0.6
2018,VC_VOV_GDSD,Costa Rica,_T,OTHER,URBAN,FEMALE,6.6
2018,VC_VOV_GDSD,Costa Rica,_T,ALL,RURAL,FEMALE,21.7
2018,VC_VOV_GDSD,Costa Rica,_T,DIS,RURAL,FEMALE,1.7
2018,VC_VOV_GDSD,Costa Rica,_T,SEXO,RURAL,FEMALE,1.1
2018,VC_VOV_GDSD,Costa Rica,_T,NATION,RURAL,FEMALE,2.8
2018,VC_VOV_GDSD,Costa Rica,_T,OTHER,RURAL,FEMALE,5.1
2019,VC_VOV_GDSD,Belarus,PD,DIS,ALLAREA,FEMALE,13.0
2019,VC_VOV_GDSD,Belarus,_T,SEXO,URBAN,MALE,0.1
2019,VC_VOV_GDSD,Belarus,PD,SEXO,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Belarus,PWD,SEXO,ALLAREA,FEMALE,0.1
2019,VC_VOV_GDSD,Belarus,_T,SEXO,URBAN,FEMALE,0.1
2018,VC_VOV_GDSD,Israel,PD,COLR,ALLAREA,BOTHSEX,3.2
2018,VC_VOV_GDSD,Israel,_T,RELIGION,URBAN,BOTHSEX,9.9
2018,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,BOTHSEX,7.7
2018,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,MALE,7.1
2018,VC_VOV_GDSD,Israel,PD,ALL,ALLAREA,BOTHSEX,29.3
2018,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,FEMALE,8.3
2018,VC_VOV_GDSD,Israel,PD,AGE,ALLAREA,BOTHSEX,11.8
2018,VC_VOV_GDSD,Israel,_T,RELIGION,RURAL,BOTHSEX,5.6
2018,VC_VOV_GDSD,Israel,_T,ETH,URBAN,BOTHSEX,11.5
2018,VC_VOV_GDSD,Israel,PD,DISHEA,ALLAREA,BOTHSEX,12.1
2018,VC_VOV_GDSD,Israel,_T,SEX,URBAN,BOTHSEX,6.4
2018,VC_VOV_GDSD,Israel,PWD,ALL,ALLAREA,BOTHSEX,26.1
2018,VC_VOV_GDSD,Costa Rica,PWD,ETH,ALLAREA,FEMALE,2.3
2018,VC_VOV_GDSD,Costa Rica,PWD,DIS,ALLAREA,FEMALE,1.6
2018,VC_VOV_GDSD,Costa Rica,PWD,AGE,ALLAREA,FEMALE,6.0
2018,VC_VOV_GDSD,Costa Rica,_T,DIS,ALLAREA,FEMALE,2.1
2018,VC_VOV_GDSD,Costa Rica,PD,SEX,ALLAREA,FEMALE,10.3
2018,VC_VOV_GDSD,Costa Rica,_T,ETH,ALLAREA,FEMALE,2.4
2019,VC_VOV_GDSD,Belarus,PWD,SEX,ALLAREA,FEMALE,1.2
2019,VC_VOV_GDSD,Belarus,PD,ALL,ALLAREA,FEMALE,16.5
2019,VC_VOV_GDSD,Belarus,_T,SEX,RURAL,BOTHSEX,0.4
2019,VC_VOV_GDSD,Belarus,_T,SEX,RURAL,FEMALE,0.5
2019,VC_VOV_GDSD,Belarus,_T,SEX,RURAL,MALE,0.3
2018,VC_VOV_GDSD,Israel,_T,SEX,RURAL,BOTHSEX,6.6
2018,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,BOTHSEX,6.5
2018,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,MALE,1.7
2018,VC_VOV_GDSD,Israel,PWD,SEX,ALLAREA,BOTHSEX,6.7
2018,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,MALE,11.8
2018,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,BOTHSEX,11.2
2018,VC_VOV_GDSD,Costa Rica,_T,RELIGION,URBAN,FEMALE,11.9
2018,VC_VOV_GDSD,Costa Rica,_T,NATION,ALLAREA,FEMALE,3.5
2018,VC_VOV_GDSD,Costa Rica,PWD,ALL,ALLAREA,FEMALE,26.8
2018,VC_VOV_GDSD,Costa Rica,PWD,OTHER,ALLAREA,FEMALE,5.5
2018,VC_VOV_GDSD,Costa Rica,PD,NATION,ALLAREA,FEMALE,6.2
2018,VC_VOV_GDSD,Costa Rica,_T,SEX,ALLAREA,FEMALE,10.4
2019,VC_VOV_GDSD,Belarus,_T,RELIGION,RURAL,BOTHSEX,0.6
2019,VC_VOV_GDSD,Belarus,_T,RELIGION,RURAL,FEMALE,0.5
2019,VC_VOV_GDSD,Belarus,_T,RELIGION,ALLAREA,FEMALE,0.6
2019,VC_VOV_GDSD,Belarus,_T,RELIGION,ALLAREA,MALE,0.4
2019,VC_VOV_GDSD,Belarus,_T,AGE,RURAL,BOTHSEX,1.05
2019,VC_VOV_GDSD,Belarus,_T,SEX,URBAN,FEMALE,1.4
2019,VC_VOV_GDSD,Belarus,_T,AGE,URBAN,BOTHSEX,1.85
2019,VC_VOV_GDSD,Belarus,_T,DIS,ALLAREA,MALE,1.3
2019,VC_VOV_GDSD,Belarus,_T,OTHER,RURAL,MALE,0.5
2019,VC_VOV_GDSD,Belarus,_T,OTHER,URBAN,MALE,0.4
2018,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,BOTHSEX,9.6
2018,VC_VOV_GDSD,Israel,_T,MIG,RURAL,BOTHSEX,4.1
2018,VC_VOV_GDSD,Israel,_T,DISHEA,URBAN,BOTHSEX,3.5
2018,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,BOTHSEX,26.6
2018,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,MALE,3.6
2018,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,MALE,10.4
2018,VC_VOV_GDSD,Costa Rica,PD,OTHER,ALLAREA,FEMALE,11.6
2018,VC_VOV_GDSD,Costa Rica,PWD,NATION,ALLAREA,FEMALE,3.5
2014,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,FEMALE,5.4
2014,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,BOTHSEX,4.9
2014,VC_VOV_GDSD,Denmark,PWD,ALL,ALLAREA,BOTHSEX,8.05
2014,VC_VOV_GDSD,Denmark,PD,ALL,ALLAREA,BOTHSEX,3.75
2014,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,MALE,4.5
2016,VC_VOV_GDSD,Denmark,_T,DISHEA,ALLAREA,MALE,3.74
2016,VC_VOV_GDSD,Denmark,_T,RELIGION,ALLAREA,FEMALE,2.8
2016,VC_VOV_GDSD,Denmark,PWD,SEXO,ALLAREA,BOTHSEX,1.09
2016,VC_VOV_GDSD,Denmark,_T,SEX,ALLAREA,MALE,4.1
2016,VC_VOV_GDSD,Denmark,_T,SEX,ALLAREA,FEMALE,12.8
2016,VC_VOV_GDSD,Denmark,PD,RELIGION,ALLAREA,BOTHSEX,2.93
2016,VC_VOV_GDSD,Denmark,_T,ETH,ALLAREA,MALE,6.5
2016,VC_VOV_GDSD,Denmark,_T,RELIGION,ALLAREA,MALE,3.0
2016,VC_VOV_GDSD,Denmark,_T,DISHEA,ALLAREA,FEMALE,5.9
2019,VC_VOV_GDSD,Belarus,_T,MIG,RURAL,MALE,0.2
2019,VC_VOV_GDSD,Belarus,_T,OTHER,RURAL,BOTHSEX,0.6
2019,VC_VOV_GDSD,Belarus,_T,OTHER,RURAL,FEMALE,0.7
2019,VC_VOV_GDSD,Belarus,_T,OTHER,ALLAREA,FEMALE,1.2
2019,VC_VOV_GDSD,Belarus,PD,SEX,ALLAREA,FEMALE,3.5
2018,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,MALE,9.4
2018,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,FEMALE,10.6
2018,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,BOTHSEX,2.8
2018,VC_VOV_GDSD,Israel,PWD,MIG,ALLAREA,BOTHSEX,9.4
2018,VC_VOV_GDSD,Israel,PD,MIG,ALLAREA,BOTHSEX,8.6
2018,VC_VOV_GDSD,Israel,PWD,RELIGION,ALLAREA,BOTHSEX,9.8
2016,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,MALE,18.4
2016,VC_VOV_GDSD,Denmark,PWD,ETH,ALLAREA,BOTHSEX,6.74
2016,VC_VOV_GDSD,Denmark,PWD,DISHEA,ALLAREA,BOTHSEX,1.26
2016,VC_VOV_GDSD,Denmark,PWD,ALL,ALLAREA,BOTHSEX,20.4
2016,VC_VOV_GDSD,Denmark,PD,SEXO,ALLAREA,BOTHSEX,1.56
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,FEMALE,0.6
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,MALE,0.6
2018,VC_VOV_GDSD,Israel,PD,RELIGION,ALLAREA,BOTHSEX,8.0
2018,VC_VOV_GDSD,Israel,_T,COLR,RURAL,BOTHSEX,3.1
2018,VC_VOV_GDSD,Israel,_T,AGE,RURAL,BOTHSEX,8.1
2018,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,BOTHSEX,0.6
2019,VC_VOV_GDSD,Belarus,PD,OTHER,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Belarus,PWD,MIG,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Belarus,PWD,ALL,ALLAREA,FEMALE,4.6
2019,VC_VOV_GDSD,Belarus,PD,AGE,ALLAREA,FEMALE,9.8
2019,VC_VOV_GDSD,Belarus,_T,SEX,ALLAREA,MALE,0.6
2016,VC_VOV_GDSD,Denmark,PD,SEX,ALLAREA,BOTHSEX,7.9
2016,VC_VOV_GDSD,Denmark,PWD,AGE,ALLAREA,BOTHSEX,9.42
2016,VC_VOV_GDSD,Denmark,_T,AGE,ALLAREA,MALE,8.6
2016,VC_VOV_GDSD,Denmark,_T,AGE,ALLAREA,FEMALE,11.0
2016,VC_VOV_GDSD,Denmark,_T,ETH,ALLAREA,FEMALE,6.3
2018,VC_VOV_GDSD,Israel,_T,ALL,RURAL,BOTHSEX,20.8
2018,VC_VOV_GDSD,Israel,_T,COLR,URBAN,BOTHSEX,2.7
2018,VC_VOV_GDSD,Israel,_T,AGE,URBAN,BOTHSEX,7.7
2018,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,FEMALE,3.2
2018,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,BOTHSEX,3.4
2018,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,FEMALE,10.9
2019,VC_VOV_GDSD,Belarus,_T,RELIGION,ALLAREA,BOTHSEX,0.5
2019,VC_VOV_GDSD,Belarus,_T,ALL,RURAL,FEMALE,2.4
2019,VC_VOV_GDSD,Belarus,_T,ALL,RURAL,MALE,4.7
2019,VC_VOV_GDSD,Belarus,_T,DIS,ALLAREA,FEMALE,0.6
2019,VC_VOV_GDSD,Belarus,_T,MIG,ALLAREA,BOTHSEX,0.2
2018,VC_VOV_GDSD,Israel,_T,ALL,URBAN,BOTHSEX,27.0
2018,VC_VOV_GDSD,Israel,PWD,DISHEA,ALLAREA,BOTHSEX,2.0
2018,VC_VOV_GDSD,Israel,PWD,AGE,ALLAREA,BOTHSEX,7.0
2018,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,MALE,3.5
2018,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,FEMALE,28.0
2018,VC_VOV_GDSD,Israel,PD,SEX,ALLAREA,BOTHSEX,5.3
2019,VC_VOV_GDSD,Belarus,_T,MIG,ALLAREA,FEMALE,0.3
2019,VC_VOV_GDSD,Belarus,_T,OTHER,ALLAREA,MALE,0.4
2019,VC_VOV_GDSD,Belarus,_T,OTHER,ALLAREA,BOTHSEX,0.8
2019,VC_VOV_GDSD,Belarus,_T,DIS,RURAL,BOTHSEX,1.15
2019,VC_VOV_GDSD,Belarus,_T,OTHER,URBAN,BOTHSEX,0.85
2018,VC_VOV_GDSD,Israel,_T,MIG,URBAN,BOTHSEX,9.7
2018,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,MALE,25.0
2019,VC_VOV_GDSD,Israel,PWD,ALL,ALLAREA,BOTHSEX,24.6
2019,VC_VOV_GDSD,Israel,PD,ALL,ALLAREA,BOTHSEX,27.0
2019,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,FEMALE,26.0
2019,VC_VOV_GDSD,Israel,_T,DISHEA,RURAL,BOTHSEX,2.3
2016,VC_VOV_GDSD,Denmark,_T,SEXO,ALLAREA,MALE,1.3
2016,VC_VOV_GDSD,Denmark,PD,ETH,ALLAREA,BOTHSEX,5.5
2016,VC_VOV_GDSD,Denmark,_T,SEXO,ALLAREA,FEMALE,1.2
2016,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,FEMALE,25.0
2016,VC_VOV_GDSD,Denmark,PD,DISHEA,ALLAREA,BOTHSEX,13.95
2019,VC_VOV_GDSD,Belarus,_T,AGE,URBAN,MALE,1.6
2019,VC_VOV_GDSD,Belarus,PD,RELIGION,ALLAREA,FEMALE,3.3
2019,VC_VOV_GDSD,Belarus,_T,SEXO,URBAN,BOTHSEX,0.1
2019,VC_VOV_GDSD,Belarus,_T,ALL,URBAN,MALE,3.8
2019,VC_VOV_GDSD,Belarus,_T,MIG,URBAN,MALE,0.1
2019,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,MALE,10.7
2019,VC_VOV_GDSD,Israel,PD,DISHEA,ALLAREA,BOTHSEX,9.4
2019,VC_VOV_GDSD,Israel,PWD,DISHEA,ALLAREA,BOTHSEX,1.8
2019,VC_VOV_GDSD,Israel,_T,DISHEA,URBAN,BOTHSEX,2.9
2019,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,FEMALE,2.5
2019,VC_VOV_GDSD,Israel,_T,RELIGION,RURAL,BOTHSEX,6.9
2016,VC_VOV_GDSD,Denmark,PD,ALL,ALLAREA,BOTHSEX,27.9
2016,VC_VOV_GDSD,Denmark,PD,AGE,ALLAREA,BOTHSEX,10.88
2016,VC_VOV_GDSD,Denmark,PWD,RELIGION,ALLAREA,BOTHSEX,2.91
2016,VC_VOV_GDSD,Denmark,_T,ALL,ALLAREA,BOTHSEX,22.5
2016,VC_VOV_GDSD,Denmark,PWD,SEX,ALLAREA,BOTHSEX,8.65
2019,VC_VOV_GDSD,Belarus,_T,MIG,URBAN,FEMALE,0.4
2019,VC_VOV_GDSD,Belarus,_T,ALL,ALLAREA,MALE,4.0
2019,VC_VOV_GDSD,Belarus,PD,MIG,ALLAREA,FEMALE,0.0
2019,VC_VOV_GDSD,Belarus,_T,DIS,URBAN,MALE,1.2
2019,VC_VOV_GDSD,Belarus,_T,AGE,RURAL,FEMALE,0.8
2019,VC_VOV_GDSD,Belarus,_T,SEXO,ALLAREA,FEMALE,0.1
2019,VC_VOV_GDSD,Belarus,_T,AGE,RURAL,MALE,1.3
2019,VC_VOV_GDSD,Belarus,_T,ALL,RURAL,BOTHSEX,3.55
2019,VC_VOV_GDSD,Belarus,_T,SEXO,ALLAREA,MALE,0.1
2019,VC_VOV_GDSD,Belarus,_T,ALL,URBAN,BOTHSEX,4.6
2019,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,MALE,1.1
2019,VC_VOV_GDSD,Israel,_T,ETH,URBAN,BOTHSEX,10.6
2019,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,MALE,1.8
2019,VC_VOV_GDSD,Israel,PWD,AGE,ALLAREA,BOTHSEX,7.1
2019,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,FEMALE,8.9
2019,VC_VOV_GDSD,Israel,_T,AGE,RURAL,BOTHSEX,7.2
2019,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,BOTHSEX,2.9
2019,VC_VOV_GDSD,Israel,_T,ALL,URBAN,BOTHSEX,25.5
2019,VC_VOV_GDSD,Israel,_T,ALL,RURAL,BOTHSEX,17.7
2019,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,BOTHSEX,8.9
2019,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,MALE,9.9
2019,VC_VOV_GDSD,Israel,PD,MIG,ALLAREA,BOTHSEX,8.5
2014,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,BOTHSEX,10.6
2014,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,MALE,13.1
2014,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,FEMALE,8.9
2016,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,FEMALE,7.8
2016,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,MALE,8.9
2014,VC_VOV_GDSD,Canada,_T,DIS,URBAN,BOTHSEX,1.48
2014,VC_VOV_GDSD,Canada,PWD,AGE,ALLAREA,BOTHSEX,2.1
2014,VC_VOV_GDSD,Canada,PWD,SEX,ALLAREA,BOTHSEX,2.7
2014,VC_VOV_GDSD,Canada,PD,ALL,ALLAREA,BOTHSEX,21.7
2014,VC_VOV_GDSD,Canada,PD,AGE,ALLAREA,BOTHSEX,4.5
2016,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,BOTHSEX,8.3
2018,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,MALE,7.4
2018,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,FEMALE,8.1
2018,VC_VOV_GDSD,Estonia,_T,ALL,ALLAREA,BOTHSEX,7.8
2015,VC_VOV_GDSD,Finland,_T,ALL,ALLAREA,BOTHSEX,2.4
2019,VC_VOV_GDSD,Israel,_T,ETH,RURAL,BOTHSEX,6.4
2019,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,MALE,2.8
2019,VC_VOV_GDSD,Israel,_T,COLR,ALLAREA,FEMALE,2.0
2019,VC_VOV_GDSD,Israel,PD,COLR,ALLAREA,BOTHSEX,2.2
2019,VC_VOV_GDSD,Israel,PWD,COLR,ALLAREA,BOTHSEX,2.4
2019,VC_VOV_GDSD,Israel,_T,SEXOGENID,URBAN,BOTHSEX,1.1
2014,VC_VOV_GDSD,Canada,_T,DIS,ALLAREA,MALE,1.3
2014,VC_VOV_GDSD,Canada,_T,OTHER,ALLAREA,BOTHSEX,3.6
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,ALLAREA,MALE,7.3
2014,VC_VOV_GDSD,Canada,_T,RELIGION,URBAN,BOTHSEX,2.2
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,URBAN,BOTHSEX,7.45
2019,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,BOTHSEX,24.9
2019,VC_VOV_GDSD,Israel,_T,ALL,ALLAREA,MALE,23.8
2019,VC_VOV_GDSD,Israel,_T,SEXOGENID,ALLAREA,FEMALE,1.1
2019,VC_VOV_GDSD,Israel,PWD,SEXOGENID,ALLAREA,BOTHSEX,1.1
2019,VC_VOV_GDSD,Israel,_T,DISHEA,ALLAREA,MALE,3.3
2019,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,MALE,7.3
2016,VC_VOV_GDSD,Finland,_T,ALL,ALLAREA,BOTHSEX,2.7
2017,VC_VOV_GDSD,Finland,_T,ALL,ALLAREA,BOTHSEX,0.03
2018,VC_VOV_GDSD,France,_T,SEX,URBAN,BOTHSEX,22.0
2018,VC_VOV_GDSD,France,_T,ALL,ALLAREA,FEMALE,20.2
2014,VC_VOV_GDSD,Canada,PWD,OTHER,ALLAREA,BOTHSEX,2.4
2014,VC_VOV_GDSD,Canada,PWD,ALL,ALLAREA,BOTHSEX,10.6
2014,VC_VOV_GDSD,Canada,PWD,DIS,ALLAREA,BOTHSEX,0.2
2014,VC_VOV_GDSD,Canada,PWD,SEXO,ALLAREA,BOTHSEX,0.4
2014,VC_VOV_GDSD,Canada,PD,DIS,ALLAREA,BOTHSEX,5.4
2014,VC_VOV_GDSD,Canada,_T,SEX,ALLAREA,BOTHSEX,3.5
2014,VC_VOV_GDSD,Canada,_T,SEX,ALLAREA,MALE,1.8
2014,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,FEMALE,2.0
2014,VC_VOV_GDSD,Canada,_T,SEXO,ALLAREA,MALE,0.6
2014,VC_VOV_GDSD,Canada,_T,AGE,RURAL,BOTHSEX,1.91
2019,VC_VOV_GDSD,Israel,_T,SEX,RURAL,BOTHSEX,6.3
2019,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,BOTHSEX,7.5
2019,VC_VOV_GDSD,Israel,PD,ETH,ALLAREA,BOTHSEX,10.2
2019,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,FEMALE,9.4
2019,VC_VOV_GDSD,Israel,PD,RELIGION,ALLAREA,BOTHSEX,8.9
2019,VC_VOV_GDSD,Israel,PWD,RELIGION,ALLAREA,BOTHSEX,9.5
2018,VC_VOV_GDSD,France,_T,ALL,ALLAREA,MALE,28.0
2018,VC_VOV_GDSD,France,_T,RELIGION,URBAN,BOTHSEX,10.0
2018,VC_VOV_GDSD,France,_T,AGE,ALLAREA,FEMALE,18.0
2018,VC_VOV_GDSD,France,_T,AGE,ALLAREA,BOTHSEX,16.0
2014,VC_VOV_GDSD,Canada,_T,ALL,URBAN,BOTHSEX,13.9
2014,VC_VOV_GDSD,Canada,_T,AGE,URBAN,BOTHSEX,2.84
2014,VC_VOV_GDSD,Canada,_T,DIS,RURAL,BOTHSEX,1.36
2014,VC_VOV_GDSD,Canada,_T,SEXO,RURAL,BOTHSEX,0.6
2014,VC_VOV_GDSD,Canada,PD,ETHCOLLAN,ALLAREA,BOTHSEX,9.3
2019,VC_VOV_GDSD,Israel,_T,RELIGION,URBAN,BOTHSEX,9.6
2019,VC_VOV_GDSD,Israel,PD,SEX,ALLAREA,BOTHSEX,4.1
2019,VC_VOV_GDSD,Israel,PWD,SEX,ALLAREA,BOTHSEX,5.7
2019,VC_VOV_GDSD,Israel,_T,SEX,URBAN,BOTHSEX,5.4
2019,VC_VOV_GDSD,Israel,_T,AGE,ALLAREA,FEMALE,7.7
2019,VC_VOV_GDSD,Israel,PD,AGE,ALLAREA,BOTHSEX,10.1
2017,VC_VOV_GDSD,Mexico,_T,SEX,ALLAREA,FEMALE,5.9
2017,VC_VOV_GDSD,Mexico,_T,SOCIOECON,ALLAREA,BOTHSEX,3.6
2017,VC_VOV_GDSD,Mexico,_T,ALL,URBAN,BOTHSEX,20.9
2017,VC_VOV_GDSD,Mexico,_T,RELIGION,ALLAREA,BOTHSEX,5.8
2017,VC_VOV_GDSD,Mexico,_T,ALL,RURAL,BOTHSEX,17.6
2017,VC_VOV_GDSD,Mexico,_T,AGE,ALLAREA,MALE,5.4
2017,VC_VOV_GDSD,Mexico,_T,ALL,ALLAREA,MALE,20.2
2017,VC_VOV_GDSD,Mexico,_T,SEXO,ALLAREA,MALE,0.6
2017,VC_VOV_GDSD,Mexico,_T,OTHER,ALLAREA,MALE,13.2
2017,VC_VOV_GDSD,Mexico,_T,ALL,ALLAREA,FEMALE,20.1
2018,VC_VOV_GDSD,France,_T,ALL,RURAL,BOTHSEX,22.0
2018,VC_VOV_GDSD,France,_T,RELIGION,ALLAREA,BOTHSEX,9.0
2018,VC_VOV_GDSD,France,_T,SEX,ALLAREA,BOTHSEX,22.0
2018,VC_VOV_GDSD,France,_T,OTHER,ALLAREA,BOTHSEX,21.0
2019,VC_VOV_GDSD,Israel,_T,AGE,URBAN,BOTHSEX,7.5
2019,VC_VOV_GDSD,Israel,_T,ETH,ALLAREA,FEMALE,9.8
2019,VC_VOV_GDSD,Israel,_T,MIG,ALLAREA,FEMALE,8.1
2019,VC_VOV_GDSD,Israel,PWD,MIG,ALLAREA,BOTHSEX,9.0
2019,VC_VOV_GDSD,Israel,PWD,ETH,ALLAREA,BOTHSEX,10.3
2019,VC_VOV_GDSD,Israel,_T,MIG,URBAN,BOTHSEX,9.3
2014,VC_VOV_GDSD,Canada,_T,AGE,ALLAREA,MALE,2.1
2014,VC_VOV_GDSD,Canada,_T,ALL,ALLAREA,BOTHSEX,13.3
2014,VC_VOV_GDSD,Canada,_T,DIS,ALLAREA,BOTHSEX,1.5
2014,VC_VOV_GDSD,Canada,_T,RELIGION,RURAL,BOTHSEX,1.29
2014,VC_VOV_GDSD,Canada,_T,SEX,ALLAREA,FEMALE,5.3
2018,VC_VOV_GDSD,France,_T,OTHER,ALLAREA,FEMALE,22.0
2018,VC_VOV_GDSD,France,_T,ALL,ALLAREA,BOTHSEX,27.0
2018,VC_VOV_GDSD,France,_T,OTHER,URBAN,BOTHSEX,21.0
2018,VC_VOV_GDSD,France,_T,AGE,URBAN,BOTHSEX,14.0
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,ALLAREA,BOTHSEX,6.9
2014,VC_VOV_GDSD,Canada,_T,DIS,ALLAREA,FEMALE,1.6
2014,VC_VOV_GDSD,Canada,_T,SEX,URBAN,BOTHSEX,3.79
2014,VC_VOV_GDSD,Canada,_T,OTHER,URBAN,BOTHSEX,3.84
2014,VC_VOV_GDSD,Canada,_T,RELIGION,ALLAREA,MALE,2.0
2018,VC_VOV_GDSD,France,_T,COLR,URBAN,BOTHSEX,18.0
2018,VC_VOV_GDSD,France,_T,COLR,ALLAREA,BOTHSEX,16.0
2018,VC_VOV_GDSD,France,_T,SEX,ALLAREA,FEMALE,31.0
2018,VC_VOV_GDSD,France,_T,ALL,URBAN,BOTHSEX,28.0
2019,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,BOTHSEX,9.4
2019,VC_VOV_GDSD,Israel,_T,COLR,URBAN,BOTHSEX,2.4
2019,VC_VOV_GDSD,Israel,_T,SEX,ALLAREA,BOTHSEX,5.4
2019,VC_VOV_GDSD,Israel,_T,RELIGION,ALLAREA,MALE,9.5
2020,VC_VOV_GDSD,Israel,PD,ETH,ALLAREA,BOTHSEX,10.0
2020,VC_VOV_GDSD,Israel,_T,DISHEA,RURAL,BOTHSEX,1.9
2014,VC_VOV_GDSD,Canada,_T,SEX,RURAL,BOTHSEX,2.4
2014,VC_VOV_GDSD,Canada,_T,OTHER,RURAL,BOTHSEX,2.53
2014,VC_VOV_GDSD,Canada,_T,ETHCOLLAN,RURAL,BOTHSEX,4.55
2014,VC_VOV_GDSD,Canada,PD,OTHER,ALLAREA,BOTHSEX,7.2
2014,VC_VOV_GDSD,Canada,PWD,ETHCOLLAN,ALLAREA,BOTHSEX,6.2
2019,VC_VOV_GDSD,France,_T,SEX,ALLAREA,FEMALE,26.2
2019,VC_VOV_GDSD,France,_T,ALL,ALLAREA,BOTHSEX,23.5
2019,VC_VOV_GDSD,France,_T,ALL,URBAN,BOTHSEX,24.0
