Year,SeriesCode,Country,Age,Education level,Location,Quantile,Sex,Value
2021,FB_BNK_ACCSS,United Arab Emirates,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,86.34915
2021,FB_BNK_ACCSS,United Arab Emirates,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,85.7422
2021,FB_BNK_ACCSS,United Arab Emirates,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,83.39639
2021,FB_BNK_ACCSS,United Arab Emirates,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.15867
2021,FB_BNK_ACCSS,United Arab Emirates,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,75.96777
2021,FB_BNK_ACCSS,United Arab Emirates,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,87.27476
2021,FB_BNK_ACCSS,United Arab Emirates,15+,Total or no breakdown,All areas,Total or no breakdown,Female,86.68295
2021,FB_BNK_ACCSS,United Arab Emirates,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,79.43386
2011,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Male,82.05688
2011,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,64.58517
2011,FB_BNK_ACCSS,Türkiye,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,50.88652
2011,FB_BNK_ACCSS,Türkiye,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,65.21747
2011,FB_BNK_ACCSS,Türkiye,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,43.75285
2011,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Female,32.67998
2011,FB_BNK_ACCSS,Türkiye,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,61.89994
2011,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,57.60143
2011,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,47.10647
2014,FB_BNK_ACCSS,Türkiye,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,61.15696
2014,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Female,44.45881
2014,FB_BNK_ACCSS,Türkiye,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,41.56965
2014,FB_BNK_ACCSS,Türkiye,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,60.94077
2014,FB_BNK_ACCSS,Türkiye,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,47.51141
2014,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,59.42415
2014,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Male,69.1571
2014,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,51.13229
2014,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,56.67748
2017,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Female,54.29382
2017,FB_BNK_ACCSS,Türkiye,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,57.4381
2017,FB_BNK_ACCSS,Türkiye,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,74.02081
2017,FB_BNK_ACCSS,Türkiye,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,55.9271
2017,FB_BNK_ACCSS,Türkiye,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,71.94024
2017,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,68.59031
2017,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,56.37541
2017,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Male,82.99456
2017,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,76.6747
2021,FB_BNK_ACCSS,Türkiye,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,81.46824
2021,FB_BNK_ACCSS,Türkiye,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,61.53827
2021,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Female,62.54516
2021,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,82.52656
2021,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Male,85.34367
2021,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,61.3741
2021,FB_BNK_ACCSS,Türkiye,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.09166
2021,FB_BNK_ACCSS,Türkiye,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.45642
2021,FB_BNK_ACCSS,Türkiye,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,72.74245
2011,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,0.40491
2011,FB_BNK_ACCSS,Turkmenistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,0.58068
2011,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,0.0
2011,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,0.0
2011,FB_BNK_ACCSS,Turkmenistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,0.54596
2011,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,0.67477
2011,FB_BNK_ACCSS,Turkmenistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,0.0
2011,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,0.79392
2011,FB_BNK_ACCSS,Turkmenistan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,0.0
2017,FB_BNK_ACCSS,Turkmenistan,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,15.54311
2017,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Total or no breakdown,Female,35.51711
2017,FB_BNK_ACCSS,Turkmenistan,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,9.92284
2017,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,41.34398
2017,FB_BNK_ACCSS,Turkmenistan,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,41.91067
2017,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,39.42097
2017,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Total or no breakdown,Male,45.71255
2017,FB_BNK_ACCSS,Turkmenistan,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,48.8334
2017,FB_BNK_ACCSS,Turkmenistan,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,40.57641
2011,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,12.38772
2011,FB_BNK_ACCSS,Ukraine,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,40.4822
2011,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,30.24482
2011,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,41.26857
2011,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Female,39.20775
2011,FB_BNK_ACCSS,Ukraine,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,45.16615
2011,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,48.57629
2011,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,47.55672
2011,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Male,43.87786
2014,FB_BNK_ACCSS,Ukraine,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,52.18921
2014,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,20.98359
2014,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,58.68106
2014,FB_BNK_ACCSS,Ukraine,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,55.94466
2014,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Male,54.01789
2014,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,58.92754
2014,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,52.71481
2014,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,43.73914
2014,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Female,51.68565
2017,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,53.26021
2017,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,62.90233
2017,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,68.17812
2017,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Male,65.02908
2017,FB_BNK_ACCSS,Ukraine,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,53.87975
2017,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Female,61.32117
2017,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,69.31279
2017,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,30.59679
2017,FB_BNK_ACCSS,Ukraine,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,64.19521
2021,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Male,87.07264
2021,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,86.12054
2021,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Female,80.68565
2021,FB_BNK_ACCSS,Ukraine,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.88927
2021,FB_BNK_ACCSS,Ukraine,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,84.79632
2021,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.56481
2021,FB_BNK_ACCSS,Ukraine,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,79.73028
2021,FB_BNK_ACCSS,Ukraine,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,82.68393
2021,FB_BNK_ACCSS,Ukraine,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,44.93837
2011,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,63.92783
2011,FB_BNK_ACCSS,North Macedonia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,70.6827
2011,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,76.62685
2011,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,71.54489
2011,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,75.87132
2011,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,69.29895
2011,FB_BNK_ACCSS,North Macedonia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.42294
2011,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,73.69894
2011,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,83.05855
2014,FB_BNK_ACCSS,North Macedonia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,77.28218
2014,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,59.8386
2014,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,79.73727
2014,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,64.02605
2014,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,79.7326
2014,FB_BNK_ACCSS,North Macedonia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,46.65228
2014,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,48.03087
2014,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,87.15073
2014,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,71.7985
2017,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,80.36464
2017,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,83.13044
2017,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,72.88609
2017,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,66.67264
2017,FB_BNK_ACCSS,North Macedonia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,82.48572
2017,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,76.56877
2017,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,88.33762
2017,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,59.25592
2017,FB_BNK_ACCSS,North Macedonia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,45.33036
2021,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,79.90536
2021,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,90.33912
2021,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,90.61581
2021,FB_BNK_ACCSS,France,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.40157
2021,FB_BNK_ACCSS,France,15+,Total or no breakdown,All areas,Total or no breakdown,Male,98.42304
2021,FB_BNK_ACCSS,France,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.80545
2011,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,30.64698
2011,FB_BNK_ACCSS,Georgia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,37.63525
2011,FB_BNK_ACCSS,Georgia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,13.28285
2011,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,40.23882
2011,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,22.06307
2011,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,32.98097
2011,FB_BNK_ACCSS,Georgia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,20.16196
2011,FB_BNK_ACCSS,Georgia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,36.34408
2011,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,34.92281
2014,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,47.16617
2014,FB_BNK_ACCSS,Georgia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,9.87407
2021,FB_BNK_ACCSS,North Macedonia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,74.01266
2021,FB_BNK_ACCSS,North Macedonia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,73.01711
2021,FB_BNK_ACCSS,North Macedonia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,91.78062
2021,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,85.28869
2021,FB_BNK_ACCSS,North Macedonia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,87.13872
2021,FB_BNK_ACCSS,North Macedonia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,77.69087
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,91.04082
2014,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,39.55237
2014,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,39.76326
2014,FB_BNK_ACCSS,Georgia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,40.96056
2014,FB_BNK_ACCSS,Georgia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,35.00793
2014,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,39.66507
2014,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,28.38016
2014,FB_BNK_ACCSS,Georgia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,44.79681
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.9549
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,97.20129
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,96.6492
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Male,96.70703
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,97.5989
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,89.89295
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.0413
2017,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Male,58.49179
2017,FB_BNK_ACCSS,Georgia,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,66.8773
2017,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,46.1205
2017,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,61.23045
2017,FB_BNK_ACCSS,Georgia,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,34.11446
2017,FB_BNK_ACCSS,Georgia,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,64.86667
2017,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,63.61226
2011,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Female,97.65199
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_0_1,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,99.48975
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Male,99.2217
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,98.08373
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,AGG_GE2,All areas,Total or no breakdown,Both sexes,98.88138
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.93105
2017,FB_BNK_ACCSS,Georgia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,30.73835
2017,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,71.25711
2021,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Richest 60%,Both sexes,75.86194
2021,FB_BNK_ACCSS,Georgia,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,54.54147
2021,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,Urban,Total or no breakdown,Both sexes,74.61724
2021,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,Rural,Total or no breakdown,Both sexes,63.90581
2021,FB_BNK_ACCSS,Georgia,15+,Total or no breakdown,All areas,Total or no breakdown,Female,70.71136
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,100.0
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,90.75838
2014,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Female,98.65273
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15-24,Total or no breakdown,All areas,Total or no breakdown,Both sexes,83.52033
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,25+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,98.71318
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Both sexes,96.36632
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Bottom 40%,Both sexes,94.47351
2017,FB_BNK_ACCSS,United Kingdom of Great Britain and Northern Ireland,15+,Total or no breakdown,All areas,Total or no breakdown,Female,96.07344
