Year,Poverty line,Country,Value
2008,$3.65 a day (2017 PPP) LMIC,France,0.0
2008,$6.85 a day (2017 PPP) UMIC,France,0.1
2009,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2009,$3.65 a day (2017 PPP) LMIC,France,0.1
2009,$6.85 a day (2017 PPP) UMIC,France,0.4
2010,$2.15 a day (2017 PPP) dollar-a-day,France,0.1
2010,$3.65 a day (2017 PPP) LMIC,France,0.1
2010,$6.85 a day (2017 PPP) UMIC,France,0.3
2011,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2011,$3.65 a day (2017 PPP) LMIC,France,0.1
2011,$6.85 a day (2017 PPP) UMIC,France,0.2
2012,$2.15 a day (2017 PPP) dollar-a-day,France,0.1
2012,$3.65 a day (2017 PPP) LMIC,France,0.1
2012,$6.85 a day (2017 PPP) UMIC,France,0.3
2013,$2.15 a day (2017 PPP) dollar-a-day,France,0.1
2013,$3.65 a day (2017 PPP) LMIC,France,0.1
2013,$6.85 a day (2017 PPP) UMIC,France,0.2
2014,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2014,$3.65 a day (2017 PPP) LMIC,France,0.0
2014,$6.85 a day (2017 PPP) UMIC,France,0.2
2015,$2.15 a day (2017 PPP) dollar-a-day,France,0.1
2015,$3.65 a day (2017 PPP) LMIC,France,0.2
2015,$6.85 a day (2017 PPP) UMIC,France,0.3
2016,$2.15 a day (2017 PPP) dollar-a-day,France,0.1
2016,$3.65 a day (2017 PPP) LMIC,France,0.1
2016,$6.85 a day (2017 PPP) UMIC,France,0.3
2017,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2017,$3.65 a day (2017 PPP) LMIC,France,0.0
2017,$6.85 a day (2017 PPP) UMIC,France,0.1
2018,$2.15 a day (2017 PPP) dollar-a-day,France,0.0
2018,$3.65 a day (2017 PPP) LMIC,France,0.1
2018,$6.85 a day (2017 PPP) UMIC,France,0.1
2019,$2.15 a day (2017 PPP) dollar-a-day,France,0.1
2019,$3.65 a day (2017 PPP) LMIC,France,0.1
2019,$6.85 a day (2017 PPP) UMIC,France,0.4
2020,$2.15 a day (2017 PPP) dollar-a-day,France,0.1
2020,$3.65 a day (2017 PPP) LMIC,France,0.2
2020,$6.85 a day (2017 PPP) UMIC,France,0.4
1998,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
1998,$3.65 a day (2017 PPP) LMIC,Germany,0.0
1998,$6.85 a day (2017 PPP) UMIC,Germany,0.2
1999,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
1999,$3.65 a day (2017 PPP) LMIC,Germany,0.2
1999,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2000,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2000,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2000,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2001,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2001,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2001,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2002,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2002,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2002,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2003,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2003,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2003,$6.85 a day (2017 PPP) UMIC,Germany,0.5
2004,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2004,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2004,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2005,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2005,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2005,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2006,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2006,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2006,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2007,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2007,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2007,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2008,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2008,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2008,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2009,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2009,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2009,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2010,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2010,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2010,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2011,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2011,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2011,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2012,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2012,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2012,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2013,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2013,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2013,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2014,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2014,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2015,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2015,$3.65 a day (2017 PPP) LMIC,Germany,0.0
2015,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2016,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2016,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2016,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2017,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.2
2017,$3.65 a day (2017 PPP) LMIC,Germany,0.5
2017,$6.85 a day (2017 PPP) UMIC,Germany,1.0
2018,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2018,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2018,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2019,$2.15 a day (2017 PPP) dollar-a-day,Germany,0.0
2019,$3.65 a day (2017 PPP) LMIC,Germany,0.2
2019,$6.85 a day (2017 PPP) UMIC,Germany,0.2
2000,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.5
2000,$3.65 a day (2017 PPP) LMIC,Greece,1.0
2000,$6.85 a day (2017 PPP) UMIC,Greece,2.7
2003,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.5
2003,$3.65 a day (2017 PPP) LMIC,Greece,0.7
2003,$6.85 a day (2017 PPP) UMIC,Greece,1.9
2004,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.6
2004,$3.65 a day (2017 PPP) LMIC,Greece,1.0
2004,$6.85 a day (2017 PPP) UMIC,Greece,1.9
2005,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.3
2005,$3.65 a day (2017 PPP) LMIC,Greece,0.5
2005,$6.85 a day (2017 PPP) UMIC,Greece,1.7
2006,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.6
2006,$3.65 a day (2017 PPP) LMIC,Greece,0.9
2006,$6.85 a day (2017 PPP) UMIC,Greece,2.2
2007,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.5
2007,$3.65 a day (2017 PPP) LMIC,Greece,0.7
2007,$6.85 a day (2017 PPP) UMIC,Greece,1.7
2008,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.3
2008,$3.65 a day (2017 PPP) LMIC,Greece,0.5
2008,$6.85 a day (2017 PPP) UMIC,Greece,1.6
2009,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.6
2009,$3.65 a day (2017 PPP) LMIC,Greece,0.7
2009,$6.85 a day (2017 PPP) UMIC,Greece,1.8
2010,$2.15 a day (2017 PPP) dollar-a-day,Greece,1.0
2010,$3.65 a day (2017 PPP) LMIC,Greece,1.3
2010,$6.85 a day (2017 PPP) UMIC,Greece,2.6
2011,$2.15 a day (2017 PPP) dollar-a-day,Greece,1.1
2011,$3.65 a day (2017 PPP) LMIC,Greece,2.0
2011,$6.85 a day (2017 PPP) UMIC,Greece,5.2
2012,$2.15 a day (2017 PPP) dollar-a-day,Greece,1.5
2012,$3.65 a day (2017 PPP) LMIC,Greece,2.8
2012,$6.85 a day (2017 PPP) UMIC,Greece,7.2
2013,$2.15 a day (2017 PPP) dollar-a-day,Greece,1.0
2013,$3.65 a day (2017 PPP) LMIC,Greece,2.6
2013,$6.85 a day (2017 PPP) UMIC,Greece,8.3
2014,$2.15 a day (2017 PPP) dollar-a-day,Greece,1.5
2014,$3.65 a day (2017 PPP) LMIC,Greece,2.9
2014,$6.85 a day (2017 PPP) UMIC,Greece,7.7
2015,$2.15 a day (2017 PPP) dollar-a-day,Greece,1.4
2015,$3.65 a day (2017 PPP) LMIC,Greece,2.8
2015,$6.85 a day (2017 PPP) UMIC,Greece,7.8
2016,$2.15 a day (2017 PPP) dollar-a-day,Greece,1.0
2016,$3.65 a day (2017 PPP) LMIC,Greece,2.0
2016,$6.85 a day (2017 PPP) UMIC,Greece,6.4
2017,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.9
2017,$3.65 a day (2017 PPP) LMIC,Greece,1.6
2017,$6.85 a day (2017 PPP) UMIC,Greece,5.3
2018,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.1
2018,$3.65 a day (2017 PPP) LMIC,Greece,0.3
2018,$6.85 a day (2017 PPP) UMIC,Greece,3.7
2019,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.7
2019,$3.65 a day (2017 PPP) LMIC,Greece,1.3
2019,$6.85 a day (2017 PPP) UMIC,Greece,3.9
2020,$2.15 a day (2017 PPP) dollar-a-day,Greece,0.8
2020,$3.65 a day (2017 PPP) LMIC,Greece,1.6
2020,$6.85 a day (2017 PPP) UMIC,Greece,3.9
2004,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.1
2004,$3.65 a day (2017 PPP) LMIC,Hungary,0.4
2004,$6.85 a day (2017 PPP) UMIC,Hungary,5.7
2005,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.7
2005,$3.65 a day (2017 PPP) LMIC,Hungary,1.5
2005,$6.85 a day (2017 PPP) UMIC,Hungary,7.4
2006,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.1
2006,$3.65 a day (2017 PPP) LMIC,Hungary,0.3
2006,$6.85 a day (2017 PPP) UMIC,Hungary,4.0
2007,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.1
2007,$3.65 a day (2017 PPP) LMIC,Hungary,0.4
2007,$6.85 a day (2017 PPP) UMIC,Hungary,4.0
2008,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.0
2008,$3.65 a day (2017 PPP) LMIC,Hungary,0.2
2008,$6.85 a day (2017 PPP) UMIC,Hungary,3.3
2009,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.1
2009,$3.65 a day (2017 PPP) LMIC,Hungary,0.2
2009,$6.85 a day (2017 PPP) UMIC,Hungary,4.0
2010,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.1
2010,$3.65 a day (2017 PPP) LMIC,Hungary,0.3
2010,$6.85 a day (2017 PPP) UMIC,Hungary,5.4
2011,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.1
2011,$3.65 a day (2017 PPP) LMIC,Hungary,0.3
2011,$6.85 a day (2017 PPP) UMIC,Hungary,5.8
2012,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.3
2012,$3.65 a day (2017 PPP) LMIC,Hungary,1.0
2012,$6.85 a day (2017 PPP) UMIC,Hungary,7.8
2013,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.2
2013,$3.65 a day (2017 PPP) LMIC,Hungary,0.9
2013,$6.85 a day (2017 PPP) UMIC,Hungary,7.3
2014,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.7
2014,$3.65 a day (2017 PPP) LMIC,Hungary,1.1
2014,$6.85 a day (2017 PPP) UMIC,Hungary,5.4
2015,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.6
2015,$3.65 a day (2017 PPP) LMIC,Hungary,1.3
2015,$6.85 a day (2017 PPP) UMIC,Hungary,3.9
2016,$2.15 a day (2017 PPP) dollar-a-day,Hungary,1.3
2016,$3.65 a day (2017 PPP) LMIC,Hungary,1.9
2016,$6.85 a day (2017 PPP) UMIC,Hungary,3.3
2017,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.6
2017,$3.65 a day (2017 PPP) LMIC,Hungary,1.5
2017,$6.85 a day (2017 PPP) UMIC,Hungary,4.0
2018,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.2
2018,$3.65 a day (2017 PPP) LMIC,Hungary,0.7
2018,$6.85 a day (2017 PPP) UMIC,Hungary,2.8
2019,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.3
2019,$3.65 a day (2017 PPP) LMIC,Hungary,0.9
2019,$6.85 a day (2017 PPP) UMIC,Hungary,2.5
2020,$2.15 a day (2017 PPP) dollar-a-day,Hungary,0.4
2020,$3.65 a day (2017 PPP) LMIC,Hungary,0.8
2020,$6.85 a day (2017 PPP) UMIC,Hungary,2.5
2003,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2003,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2003,$6.85 a day (2017 PPP) UMIC,Iceland,0.4
2004,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.2
2004,$3.65 a day (2017 PPP) LMIC,Iceland,0.2
2004,$6.85 a day (2017 PPP) UMIC,Iceland,0.4
2005,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2005,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2005,$6.85 a day (2017 PPP) UMIC,Iceland,0.2
2006,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.1
2006,$3.65 a day (2017 PPP) LMIC,Iceland,0.3
2006,$6.85 a day (2017 PPP) UMIC,Iceland,0.4
2007,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.1
2007,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2007,$6.85 a day (2017 PPP) UMIC,Iceland,0.3
2008,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.1
2008,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2008,$6.85 a day (2017 PPP) UMIC,Iceland,0.2
2009,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.1
2009,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2009,$6.85 a day (2017 PPP) UMIC,Iceland,0.3
2010,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.1
2010,$3.65 a day (2017 PPP) LMIC,Iceland,0.2
2010,$6.85 a day (2017 PPP) UMIC,Iceland,0.5
2011,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.1
2011,$3.65 a day (2017 PPP) LMIC,Iceland,0.2
2011,$6.85 a day (2017 PPP) UMIC,Iceland,0.8
2012,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2012,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2012,$6.85 a day (2017 PPP) UMIC,Iceland,0.3
2013,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2013,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2013,$6.85 a day (2017 PPP) UMIC,Iceland,0.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2014,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2014,$6.85 a day (2017 PPP) UMIC,Iceland,0.1
2015,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2015,$3.65 a day (2017 PPP) LMIC,Iceland,0.0
2015,$6.85 a day (2017 PPP) UMIC,Iceland,0.1
2016,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2016,$3.65 a day (2017 PPP) LMIC,Iceland,0.1
2016,$6.85 a day (2017 PPP) UMIC,Iceland,0.2
2017,$2.15 a day (2017 PPP) dollar-a-day,Iceland,0.0
2017,$3.65 a day (2017 PPP) LMIC,Iceland,0.0
2017,$6.85 a day (2017 PPP) UMIC,Iceland,0.0
2000,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.2
2000,$3.65 a day (2017 PPP) LMIC,Ireland,0.2
2000,$6.85 a day (2017 PPP) UMIC,Ireland,0.5
2002,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.2
2002,$3.65 a day (2017 PPP) LMIC,Ireland,0.5
2002,$6.85 a day (2017 PPP) UMIC,Ireland,1.2
2003,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.1
2003,$3.65 a day (2017 PPP) LMIC,Ireland,0.2
2003,$6.85 a day (2017 PPP) UMIC,Ireland,0.5
2004,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.1
2004,$3.65 a day (2017 PPP) LMIC,Ireland,0.1
2004,$6.85 a day (2017 PPP) UMIC,Ireland,0.4
2005,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.0
2005,$3.65 a day (2017 PPP) LMIC,Ireland,0.1
2005,$6.85 a day (2017 PPP) UMIC,Ireland,0.3
2006,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.4
2006,$3.65 a day (2017 PPP) LMIC,Ireland,0.5
2006,$6.85 a day (2017 PPP) UMIC,Ireland,0.6
2007,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.1
2007,$3.65 a day (2017 PPP) LMIC,Ireland,0.1
2007,$6.85 a day (2017 PPP) UMIC,Ireland,0.5
2008,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.2
2008,$3.65 a day (2017 PPP) LMIC,Ireland,0.3
2008,$6.85 a day (2017 PPP) UMIC,Ireland,0.8
2009,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.5
2009,$3.65 a day (2017 PPP) LMIC,Ireland,0.7
2009,$6.85 a day (2017 PPP) UMIC,Ireland,1.4
2010,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.5
2010,$3.65 a day (2017 PPP) LMIC,Ireland,0.9
2010,$6.85 a day (2017 PPP) UMIC,Ireland,1.7
2011,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.5
2011,$3.65 a day (2017 PPP) LMIC,Ireland,0.9
2011,$6.85 a day (2017 PPP) UMIC,Ireland,1.4
2012,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.3
2012,$3.65 a day (2017 PPP) LMIC,Ireland,0.7
2012,$6.85 a day (2017 PPP) UMIC,Ireland,1.3
2013,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.7
2013,$3.65 a day (2017 PPP) LMIC,Ireland,1.0
2013,$6.85 a day (2017 PPP) UMIC,Ireland,1.5
2014,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.4
2014,$3.65 a day (2017 PPP) LMIC,Ireland,0.5
2014,$6.85 a day (2017 PPP) UMIC,Ireland,1.2
2015,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.4
2015,$3.65 a day (2017 PPP) LMIC,Ireland,0.5
2015,$6.85 a day (2017 PPP) UMIC,Ireland,0.8
2016,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.1
2016,$3.65 a day (2017 PPP) LMIC,Ireland,0.4
2016,$6.85 a day (2017 PPP) UMIC,Ireland,0.8
2017,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.2
2017,$3.65 a day (2017 PPP) LMIC,Ireland,0.3
2017,$6.85 a day (2017 PPP) UMIC,Ireland,0.5
2018,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.0
2018,$3.65 a day (2017 PPP) LMIC,Ireland,0.1
2018,$6.85 a day (2017 PPP) UMIC,Ireland,0.1
2019,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.1
2019,$3.65 a day (2017 PPP) LMIC,Ireland,0.1
2019,$6.85 a day (2017 PPP) UMIC,Ireland,0.2
2020,$2.15 a day (2017 PPP) dollar-a-day,Ireland,0.1
2020,$3.65 a day (2017 PPP) LMIC,Ireland,0.2
2020,$6.85 a day (2017 PPP) UMIC,Ireland,0.2
1998,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.7
1998,$3.65 a day (2017 PPP) LMIC,Italy,2.2
1998,$6.85 a day (2017 PPP) UMIC,Italy,4.0
2000,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.2
2000,$3.65 a day (2017 PPP) LMIC,Italy,1.7
2000,$6.85 a day (2017 PPP) UMIC,Italy,3.5
2003,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.8
2003,$3.65 a day (2017 PPP) LMIC,Italy,1.1
2003,$6.85 a day (2017 PPP) UMIC,Italy,2.1
2004,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.6
2004,$3.65 a day (2017 PPP) LMIC,Italy,0.9
2004,$6.85 a day (2017 PPP) UMIC,Italy,1.7
2005,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.6
2005,$3.65 a day (2017 PPP) LMIC,Italy,1.0
2005,$6.85 a day (2017 PPP) UMIC,Italy,1.9
2006,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.7
2006,$3.65 a day (2017 PPP) LMIC,Italy,0.9
2006,$6.85 a day (2017 PPP) UMIC,Italy,1.6
2007,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.7
2007,$3.65 a day (2017 PPP) LMIC,Italy,1.1
2007,$6.85 a day (2017 PPP) UMIC,Italy,1.7
2008,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.7
2008,$3.65 a day (2017 PPP) LMIC,Italy,1.0
2008,$6.85 a day (2017 PPP) UMIC,Italy,1.8
2009,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.9
2009,$3.65 a day (2017 PPP) LMIC,Italy,1.3
2009,$6.85 a day (2017 PPP) UMIC,Italy,2.1
2010,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.3
2010,$3.65 a day (2017 PPP) LMIC,Italy,1.6
2010,$6.85 a day (2017 PPP) UMIC,Italy,2.7
2011,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.2
2011,$3.65 a day (2017 PPP) LMIC,Italy,1.5
2011,$6.85 a day (2017 PPP) UMIC,Italy,2.7
2012,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.2
2012,$3.65 a day (2017 PPP) LMIC,Italy,1.8
2012,$6.85 a day (2017 PPP) UMIC,Italy,3.1
2013,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.4
2013,$3.65 a day (2017 PPP) LMIC,Italy,2.0
2013,$6.85 a day (2017 PPP) UMIC,Italy,3.2
2014,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.2
2014,$3.65 a day (2017 PPP) LMIC,Italy,1.8
2014,$6.85 a day (2017 PPP) UMIC,Italy,3.1
2015,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.9
2015,$3.65 a day (2017 PPP) LMIC,Italy,2.6
2015,$6.85 a day (2017 PPP) UMIC,Italy,3.9
2016,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.6
2016,$3.65 a day (2017 PPP) LMIC,Italy,2.3
2016,$6.85 a day (2017 PPP) UMIC,Italy,3.4
2017,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.4
2017,$3.65 a day (2017 PPP) LMIC,Italy,1.8
2017,$6.85 a day (2017 PPP) UMIC,Italy,3.3
2018,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.5
2018,$3.65 a day (2017 PPP) LMIC,Italy,2.1
2018,$6.85 a day (2017 PPP) UMIC,Italy,3.2
2019,$2.15 a day (2017 PPP) dollar-a-day,Italy,1.0
2019,$3.65 a day (2017 PPP) LMIC,Italy,1.3
2019,$6.85 a day (2017 PPP) UMIC,Italy,2.6
2020,$2.15 a day (2017 PPP) dollar-a-day,Italy,0.8
2020,$3.65 a day (2017 PPP) LMIC,Italy,1.2
2020,$6.85 a day (2017 PPP) UMIC,Italy,2.2
2004,$2.15 a day (2017 PPP) dollar-a-day,Latvia,2.5
2004,$3.65 a day (2017 PPP) LMIC,Latvia,5.8
2004,$6.85 a day (2017 PPP) UMIC,Latvia,19.3
2005,$2.15 a day (2017 PPP) dollar-a-day,Latvia,2.4
2005,$3.65 a day (2017 PPP) LMIC,Latvia,5.2
2005,$6.85 a day (2017 PPP) UMIC,Latvia,17.3
2006,$2.15 a day (2017 PPP) dollar-a-day,Latvia,1.6
2006,$3.65 a day (2017 PPP) LMIC,Latvia,2.7
2006,$6.85 a day (2017 PPP) UMIC,Latvia,9.4
2007,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.6
2007,$3.65 a day (2017 PPP) LMIC,Latvia,1.7
2007,$6.85 a day (2017 PPP) UMIC,Latvia,6.1
2008,$2.15 a day (2017 PPP) dollar-a-day,Latvia,1.3
2008,$3.65 a day (2017 PPP) LMIC,Latvia,2.4
2008,$6.85 a day (2017 PPP) UMIC,Latvia,7.9
2009,$2.15 a day (2017 PPP) dollar-a-day,Latvia,1.7
2009,$3.65 a day (2017 PPP) LMIC,Latvia,3.9
2009,$6.85 a day (2017 PPP) UMIC,Latvia,11.7
2010,$2.15 a day (2017 PPP) dollar-a-day,Latvia,1.7
2010,$3.65 a day (2017 PPP) LMIC,Latvia,3.8
2010,$6.85 a day (2017 PPP) UMIC,Latvia,11.9
2011,$2.15 a day (2017 PPP) dollar-a-day,Latvia,1.0
2011,$3.65 a day (2017 PPP) LMIC,Latvia,3.1
2011,$6.85 a day (2017 PPP) UMIC,Latvia,11.2
2012,$2.15 a day (2017 PPP) dollar-a-day,Latvia,1.1
2012,$3.65 a day (2017 PPP) LMIC,Latvia,2.8
2012,$6.85 a day (2017 PPP) UMIC,Latvia,10.4
2013,$2.15 a day (2017 PPP) dollar-a-day,Latvia,1.2
2013,$3.65 a day (2017 PPP) LMIC,Latvia,2.5
2013,$6.85 a day (2017 PPP) UMIC,Latvia,8.1
2014,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.8
2014,$3.65 a day (2017 PPP) LMIC,Latvia,1.9
2014,$6.85 a day (2017 PPP) UMIC,Latvia,7.1
2015,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.7
2015,$3.65 a day (2017 PPP) LMIC,Latvia,1.6
2015,$6.85 a day (2017 PPP) UMIC,Latvia,4.9
2016,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.6
2016,$3.65 a day (2017 PPP) LMIC,Latvia,1.5
2016,$6.85 a day (2017 PPP) UMIC,Latvia,4.6
2017,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.8
2017,$3.65 a day (2017 PPP) LMIC,Latvia,1.5
2017,$6.85 a day (2017 PPP) UMIC,Latvia,4.5
2018,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.4
2018,$3.65 a day (2017 PPP) LMIC,Latvia,0.9
2018,$6.85 a day (2017 PPP) UMIC,Latvia,3.0
2019,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.2
2019,$3.65 a day (2017 PPP) LMIC,Latvia,0.8
2019,$6.85 a day (2017 PPP) UMIC,Latvia,2.6
2020,$2.15 a day (2017 PPP) dollar-a-day,Latvia,0.5
2020,$3.65 a day (2017 PPP) LMIC,Latvia,0.8
2020,$6.85 a day (2017 PPP) UMIC,Latvia,2.5
2004,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,2.7
2004,$3.65 a day (2017 PPP) LMIC,Lithuania,7.3
2004,$6.85 a day (2017 PPP) UMIC,Lithuania,21.6
2005,$2.15 a day (2017 PPP) dollar-a-day,Lithuania,1.8
