Year,SeriesCode,Country,Age,Sex,Type of occupation,Value
2019,SL_EMP_EARN,Czechia,,Male,isco08-6,151.2
2019,SL_EMP_EARN,Czechia,,Male,isco08-7,183.4
2019,SL_EMP_EARN,Czechia,,Male,isco08-4,195.2
2019,SL_EMP_EARN,Czechia,,Female,isco08-3,207.9
2019,SL_EMP_EARN,Czechia,,Female,isco08-4,165.3
2019,SL_EMP_EARN,Czechia,,Female,isco08-2,258.1
2019,SL_EMP_EARN,Czechia,,Male,isco08-8,176.5
2019,SL_EMP_EARN,Czechia,,Male,isco08-9,131.4
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-2,316.0
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-1,480.1
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-0,23.7
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-5,158.8
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-3,240.8
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-4,181.1
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-8,177.7
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-7,184.6
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-6,151.0
2020,SL_EMP_EARN,Czechia,,Male,isco08-1,525.9
2020,SL_EMP_EARN,Czechia,,Female,isco08-6,141.5
2020,SL_EMP_EARN,Czechia,,Female,isco08-7,153.3
2020,SL_EMP_EARN,Czechia,,Female,isco08-5,150.5
2020,SL_EMP_EARN,Czechia,,Both sexes,Total or no breakdown,221.8
2020,SL_EMP_EARN,Czechia,,Male,isco08-9,139.2
2020,SL_EMP_EARN,Czechia,,Male,isco08-8,183.2
2020,SL_EMP_EARN,Czechia,,Female,isco08-2,277.7
2020,SL_EMP_EARN,Czechia,,Male,isco08-2,358.1
2020,SL_EMP_EARN,Czechia,,Male,isco08-3,259.3
2020,SL_EMP_EARN,Czechia,,Male,isco08-4,203.8
2020,SL_EMP_EARN,Czechia,,Male,isco08-7,188.8
2020,SL_EMP_EARN,Czechia,,Female,isco08-3,221.8
2020,SL_EMP_EARN,Czechia,,Female,isco08-4,173.0
2020,SL_EMP_EARN,Czechia,,Both sexes,isco08-9,128.7
2020,SL_EMP_EARN,Czechia,,Female,isco08-0,24.52
2020,SL_EMP_EARN,Czechia,,Female,Total or no breakdown,200.8
2020,SL_EMP_EARN,Czechia,,Female,isco08-1,387.9
2020,SL_EMP_EARN,Czechia,,Male,isco08-6,158.7
2020,SL_EMP_EARN,Czechia,,Male,isco08-0,23.59
2020,SL_EMP_EARN,Czechia,,Male,Total or no breakdown,238.8
2020,SL_EMP_EARN,Czechia,,Female,isco08-9,120.2
2020,SL_EMP_EARN,Czechia,,Male,isco08-5,174.4
2020,SL_EMP_EARN,Czechia,,Female,isco08-8,162.6
2002,SL_EMP_EARN,Denmark,,Female,Total or no breakdown,17.13
2002,SL_EMP_EARN,Denmark,,Female,isco88-7,16.31
2002,SL_EMP_EARN,Denmark,,Male,Total or no breakdown,21.42
2002,SL_EMP_EARN,Denmark,,Female,isco88-9,14.88
2002,SL_EMP_EARN,Denmark,,Female,isco88-X,17.78
2002,SL_EMP_EARN,Denmark,,Female,isco88-3,21.39
2002,SL_EMP_EARN,Denmark,,Female,isco88-8,18.07
2002,SL_EMP_EARN,Denmark,,Male,isco88-1,33.58
2002,SL_EMP_EARN,Denmark,,Male,isco88-X,22.56
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-4,17.25
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-5,14.47
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-2,28.31
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-3,23.95
2002,SL_EMP_EARN,Denmark,,Male,isco88-5,14.83
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-9,15.9
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-X,21.56
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-7,20.25
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-8,19.34
2002,SL_EMP_EARN,Denmark,,Female,isco88-4,16.54
2002,SL_EMP_EARN,Denmark,,Female,isco88-5,14.27
2002,SL_EMP_EARN,Denmark,,Female,isco88-2,26.13
2002,SL_EMP_EARN,Denmark,,Female,isco88-1,26.34
2002,SL_EMP_EARN,Denmark,,Both sexes,Total or no breakdown,19.76
2002,SL_EMP_EARN,Denmark,,Both sexes,isco88-1,32.42
2002,SL_EMP_EARN,Denmark,,Male,isco88-9,16.5
2002,SL_EMP_EARN,Denmark,,Male,isco88-8,19.76
2002,SL_EMP_EARN,Denmark,,Male,isco88-3,25.71
2002,SL_EMP_EARN,Denmark,,Male,isco88-4,19.41
2002,SL_EMP_EARN,Denmark,,Male,isco88-7,20.56
2002,SL_EMP_EARN,Denmark,,Male,isco88-2,28.98
2006,SL_EMP_EARN,Denmark,,Male,isco88-0,25.35
2006,SL_EMP_EARN,Denmark,,Male,isco88-3,27.49
2006,SL_EMP_EARN,Denmark,,Male,isco88-9,19.34
2006,SL_EMP_EARN,Denmark,,Female,isco88-3,22.21
2006,SL_EMP_EARN,Denmark,,Female,isco88-4,19.98
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-8,22.06
2006,SL_EMP_EARN,Denmark,,Male,isco88-5,17.23
2006,SL_EMP_EARN,Denmark,,Male,isco88-4,20.62
2006,SL_EMP_EARN,Denmark,,Male,isco88-6,19.72
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-3,24.23
2006,SL_EMP_EARN,Denmark,,Male,Total or no breakdown,24.6
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-4,20.18
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-2,29.16
2006,SL_EMP_EARN,Denmark,,Male,isco88-1,39.31
2006,SL_EMP_EARN,Denmark,,Male,isco88-2,31.42
2006,SL_EMP_EARN,Denmark,,Male,isco88-7,23.15
2006,SL_EMP_EARN,Denmark,,Female,isco88-0,30.48
2006,SL_EMP_EARN,Denmark,,Female,isco88-1,30.46
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-5,17.01
2006,SL_EMP_EARN,Denmark,,Male,isco88-8,22.72
2002,SL_EMP_EARN,Albania,,Both sexes,isco88-7,130.8
2002,SL_EMP_EARN,Albania,,Both sexes,isco88-8,129.71
2002,SL_EMP_EARN,Albania,,Both sexes,isco88-9,91.92
2002,SL_EMP_EARN,Albania,,Female,Total or no breakdown,108.11
2002,SL_EMP_EARN,Albania,,Female,isco88-1,181.23
2002,SL_EMP_EARN,Albania,,Female,isco88-7,76.88
2002,SL_EMP_EARN,Albania,,Both sexes,isco88-0,146.74
2002,SL_EMP_EARN,Albania,,Both sexes,isco88-1,271.4
2002,SL_EMP_EARN,Albania,,Both sexes,isco88-2,165.66
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-0,4026.61
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-3,2734.07
2009,SL_EMP_EARN,Chile,,Male,isco88-8,1971.41
2009,SL_EMP_EARN,Chile,,Male,isco88-6,1348.2
2009,SL_EMP_EARN,Chile,,Female,isco88-8,1347.81
2009,SL_EMP_EARN,Chile,,Male,Total or no breakdown,2253.75
2009,SL_EMP_EARN,Chile,,Female,isco88-9,1172.23
2009,SL_EMP_EARN,Chile,,Female,isco88-X,2162.19
2009,SL_EMP_EARN,Chile,,Male,isco88-4,2342.21
2002,SL_EMP_EARN,Albania,,Both sexes,Total or no breakdown,130.62
2002,SL_EMP_EARN,Albania,,Male,isco88-3,151.35
2002,SL_EMP_EARN,Albania,,Male,isco88-4,90.9
2002,SL_EMP_EARN,Albania,,Male,isco88-5,97.67
2002,SL_EMP_EARN,Albania,,Male,isco88-2,164.73
2012,SL_EMP_EARN,Albania,,Male,isco08-7,2199.14
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-9,1814.67
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-7,1970.25
2012,SL_EMP_EARN,Albania,,Male,isco08-1,4923.97
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-3,18.53
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-1,33.41
2010,SL_EMP_EARN,Austria,,Male,isco08-7,13.21
2010,SL_EMP_EARN,Austria,,Female,isco08-5,9.8
2010,SL_EMP_EARN,Austria,,Female,isco08-7,9.73
2010,SL_EMP_EARN,Austria,,Female,isco08-2,19.37
2009,SL_EMP_EARN,Chile,,Male,isco88-0,4093.0
2009,SL_EMP_EARN,Chile,,Male,isco88-1,4971.21
2009,SL_EMP_EARN,Chile,,Male,isco88-2,5503.11
2009,SL_EMP_EARN,Chile,,Female,Total or no breakdown,2005.18
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-X,1781.33
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-9,1250.47
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-4,1943.66
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-1,4597.01
2009,SL_EMP_EARN,Chile,,Both sexes,Total or no breakdown,2154.4
2010,SL_EMP_EARN,Austria,,Both sexes,Total or no breakdown,14.77
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-4,14.4
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-2,22.5
2010,SL_EMP_EARN,Austria,,Male,isco08-2,24.63
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-8,13.34
2010,SL_EMP_EARN,Austria,,Male,isco08-3,20.04
2012,SL_EMP_EARN,Albania,,Female,isco08-4,1651.49
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-8,1835.36
2012,SL_EMP_EARN,Albania,,Male,isco08-0,2070.2
2012,SL_EMP_EARN,Albania,,Male,Total or no breakdown,2409.22
2012,SL_EMP_EARN,Albania,,Female,Total or no breakdown,2004.52
2012,SL_EMP_EARN,Albania,,Female,isco08-3,2034.21
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-4,2012.22
2012,SL_EMP_EARN,Albania,,Female,isco08-0,1586.61
2012,SL_EMP_EARN,Albania,,Female,isco08-1,3570.57
2009,SL_EMP_EARN,Chile,,Female,isco88-3,2311.51
2009,SL_EMP_EARN,Chile,,Female,isco88-4,1725.73
2009,SL_EMP_EARN,Chile,,Female,isco88-6,1206.13
2009,SL_EMP_EARN,Chile,,Female,isco88-7,1313.56
2009,SL_EMP_EARN,Chile,,Male,isco88-3,3133.21
2009,SL_EMP_EARN,Chile,,Male,isco88-7,1771.51
2009,SL_EMP_EARN,Chile,,Male,isco88-5,1681.79
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-6,1331.08
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-5,1538.34
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-7,1738.24
2009,SL_EMP_EARN,Chile,,Female,isco88-0,2307.05
2009,SL_EMP_EARN,Chile,,Female,isco88-5,1391.23
2009,SL_EMP_EARN,Chile,,Female,isco88-2,4290.73
2009,SL_EMP_EARN,Chile,,Female,isco88-1,3750.8
2009,SL_EMP_EARN,Chile,,Both sexes,isco88-8,1915.66
2011,SL_EMP_EARN,Chile,,Female,Total or no breakdown,2229.95
2011,SL_EMP_EARN,Chile,,Male,isco08-1,8927.27
2011,SL_EMP_EARN,Chile,,Male,Total or no breakdown,2618.4
2010,SL_EMP_EARN,Austria,,Male,Total or no breakdown,16.37
2010,SL_EMP_EARN,Austria,,Male,isco08-4,16.12
2010,SL_EMP_EARN,Austria,,Male,isco08-1,35.87
2010,SL_EMP_EARN,Austria,,Male,isco08-5,11.83
2010,SL_EMP_EARN,Austria,,Female,isco08-1,25.1
2010,SL_EMP_EARN,Austria,,Male,isco08-8,13.63
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-6,1730.72
2012,SL_EMP_EARN,Albania,,Female,isco08-2,2794.38
2012,SL_EMP_EARN,Albania,,Male,isco08-8,2129.31
2012,SL_EMP_EARN,Albania,,Male,isco08-9,2095.7
2012,SL_EMP_EARN,Albania,,Both sexes,Total or no breakdown,2262.15
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-0,2019.73
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-1,4564.08
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-2,2979.64
2012,SL_EMP_EARN,Albania,,Male,isco08-6,1805.99
2010,SL_EMP_EARN,Austria,,Female,Total or no breakdown,12.45
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-7,13.0
2010,SL_EMP_EARN,Austria,,Female,isco08-3,15.69
2010,SL_EMP_EARN,Austria,,Female,isco08-9,8.86
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-9,9.85
2010,SL_EMP_EARN,Austria,,Male,isco08-9,10.93
2010,SL_EMP_EARN,Austria,,Female,isco08-4,13.56
2010,SL_EMP_EARN,Austria,,Both sexes,isco08-5,10.46
2010,SL_EMP_EARN,Austria,,Female,isco08-8,10.99
2014,SL_EMP_EARN,Austria,,Male,isco08-3,20.15
2014,SL_EMP_EARN,Austria,,Male,Total or no breakdown,17.55
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-8,14.02
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-0,25.72
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-1,37.04
2006,SL_EMP_EARN,Denmark,,Both sexes,Total or no breakdown,22.38
2006,SL_EMP_EARN,Denmark,,Female,isco88-8,19.96
2006,SL_EMP_EARN,Denmark,,Female,isco88-7,19.59
2006,SL_EMP_EARN,Denmark,,Female,isco88-2,26.61
2014,SL_EMP_EARN,Austria,,Female,isco08-4,14.48
2014,SL_EMP_EARN,Austria,,Female,isco08-7,10.96
2014,SL_EMP_EARN,Austria,,Female,isco08-5,10.87
2014,SL_EMP_EARN,Austria,,Female,isco08-2,20.37
2014,SL_EMP_EARN,Austria,,Female,isco08-3,16.3
2014,SL_EMP_EARN,Austria,,Female,isco08-1,26.95
2011,SL_EMP_EARN,Chile,,Male,isco08-4,2330.32
2011,SL_EMP_EARN,Chile,,Male,isco08-5,2082.23
2011,SL_EMP_EARN,Chile,,Female,isco08-3,2737.2
2011,SL_EMP_EARN,Chile,,Female,isco08-X,2000.12
2011,SL_EMP_EARN,Chile,,Female,isco08-8,1299.74
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-3,3119.47
2011,SL_EMP_EARN,Chile,,Male,isco08-3,3461.18
2011,SL_EMP_EARN,Chile,,Male,isco08-0,3572.57
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-4,2085.01
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-5,1585.72
2012,SL_EMP_EARN,Albania,,Both sexes,isco08-3,2789.98
2012,SL_EMP_EARN,Albania,,Female,isco08-9,1197.27
2012,SL_EMP_EARN,Albania,,Female,isco08-5,1500.1
2012,SL_EMP_EARN,Albania,,Female,isco08-6,1305.47
2012,SL_EMP_EARN,Albania,,Female,isco08-7,1171.09
2012,SL_EMP_EARN,Albania,,Female,isco08-8,988.87
2012,SL_EMP_EARN,Albania,,Male,isco08-3,3135.59
2012,SL_EMP_EARN,Albania,,Male,isco08-5,1633.76
2014,SL_EMP_EARN,Austria,,Female,Total or no breakdown,13.65
2014,SL_EMP_EARN,Austria,,Male,isco08-8,14.35
2014,SL_EMP_EARN,Austria,,Male,isco08-7,14.6
2014,SL_EMP_EARN,Austria,,Male,isco08-5,12.05
2014,SL_EMP_EARN,Austria,,Female,isco08-8,11.82
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-1,34.6
2012,SL_EMP_EARN,Albania,,Male,isco08-4,2267.09
2012,SL_EMP_EARN,Albania,,Male,isco08-2,3282.48
2018,SL_EMP_EARN,Albania,,Female,isco08-6,144.0
2018,SL_EMP_EARN,Albania,,Female,isco08-9,184.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-2,399.0
2018,SL_EMP_EARN,Albania,,Male,isco08-9,193.0
2018,SL_EMP_EARN,Albania,,Male,isco08-7,233.0
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-5,1772.29
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-6,1343.29
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-7,1992.86
2011,SL_EMP_EARN,Chile,,Female,isco08-0,3057.91
2011,SL_EMP_EARN,Chile,,Male,isco08-9,1529.39
2011,SL_EMP_EARN,Chile,,Female,isco08-2,4800.01
2011,SL_EMP_EARN,Chile,,Female,isco08-1,5824.75
2011,SL_EMP_EARN,Chile,,Male,isco08-8,2063.77
2011,SL_EMP_EARN,Chile,,Male,isco08-X,2263.44
2018,SL_EMP_EARN,Albania,,Male,isco08-8,244.0
2018,SL_EMP_EARN,Albania,,Female,isco08-1,581.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-4,333.0
2018,SL_EMP_EARN,Albania,,Female,isco08-3,330.0
2018,SL_EMP_EARN,Albania,,Female,isco08-2,376.0
2018,SL_EMP_EARN,Albania,,Male,isco08-4,333.0
2018,SL_EMP_EARN,Albania,,Female,isco08-5,192.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-8,211.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-9,189.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-7,204.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-3,348.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-6,161.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-5,200.0
2018,SL_EMP_EARN,Albania,,Male,isco08-5,206.0
2018,SL_EMP_EARN,Albania,,Male,isco08-3,361.0
2018,SL_EMP_EARN,Albania,,Male,isco08-2,436.0
2018,SL_EMP_EARN,Albania,,Female,isco08-7,166.0
2018,SL_EMP_EARN,Albania,,Female,isco08-8,170.0
2011,SL_EMP_EARN,Chile,,Male,isco08-6,1431.52
2011,SL_EMP_EARN,Chile,,Male,isco08-7,2038.87
2011,SL_EMP_EARN,Chile,,Male,isco08-2,6621.54
2011,SL_EMP_EARN,Chile,,Female,isco08-9,1339.32
2011,SL_EMP_EARN,Chile,,Female,isco08-7,1397.39
2011,SL_EMP_EARN,Chile,,Female,isco08-6,1060.38
2011,SL_EMP_EARN,Chile,,Female,isco08-4,1948.97
2011,SL_EMP_EARN,Chile,,Female,isco08-5,1583.75
2011,SL_EMP_EARN,Chile,,Both sexes,Total or no breakdown,2460.06
2018,SL_EMP_EARN,Albania,,Female,isco08-4,333.0
2018,SL_EMP_EARN,Albania,,Male,Total or no breakdown,303.0
2018,SL_EMP_EARN,Albania,,Male,isco08-1,562.0
2018,SL_EMP_EARN,Albania,,Female,Total or no breakdown,282.0
2018,SL_EMP_EARN,Albania,,Male,isco08-6,187.0
2018,SL_EMP_EARN,Albania,,Both sexes,isco08-1,568.0
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-0,3508.0
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-1,7857.21
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-2,5713.53
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-X,2179.1
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-8,2006.7
2011,SL_EMP_EARN,Chile,,Both sexes,isco08-9,1447.51
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-5,1814.21
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-3,3494.89
2013,SL_EMP_EARN,Chile,,Male,isco08-0,3416.18
2006,SL_EMP_EARN,Denmark,,Female,isco88-9,16.76
2006,SL_EMP_EARN,Denmark,,Female,Total or no breakdown,20.28
2006,SL_EMP_EARN,Denmark,,Female,isco88-5,16.94
2006,SL_EMP_EARN,Denmark,,Female,isco88-6,18.05
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-7,22.91
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-6,19.25
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-2,6633.95
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-1,7054.14
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-0,3318.61
2013,SL_EMP_EARN,Chile,,Both sexes,Total or no breakdown,2710.82
2013,SL_EMP_EARN,Chile,,Male,isco08-4,2322.67
2013,SL_EMP_EARN,Chile,,Male,isco08-5,2137.67
2013,SL_EMP_EARN,Chile,,Male,isco08-3,3928.01
2013,SL_EMP_EARN,Chile,,Male,isco08-2,7924.98
2013,SL_EMP_EARN,Chile,,Male,isco08-1,7370.17
2013,SL_EMP_EARN,Chile,,Male,isco08-6,1552.11
2013,SL_EMP_EARN,Chile,,Male,Total or no breakdown,2859.68
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-8,2131.27
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-7,2003.24
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-9,1471.36
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-X,1808.34
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-6,1488.85
2013,SL_EMP_EARN,Chile,,Both sexes,isco08-4,2344.01
2013,SL_EMP_EARN,Chile,,Female,isco08-4,2356.45
2014,SL_EMP_EARN,Austria,,Female,isco08-9,9.56
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-7,14.38
2014,SL_EMP_EARN,Austria,,Male,isco08-9,11.85
2014,SL_EMP_EARN,Austria,,Male,isco08-2,25.51
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-9,10.7
2014,SL_EMP_EARN,Austria,,Male,isco08-1,36.86
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-5,11.23
2014,SL_EMP_EARN,Austria,,Male,isco08-4,16.4
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-3,18.65
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-2,23.42
2014,SL_EMP_EARN,Austria,,Both sexes,isco08-4,15.14
2014,SL_EMP_EARN,Austria,,Both sexes,Total or no breakdown,15.93
2006,SL_EMP_EARN,Denmark,,Both sexes,isco88-9,18.24
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-3,28.75
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-1,42.54
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-2,31.03
2010,SL_EMP_EARN,Denmark,,Male,isco08-9,22.35
2010,SL_EMP_EARN,Denmark,,Male,isco08-6,23.68
2010,SL_EMP_EARN,Denmark,,Female,isco08-5,19.97
2010,SL_EMP_EARN,Denmark,,Female,isco08-3,25.99
2010,SL_EMP_EARN,Denmark,,Female,isco08-1,35.32
2010,SL_EMP_EARN,Denmark,,Female,Total or no breakdown,24.2
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-4,23.65
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-5,20.29
2010,SL_EMP_EARN,Denmark,,Male,isco08-3,32.03
2010,SL_EMP_EARN,Denmark,,Male,isco08-1,45.46
2010,SL_EMP_EARN,Denmark,,Male,isco08-4,24.27
2010,SL_EMP_EARN,Denmark,,Male,isco08-2,34.78
2010,SL_EMP_EARN,Denmark,,Male,Total or no breakdown,29.19
2010,SL_EMP_EARN,Denmark,,Male,isco08-8,27.12
2010,SL_EMP_EARN,Denmark,,Male,isco08-7,26.77
2010,SL_EMP_EARN,Denmark,,Male,isco08-5,21.03
2010,SL_EMP_EARN,Denmark,,Female,isco08-6,21.41
2010,SL_EMP_EARN,Denmark,,Female,isco08-4,23.35
2010,SL_EMP_EARN,Denmark,,Female,isco08-2,28.39
2010,SL_EMP_EARN,Denmark,,Female,isco08-8,24.0
2010,SL_EMP_EARN,Denmark,,Female,isco08-9,19.34
2010,SL_EMP_EARN,Denmark,,Female,isco08-7,23.19
2010,SL_EMP_EARN,Denmark,,Both sexes,Total or no breakdown,26.58
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-9,20.94
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-7,26.52
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-8,26.55
2010,SL_EMP_EARN,Denmark,,Both sexes,isco08-6,23.04
2014,SL_EMP_EARN,Denmark,,Male,isco08-6,176.99
2014,SL_EMP_EARN,Denmark,,Both sexes,isco08-9,161.65
2014,SL_EMP_EARN,Denmark,,Both sexes,isco08-3,227.42
2014,SL_EMP_EARN,Denmark,,Both sexes,isco08-2,242.01
2014,SL_EMP_EARN,Denmark,,Male,isco08-1,375.51
2018,SL_EMP_EARN,Albania,,Both sexes,Total or no breakdown,293.0
2020,SL_EMP_EARN,Finland,,Male,isco08-0,27.72
2020,SL_EMP_EARN,Finland,,Male,isco08-5,16.56
2020,SL_EMP_EARN,Finland,,Female,isco08-5,15.11
2020,SL_EMP_EARN,Finland,,Female,isco08-6,14.0
2020,SL_EMP_EARN,Finland,,Female,isco08-4,16.74
2013,SL_EMP_EARN,Chile,,Female,isco08-3,3050.65
2013,SL_EMP_EARN,Chile,,Female,isco08-5,1628.25
2013,SL_EMP_EARN,Chile,,Female,isco08-6,1221.24
2013,SL_EMP_EARN,Chile,,Female,isco08-8,1576.19
2013,SL_EMP_EARN,Chile,,Female,isco08-7,1441.05
2013,SL_EMP_EARN,Chile,,Female,isco08-9,1442.87
2013,SL_EMP_EARN,Chile,,Female,isco08-2,5406.66
2013,SL_EMP_EARN,Chile,,Female,isco08-X,1419.68
2013,SL_EMP_EARN,Chile,,Male,isco08-9,1497.31
2013,SL_EMP_EARN,Chile,,Male,isco08-7,2045.91
2013,SL_EMP_EARN,Chile,,Female,isco08-0,2051.38
2013,SL_EMP_EARN,Chile,,Male,isco08-8,2177.59
2013,SL_EMP_EARN,Chile,,Male,isco08-X,2060.5
2013,SL_EMP_EARN,Chile,,Female,isco08-1,6335.93
2013,SL_EMP_EARN,Chile,,Female,Total or no breakdown,2505.12
2016,SL_EMP_EARN,Chile,,Both sexes,isco88-8,3296.0
2016,SL_EMP_EARN,Chile,,Both sexes,Total or no breakdown,3904.0
2018,SL_EMP_EARN,Austria,,Both sexes,Total or no breakdown,17.42
2018,SL_EMP_EARN,Austria,,Both sexes,isco08-4,16.48
2018,SL_EMP_EARN,Austria,,Both sexes,isco08-3,19.93
2018,SL_EMP_EARN,Austria,,Male,Total or no breakdown,19.03
2018,SL_EMP_EARN,Austria,,Male,isco08-8,15.47
2014,SL_EMP_EARN,Denmark,,Male,Total or no breakdown,224.87
2014,SL_EMP_EARN,Denmark,,Male,isco08-4,185.93
2014,SL_EMP_EARN,Denmark,,Male,isco08-2,272.74
2014,SL_EMP_EARN,Denmark,,Male,isco08-3,251.41
2014,SL_EMP_EARN,Denmark,,Both sexes,isco08-5,155.4
2014,SL_EMP_EARN,Denmark,,Female,isco08-7,169.51
2018,SL_EMP_EARN,Austria,,Female,isco08-1,28.78
2018,SL_EMP_EARN,Austria,,Male,isco08-7,15.89
2018,SL_EMP_EARN,Austria,,Male,isco08-1,39.18
2018,SL_EMP_EARN,Austria,,Male,isco08-4,18.13
2018,SL_EMP_EARN,Austria,,Both sexes,isco08-2,24.81
2018,SL_EMP_EARN,Austria,,Both sexes,isco08-1,36.58
2018,SL_EMP_EARN,Austria,,Male,isco08-5,13.05
2018,SL_EMP_EARN,Austria,,Female,Total or no breakdown,15.15
2018,SL_EMP_EARN,Austria,,Both sexes,isco08-5,12.29
2018,SL_EMP_EARN,Austria,,Both sexes,isco08-7,15.59
2014,SL_EMP_EARN,Denmark,,Female,Total or no breakdown,188.98
2014,SL_EMP_EARN,Denmark,,Female,isco08-6,162.86
2014,SL_EMP_EARN,Denmark,,Female,isco08-3,206.2
2014,SL_EMP_EARN,Denmark,,Female,isco08-2,221.54
2014,SL_EMP_EARN,Denmark,,Female,isco08-5,154.68
2014,SL_EMP_EARN,Denmark,,Male,isco08-9,171.94
2016,SL_EMP_EARN,Chile,,Both sexes,isco88-2,9078.0
