Year,SeriesCode,Country,Disability status,Grounds of discrimination,Location,Sex,Value
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Rural,Both sexes,0.4
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Rural,Both sexes,1.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,All areas,Both sexes,2.5
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Both sexes,9.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Both sexes,2.8
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Male,3.2
2017,VC_VOV_GDSD,Israel,Persons with disability,Disability or health status,All areas,Both sexes,11.0
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Urban,Both sexes,5.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Both sexes,5.9
2017,VC_VOV_GDSD,Israel,Persons without disability,Age,All areas,Both sexes,6.1
2017,VC_VOV_GDSD,Israel,Persons with disability,All or no breakdown,All areas,Both sexes,32.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Both sexes,2.1
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Both sexes,26.3
2017,VC_VOV_GDSD,Israel,Persons with disability,Sex,All areas,Both sexes,6.0
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Both sexes,11.0
2019,VC_VOV_GDSD,Belarus,Persons without disability,Sex,All areas,Female,1.2
2019,VC_VOV_GDSD,Belarus,Persons with disability,All or no breakdown,All areas,Female,16.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Rural,Both sexes,0.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Rural,Female,0.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Rural,Male,0.3
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,Rural,Both sexes,0.6
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,Rural,Female,0.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,All areas,Female,0.6
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,All areas,Male,0.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Age,Rural,Both sexes,1.05
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Urban,Female,2.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,Urban,Female,1.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Rural,Both sexes,1.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,All areas,Both sexes,1.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Disability,Rural,Both sexes,0.4
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Male,12.0
2017,VC_VOV_GDSD,Israel,Persons without disability,Sex,All areas,Both sexes,5.8
2017,VC_VOV_GDSD,Israel,Persons without disability,Ethnic,All areas,Both sexes,10.5
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Urban,Both sexes,11.6
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Rural,Both sexes,6.1
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Urban,Both sexes,9.8
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Rural,Both sexes,0.65
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,All areas,Both sexes,0.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,Urban,Male,0.5
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Urban,Male,3.8
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Rural,Male,2.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Urban,Male,7.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,Rural,Female,0.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Rural,Male,5.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Rural,Male,0.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Rural,Female,0.8
2017,VC_VOV_GDSD,Israel,Persons with disability,Colour,All areas,Both sexes,2.0
2017,VC_VOV_GDSD,Israel,Persons without disability,Religion or belief,All areas,Both sexes,9.7
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Urban,Both sexes,10.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Rural,Both sexes,5.0
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Female,9.5
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Female,7.6
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,All areas,Female,2.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Age,All areas,Female,1.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sexual orientation,Urban,Male,0.1
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Ethnic or immigration status,Rural,Male,1.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Other,All areas,Male,0.8
2017,VC_VOV_GDSD,Israel,Persons with disability,Migration status,All areas,Both sexes,23.6
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Male,10.4
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Rural,Both sexes,4.4
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Male,2.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Both sexes,7.2
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Male,7.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Female,7.1
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Female,2.3
2017,VC_VOV_GDSD,Israel,Persons with disability,Age,All areas,Both sexes,12.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Urban,Both sexes,7.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Age,Rural,Both sexes,5.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Male,1.5
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Urban,Both sexes,26.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Male,25.8
2017,VC_VOV_GDSD,Israel,Persons without disability,All or no breakdown,All areas,Both sexes,25.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Female,26.7
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Female,10.1
2017,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,Rural,Both sexes,19.5
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Sexual orientation and gender identity,Rural,Both sexes,0.3
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Other,All areas,Both sexes,1.8
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Other,All areas,Male,1.7
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,All or no breakdown,Urban,Both sexes,10.8
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Political opinion,Urban,Both sexes,1.8
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,Urban,Female,1.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Age,Urban,Both sexes,1.85
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Disability,All areas,Male,1.3
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,Rural,Male,0.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,Urban,Male,0.4
2017,VC_VOV_GDSD,Israel,Persons without disability,Disability or health status,All areas,Both sexes,1.3
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Urban,Both sexes,2.8
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Female,10.0
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Rural,Both sexes,2.4
2017,VC_VOV_GDSD,Israel,Persons with disability,Ethnic,All areas,Both sexes,13.7
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,Urban,Both sexes,2.2
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Sex,Urban,Male,0.0
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,Religion or belief,Urban,Male,3.7
2018,VC_VOV_GDSD,Montenegro,Total or no breakdown,All or no breakdown,Rural,Female,2.7
2014,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Both sexes,9.2
2014,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Female,7.9
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Political opinion,Rural,Both sexes,0.9
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Sexual orientation and gender identity,All areas,Both sexes,0.5
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,All or no breakdown,All areas,Both sexes,10.2
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,All or no breakdown,All areas,Male,9.4
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,All or no breakdown,All areas,Female,10.9
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Migration status,Rural,Male,0.2
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,Rural,Both sexes,0.6
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,Rural,Female,0.7
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,All areas,Female,1.2
2019,VC_VOV_GDSD,Belarus,Persons with disability,Sex,All areas,Female,3.5
2014,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Male,10.7
2016,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Both sexes,7.6
2016,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Female,8.4
2016,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Male,6.6
2018,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Female,9.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,Rural,Both sexes,1.5
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Both sexes,9.3
2017,VC_VOV_GDSD,Israel,Persons without disability,Colour,All areas,Both sexes,2.1
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Female,1.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Male,11.1
2017,VC_VOV_GDSD,Israel,Persons with disability,Religion or belief,All areas,Both sexes,11.2
2018,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Male,7.5
2018,VC_VOV_GDSD,Netherlands (Kingdom of the),Total or no breakdown,All or no breakdown,All areas,Both sexes,8.7
2016,VC_VOV_GDSD,New Zealand,Persons with disability,Gender identity,All areas,Both sexes,0.4
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Age,All areas,Male,3.0
2016,VC_VOV_GDSD,New Zealand,Persons with disability,Disability or health status,All areas,Both sexes,6.0
2017,VC_VOV_GDSD,Israel,Persons without disability,Migration status,All areas,Both sexes,8.9
2017,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Rural,Both sexes,4.2
2018,VC_VOV_GDSD,Israel,Persons with disability,Ethnic,All areas,Both sexes,11.4
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Female,8.1
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Sexual orientation and gender identity,Urban,Both sexes,0.6
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Female,9.7
2016,VC_VOV_GDSD,New Zealand,Persons with disability,"Ethnicity, race, colour, language",All areas,Both sexes,11.4
2016,VC_VOV_GDSD,New Zealand,Persons without disability,Religion or belief,All areas,Both sexes,1.6
2016,VC_VOV_GDSD,New Zealand,Persons with disability,Other,All areas,Both sexes,5.2
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Other,All areas,Male,3.6
2019,VC_VOV_GDSD,Belarus,Persons with disability,Other,All areas,Female,0.0
2019,VC_VOV_GDSD,Belarus,Persons without disability,Migration status,All areas,Female,0.3
2019,VC_VOV_GDSD,Belarus,Persons without disability,All or no breakdown,All areas,Female,4.6
2019,VC_VOV_GDSD,Belarus,Persons with disability,Age,All areas,Female,9.8
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sex,All areas,Male,0.6
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Sexual/gender identity,All areas,Both sexes,3.6
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,All or no breakdown,All areas,Male,14.6
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Age,All areas,Both sexes,3.4
2016,VC_VOV_GDSD,New Zealand,Persons with disability,Age,All areas,Both sexes,4.7
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Both sexes,9.3
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Female,2.1
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Rural,Both sexes,7.5
2018,VC_VOV_GDSD,Israel,Persons without disability,Ethnic,All areas,Both sexes,11.2
2018,VC_VOV_GDSD,Israel,Persons without disability,Colour,All areas,Both sexes,2.7
2018,VC_VOV_GDSD,Israel,Persons without disability,Sexual orientation and gender identity,All areas,Both sexes,0.6
2016,VC_VOV_GDSD,New Zealand,Persons without disability,Sex,All areas,Both sexes,3.4
2016,VC_VOV_GDSD,New Zealand,Persons with disability,All or no breakdown,All areas,Both sexes,21.9
2016,VC_VOV_GDSD,New Zealand,Persons without disability,All or no breakdown,All areas,Both sexes,16.6
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Gender identity,All areas,Male,0.5
2018,VC_VOV_GDSD,Israel,Persons with disability,Colour,All areas,Both sexes,3.2
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Urban,Both sexes,9.9
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Both sexes,7.7
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Male,7.1
2018,VC_VOV_GDSD,Israel,Persons with disability,All or no breakdown,All areas,Both sexes,29.3
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Age,All areas,Female,8.3
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Other,All areas,Both sexes,4.0
2016,VC_VOV_GDSD,New Zealand,Persons without disability,Disability or health status,All areas,Both sexes,1.4
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,"Ethnicity, race, colour, language",All areas,Male,9.2
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,All or no breakdown,All areas,Both sexes,17.0
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Sexual/gender identity,All areas,Female,5.7
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Sex,All areas,Both sexes,3.3
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Gender identity,All areas,Both sexes,0.4
2016,VC_VOV_GDSD,New Zealand,Persons without disability,Sexual/gender identity,All areas,Both sexes,3.7
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Religion or belief,All areas,Both sexes,0.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,All or no breakdown,Rural,Female,2.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,All or no breakdown,Rural,Male,4.7
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Disability,All areas,Female,0.6
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Migration status,All areas,Both sexes,0.2
2018,VC_VOV_GDSD,Israel,Persons with disability,Age,All areas,Both sexes,11.8
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,Rural,Both sexes,5.6
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,Urban,Both sexes,11.5
2018,VC_VOV_GDSD,Israel,Persons with disability,Disability or health status,All areas,Both sexes,12.1
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Urban,Both sexes,6.4
2018,VC_VOV_GDSD,Israel,Persons without disability,All or no breakdown,All areas,Both sexes,26.1
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Age,Rural,Both sexes,1.8
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Sex,All areas,Both sexes,1.4
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Age,All areas,Female,4.4
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,All or no breakdown,Rural,Both sexes,7.7
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Disability or health status,All areas,Both sexes,2.7
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Religion or belief,All areas,Male,1.4
2016,VC_VOV_GDSD,New Zealand,Persons without disability,Other,All areas,Both sexes,3.9
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Religion or belief,All areas,Both sexes,1.7
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Sex,All areas,Female,5.5
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,Rural,Both sexes,6.6
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Both sexes,6.5
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Sex,All areas,Male,1.7
2018,VC_VOV_GDSD,Israel,Persons without disability,Sex,All areas,Both sexes,6.7
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Male,11.8
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Both sexes,11.2
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Migration status,All areas,Female,0.3
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,All areas,Male,0.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,All areas,Both sexes,0.8
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Disability,Rural,Both sexes,1.15
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Other,Urban,Both sexes,0.85
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,"Ethnicity, race, colour, language",All areas,Both sexes,9.2
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Other,All areas,Female,4.4
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Gender identity,All areas,Female,0.4
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,"Ethnicity, race, colour, language",All areas,Female,9.2
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Both sexes,9.6
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,Rural,Both sexes,4.1
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,Urban,Both sexes,3.5
2018,VC_VOV_GDSD,Israel,Total or no breakdown,All or no breakdown,All areas,Both sexes,26.6
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Disability or health status,All areas,Male,3.6
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Migration status,All areas,Male,10.4
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Sex,Urban,Both sexes,1.6
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Sex,Rural,Both sexes,0.8
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Age,All areas,Both sexes,3.4
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Age,All areas,Male,3.1
2021,VC_VOV_GDSD,Colombia,Total or no breakdown,Disability or health status,All areas,Female,2.8
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Religion or belief,All areas,Female,2.0
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Sexual/gender identity,All areas,Male,1.4
2016,VC_VOV_GDSD,New Zealand,Persons without disability,"Ethnicity, race, colour, language",All areas,Both sexes,9.0
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Disability or health status,All areas,Both sexes,1.8
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Disability or health status,All areas,Female,2.1
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,All or no breakdown,All areas,Female,19.3
2016,VC_VOV_GDSD,New Zealand,Persons with disability,Sex,All areas,Both sexes,2.5
2016,VC_VOV_GDSD,New Zealand,Persons without disability,Age,All areas,Both sexes,3.3
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Religion or belief,All areas,Male,9.4
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Ethnic,All areas,Female,10.6
2018,VC_VOV_GDSD,Israel,Total or no breakdown,Colour,All areas,Both sexes,2.8
2018,VC_VOV_GDSD,Israel,Persons without disability,Migration status,All areas,Both sexes,9.4
2018,VC_VOV_GDSD,Israel,Persons with disability,Migration status,All areas,Both sexes,8.6
2018,VC_VOV_GDSD,Israel,Persons without disability,Religion or belief,All areas,Both sexes,9.8
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Age,Urban,Male,1.6
2019,VC_VOV_GDSD,Belarus,Persons with disability,Religion or belief,All areas,Female,3.3
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Sexual orientation,Urban,Both sexes,0.1
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,All or no breakdown,Urban,Male,3.8
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Migration status,Urban,Male,0.1
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Disability or health status,All areas,Male,1.4
2016,VC_VOV_GDSD,New Zealand,Total or no breakdown,Sex,All areas,Male,1.0
2016,VC_VOV_GDSD,New Zealand,Persons with disability,Sexual/gender identity,All areas,Both sexes,2.7
2016,VC_VOV_GDSD,New Zealand,Persons with disability,Religion or belief,All areas,Both sexes,2.5
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,Migration status,Urban,Female,0.4
2019,VC_VOV_GDSD,Belarus,Total or no breakdown,All or no breakdown,All areas,Male,4.0
