Year,SeriesCode,GeoAreaName,Age,Value
2018,SE_GPI_PART,Finland,15-24,1.0
2018,SE_GPI_PART,Finland,55-64,1.5
2019,SE_GPI_PART,Finland,55-64,1.4
2019,SE_GPI_PART,Finland,15-24,1.1
2019,SE_GPI_PART,Finland,15-64,1.2
2019,SE_GPI_PART,Finland,25-54,1.2
2020,SE_GPI_PART,Finland,25-54,1.2
2020,SE_GPI_PART,Finland,15-64,1.2
2020,SE_GPI_PART,Finland,15-24,1.1
2020,SE_GPI_PART,Finland,55-64,1.4
2003,SE_GPI_PART,France,15-24,1.1
2003,SE_GPI_PART,France,25-54,1.1
2003,SE_GPI_PART,France,15-64,1.1
2004,SE_GPI_PART,France,15-64,1.1
2004,SE_GPI_PART,France,25-54,1.1
2004,SE_GPI_PART,France,15-24,1.1
2004,SE_GPI_PART,France,55-64,1.4
2005,SE_GPI_PART,France,15-24,1.1
2005,SE_GPI_PART,France,25-54,1.1
2005,SE_GPI_PART,France,15-64,1.1
2005,SE_GPI_PART,France,55-64,1.3
2006,SE_GPI_PART,France,15-64,1.1
2006,SE_GPI_PART,France,15-24,1.1
2006,SE_GPI_PART,France,25-54,1.1
2006,SE_GPI_PART,France,55-64,1.3
2007,SE_GPI_PART,France,55-64,1.3
2007,SE_GPI_PART,France,25-54,1.2
2007,SE_GPI_PART,France,15-24,1.0
2007,SE_GPI_PART,France,15-64,1.1
2008,SE_GPI_PART,France,15-64,1.1
2008,SE_GPI_PART,France,15-24,1.1
2008,SE_GPI_PART,France,25-54,1.1
2008,SE_GPI_PART,France,55-64,1.1
2009,SE_GPI_PART,France,55-64,1.3
2009,SE_GPI_PART,France,25-54,1.1
2009,SE_GPI_PART,France,15-24,1.1
2009,SE_GPI_PART,France,15-64,1.1
2010,SE_GPI_PART,France,15-64,1.1
2010,SE_GPI_PART,France,15-24,1.1
2010,SE_GPI_PART,France,25-54,1.2
2010,SE_GPI_PART,France,55-64,1.3
2011,SE_GPI_PART,France,55-64,1.2
2011,SE_GPI_PART,France,25-54,1.1
2011,SE_GPI_PART,France,15-24,1.1
2011,SE_GPI_PART,France,15-64,1.1
2012,SE_GPI_PART,France,15-64,1.0
2012,SE_GPI_PART,France,15-24,1.1
2012,SE_GPI_PART,France,25-54,1.1
2012,SE_GPI_PART,France,55-64,1.1
2013,SE_GPI_PART,France,55-64,1.4
2013,SE_GPI_PART,France,25-54,1.2
2013,SE_GPI_PART,France,15-24,1.0
2013,SE_GPI_PART,France,15-64,1.1
2014,SE_GPI_PART,France,15-64,1.1
2014,SE_GPI_PART,France,15-24,1.1
2014,SE_GPI_PART,France,25-54,1.2
2014,SE_GPI_PART,France,55-64,1.4
2015,SE_GPI_PART,France,55-64,1.5
2015,SE_GPI_PART,France,25-54,1.2
2015,SE_GPI_PART,France,15-24,1.1
2015,SE_GPI_PART,France,15-64,1.2
2016,SE_GPI_PART,France,15-64,1.1
2016,SE_GPI_PART,France,15-24,1.0
2016,SE_GPI_PART,France,25-54,1.1
2016,SE_GPI_PART,France,55-64,1.5
2017,SE_GPI_PART,France,55-64,1.5
2017,SE_GPI_PART,France,25-54,1.2
2017,SE_GPI_PART,France,15-24,1.1
2017,SE_GPI_PART,France,15-64,1.2
2018,SE_GPI_PART,France,15-64,1.2
2018,SE_GPI_PART,France,15-24,1.1
2018,SE_GPI_PART,France,25-54,1.2
2018,SE_GPI_PART,France,55-64,1.4
2019,SE_GPI_PART,France,55-64,1.5
2019,SE_GPI_PART,France,25-54,1.2
2019,SE_GPI_PART,France,15-24,1.0
2011,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2011,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2011,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.0
2011,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2012,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2012,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2012,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2012,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2013,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.0
2013,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2013,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2013,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2014,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.0
2014,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2014,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2014,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2015,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2015,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2015,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.0
2015,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2016,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2016,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.0
2016,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2016,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2017,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2017,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2017,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2017,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.1
2018,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2018,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.1
2018,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2018,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2019,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.1
2019,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2019,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2019,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.1
2020,SE_GPI_PART,Netherlands (Kingdom of the),55-64,1.0
2020,SE_GPI_PART,Netherlands (Kingdom of the),15-64,1.1
2020,SE_GPI_PART,Netherlands (Kingdom of the),25-54,1.1
2020,SE_GPI_PART,Netherlands (Kingdom of the),15-24,1.0
2004,SE_GPI_PART,Norway,55-64,1.0
2004,SE_GPI_PART,Norway,25-54,1.1
2004,SE_GPI_PART,Norway,15-24,1.1
2004,SE_GPI_PART,Norway,15-64,1.1
2005,SE_GPI_PART,Norway,15-64,1.1
2005,SE_GPI_PART,Norway,15-24,1.1
2005,SE_GPI_PART,Norway,25-54,1.2
2005,SE_GPI_PART,Norway,55-64,1.0
2006,SE_GPI_PART,Norway,55-64,0.9
2006,SE_GPI_PART,Norway,25-54,1.2
2006,SE_GPI_PART,Norway,15-24,1.1
2006,SE_GPI_PART,Norway,15-64,1.1
2007,SE_GPI_PART,Norway,15-64,1.1
2007,SE_GPI_PART,Norway,15-24,1.1
2007,SE_GPI_PART,Norway,25-54,1.1
2007,SE_GPI_PART,Norway,55-64,1.1
2008,SE_GPI_PART,Norway,55-64,1.0
2008,SE_GPI_PART,Norway,25-54,1.1
2008,SE_GPI_PART,Norway,15-24,1.1
2008,SE_GPI_PART,Norway,15-64,1.1
2009,SE_GPI_PART,Norway,15-64,1.1
2009,SE_GPI_PART,Norway,15-24,1.1
2009,SE_GPI_PART,Norway,25-54,1.1
2009,SE_GPI_PART,Norway,55-64,1.1
2010,SE_GPI_PART,Norway,55-64,1.2
2010,SE_GPI_PART,Norway,25-54,1.2
2010,SE_GPI_PART,Norway,15-24,1.1
2010,SE_GPI_PART,Norway,15-64,1.1
2011,SE_GPI_PART,Norway,15-64,1.1
2011,SE_GPI_PART,Norway,15-24,1.1
2011,SE_GPI_PART,Norway,25-54,1.1
2011,SE_GPI_PART,Norway,55-64,1.1
2012,SE_GPI_PART,Norway,55-64,1.2
2012,SE_GPI_PART,Norway,25-54,1.1
2012,SE_GPI_PART,Norway,15-24,1.1
2012,SE_GPI_PART,Norway,15-64,1.1
2013,SE_GPI_PART,Norway,15-64,1.1
2013,SE_GPI_PART,Norway,15-24,1.0
2013,SE_GPI_PART,Norway,25-54,1.2
2013,SE_GPI_PART,Norway,55-64,1.1
2014,SE_GPI_PART,Norway,55-64,1.2
2014,SE_GPI_PART,Norway,25-54,1.2
2014,SE_GPI_PART,Norway,15-24,1.1
2014,SE_GPI_PART,Norway,15-64,1.1
2015,SE_GPI_PART,Norway,15-64,1.1
2015,SE_GPI_PART,Norway,15-24,1.1
2015,SE_GPI_PART,Norway,25-54,1.2
2015,SE_GPI_PART,Norway,55-64,1.1
2016,SE_GPI_PART,Norway,55-64,1.2
2016,SE_GPI_PART,Norway,25-54,1.2
2016,SE_GPI_PART,Norway,15-24,1.0
2016,SE_GPI_PART,Norway,15-64,1.1
2017,SE_GPI_PART,Norway,15-64,1.1
2017,SE_GPI_PART,Norway,15-24,1.1
2017,SE_GPI_PART,Norway,25-54,1.2
2017,SE_GPI_PART,Norway,55-64,1.0
2018,SE_GPI_PART,Norway,55-64,1.2
2018,SE_GPI_PART,Norway,25-54,1.2
2018,SE_GPI_PART,Norway,15-24,1.1
2018,SE_GPI_PART,Norway,15-64,1.2
2019,SE_GPI_PART,Norway,15-64,1.1
2019,SE_GPI_PART,Norway,15-24,1.1
2019,SE_GPI_PART,Norway,25-54,1.2
2019,SE_GPI_PART,Norway,55-64,1.0
2020,SE_GPI_PART,Norway,55-64,1.3
2021,SE_GPI_PART,United Kingdom of Great Britain and Northern Ireland,15-24,1.1
2021,SE_GPI_PART,United Kingdom of Great Britain and Northern Ireland,15-64,1.2
2020,SE_GPI_PART,Norway,25-54,1.1
2020,SE_GPI_PART,Norway,15-24,1.1
2020,SE_GPI_PART,Norway,15-64,1.1
2004,SE_GPI_PART,Poland,55-64,1.1
2004,SE_GPI_PART,Poland,25-54,1.3
2004,SE_GPI_PART,Poland,15-24,1.1
2004,SE_GPI_PART,Poland,15-64,1.1
2005,SE_GPI_PART,Poland,15-64,1.1
2005,SE_GPI_PART,Poland,15-24,1.1
2005,SE_GPI_PART,Poland,55-64,0.6
2005,SE_GPI_PART,Poland,25-54,1.3
2006,SE_GPI_PART,Poland,25-54,1.2
2006,SE_GPI_PART,Poland,55-64,0.8
2006,SE_GPI_PART,Poland,15-24,1.1
2006,SE_GPI_PART,Poland,15-64,1.0
2007,SE_GPI_PART,Poland,15-64,1.0
2007,SE_GPI_PART,Poland,15-24,1.0
2007,SE_GPI_PART,Poland,55-64,1.0
2007,SE_GPI_PART,Poland,25-54,1.2
2008,SE_GPI_PART,Poland,25-54,1.2
2008,SE_GPI_PART,Poland,55-64,1.1
2008,SE_GPI_PART,Poland,15-24,1.0
2008,SE_GPI_PART,Poland,15-64,1.0
2009,SE_GPI_PART,Poland,15-64,1.1
2009,SE_GPI_PART,Poland,15-24,1.1
2009,SE_GPI_PART,Poland,55-64,0.7
2009,SE_GPI_PART,Poland,25-54,1.2
2010,SE_GPI_PART,Poland,25-54,1.2
2010,SE_GPI_PART,Poland,55-64,1.0
2010,SE_GPI_PART,Poland,15-24,1.1
2010,SE_GPI_PART,Poland,15-64,1.1
2011,SE_GPI_PART,Poland,15-64,1.1
2011,SE_GPI_PART,Poland,15-24,1.1
2011,SE_GPI_PART,Poland,55-64,1.0
2011,SE_GPI_PART,Poland,25-54,1.2
2012,SE_GPI_PART,Poland,25-54,1.3
2012,SE_GPI_PART,Poland,55-64,1.0
2012,SE_GPI_PART,Poland,15-24,1.1
2012,SE_GPI_PART,Poland,15-64,1.1
2013,SE_GPI_PART,Poland,15-64,1.1
2013,SE_GPI_PART,Poland,15-24,1.1
2013,SE_GPI_PART,Poland,25-54,1.2
2013,SE_GPI_PART,Poland,55-64,1.4
2014,SE_GPI_PART,Poland,25-54,1.2
2014,SE_GPI_PART,Poland,55-64,1.3
2014,SE_GPI_PART,Poland,15-24,1.1
2014,SE_GPI_PART,Poland,15-64,1.1
2015,SE_GPI_PART,Poland,15-64,1.1
2015,SE_GPI_PART,Poland,15-24,1.1
2015,SE_GPI_PART,Poland,55-64,1.4
2015,SE_GPI_PART,Poland,25-54,1.2
2016,SE_GPI_PART,Poland,25-54,1.2
2016,SE_GPI_PART,Poland,55-64,1.3
2016,SE_GPI_PART,Poland,15-24,1.1
2016,SE_GPI_PART,Poland,15-64,1.1
2017,SE_GPI_PART,Poland,15-64,1.1
2017,SE_GPI_PART,Poland,15-24,1.1
2017,SE_GPI_PART,Poland,55-64,1.3
2017,SE_GPI_PART,Poland,25-54,1.2
2018,SE_GPI_PART,Poland,25-54,1.2
2018,SE_GPI_PART,Poland,55-64,1.4
2018,SE_GPI_PART,Poland,15-24,1.1
2018,SE_GPI_PART,Poland,15-64,1.1
2019,SE_GPI_PART,Poland,15-64,1.1
2019,SE_GPI_PART,Poland,15-24,1.1
2019,SE_GPI_PART,Poland,55-64,1.3
2019,SE_GPI_PART,Poland,25-54,1.2
2020,SE_GPI_PART,Poland,25-54,1.3
2020,SE_GPI_PART,Poland,55-64,1.4
2020,SE_GPI_PART,Poland,15-24,1.1
2020,SE_GPI_PART,Poland,15-64,1.1
2000,SE_GPI_PART,Portugal,15-24,1.1
2000,SE_GPI_PART,Portugal,15-64,1.1
2000,SE_GPI_PART,Portugal,25-54,1.1
2000,SE_GPI_PART,Portugal,55-64,1.9
2001,SE_GPI_PART,Portugal,25-54,1.2
2001,SE_GPI_PART,Portugal,15-64,1.1
2001,SE_GPI_PART,Portugal,15-24,1.2
2002,SE_GPI_PART,Portugal,15-64,1.3
2002,SE_GPI_PART,Portugal,25-54,1.4
2003,SE_GPI_PART,Portugal,25-54,1.2
2003,SE_GPI_PART,Portugal,55-64,0.4
2003,SE_GPI_PART,Portugal,15-64,1.2
2004,SE_GPI_PART,Portugal,15-64,1.1
2004,SE_GPI_PART,Portugal,15-24,1.2
2004,SE_GPI_PART,Portugal,55-64,1.5
2004,SE_GPI_PART,Portugal,25-54,1.2
2005,SE_GPI_PART,Portugal,25-54,1.1
2005,SE_GPI_PART,Portugal,55-64,1.0
2005,SE_GPI_PART,Portugal,15-24,1.1
2005,SE_GPI_PART,Portugal,15-64,1.1
2006,SE_GPI_PART,Portugal,15-64,1.1
2006,SE_GPI_PART,Portugal,15-24,1.1
2006,SE_GPI_PART,Portugal,55-64,1.3
2006,SE_GPI_PART,Portugal,25-54,1.1
2007,SE_GPI_PART,Portugal,25-54,1.1
2007,SE_GPI_PART,Portugal,55-64,1.1
2007,SE_GPI_PART,Portugal,15-24,1.1
2007,SE_GPI_PART,Portugal,15-64,1.0
2008,SE_GPI_PART,Portugal,15-64,1.1
2008,SE_GPI_PART,Portugal,15-24,1.1
2008,SE_GPI_PART,Portugal,55-64,1.0
2008,SE_GPI_PART,Portugal,25-54,1.1
2009,SE_GPI_PART,Portugal,25-54,1.1
2009,SE_GPI_PART,Portugal,55-64,1.4
2009,SE_GPI_PART,Portugal,15-24,1.0
2009,SE_GPI_PART,Portugal,15-64,1.0
2010,SE_GPI_PART,Portugal,15-64,1.0
2010,SE_GPI_PART,Portugal,15-24,1.0
2010,SE_GPI_PART,Portugal,55-64,1.1
2010,SE_GPI_PART,Portugal,25-54,1.0
2011,SE_GPI_PART,Portugal,25-54,1.1
2011,SE_GPI_PART,Portugal,55-64,1.1
2011,SE_GPI_PART,Portugal,15-24,1.1
2011,SE_GPI_PART,Portugal,15-64,1.0
2012,SE_GPI_PART,Portugal,15-64,1.0
2012,SE_GPI_PART,Portugal,15-24,1.1
2012,SE_GPI_PART,Portugal,55-64,1.2
2012,SE_GPI_PART,Portugal,25-54,1.1
2013,SE_GPI_PART,Portugal,25-54,1.1
2013,SE_GPI_PART,Portugal,55-64,1.2
2013,SE_GPI_PART,Portugal,15-24,1.1
2013,SE_GPI_PART,Portugal,15-64,1.0
2014,SE_GPI_PART,Portugal,15-64,1.0
2014,SE_GPI_PART,Portugal,15-24,1.0
2014,SE_GPI_PART,Portugal,55-64,1.2
2014,SE_GPI_PART,Portugal,25-54,1.1
2015,SE_GPI_PART,Portugal,25-54,1.0
2015,SE_GPI_PART,Portugal,55-64,1.1
2015,SE_GPI_PART,Portugal,15-24,1.0
2015,SE_GPI_PART,Portugal,15-64,1.0
2016,SE_GPI_PART,Portugal,15-64,1.0
2016,SE_GPI_PART,Portugal,15-24,1.1
2016,SE_GPI_PART,Portugal,55-64,1.1
2016,SE_GPI_PART,Portugal,25-54,1.0
2017,SE_GPI_PART,Portugal,25-54,1.0
2017,SE_GPI_PART,Portugal,55-64,1.1
2017,SE_GPI_PART,Portugal,15-24,1.1
2017,SE_GPI_PART,Portugal,15-64,1.0
2018,SE_GPI_PART,Portugal,15-64,1.0
2018,SE_GPI_PART,Portugal,15-24,1.1
2018,SE_GPI_PART,Portugal,55-64,1.2
2018,SE_GPI_PART,Portugal,25-54,1.1
2019,SE_GPI_PART,Portugal,25-54,1.0
2019,SE_GPI_PART,Portugal,55-64,1.2
2019,SE_GPI_PART,Portugal,15-24,1.1
2019,SE_GPI_PART,Portugal,15-64,1.0
2020,SE_GPI_PART,Portugal,15-64,1.0
2020,SE_GPI_PART,Portugal,15-24,1.1
2020,SE_GPI_PART,Portugal,55-64,1.1
2020,SE_GPI_PART,Portugal,25-54,1.1
2021,SE_GPI_PART,Portugal,25-54,1.2
2021,SE_GPI_PART,Portugal,55-64,1.0
2021,SE_GPI_PART,Portugal,15-24,1.1
2021,SE_GPI_PART,Portugal,15-64,1.1
2000,SE_GPI_PART,Romania,15-64,1.1
2000,SE_GPI_PART,Romania,15-24,1.1
2000,SE_GPI_PART,Romania,25-54,0.9
2001,SE_GPI_PART,Romania,25-54,0.9
2001,SE_GPI_PART,Romania,15-24,1.1
2001,SE_GPI_PART,Romania,15-64,1.0
2002,SE_GPI_PART,Romania,15-64,1.0
2002,SE_GPI_PART,Romania,15-24,1.1
2002,SE_GPI_PART,Romania,25-54,1.0
2003,SE_GPI_PART,Romania,25-54,1.1
2003,SE_GPI_PART,Romania,15-24,1.1
2003,SE_GPI_PART,Romania,15-64,1.1
2004,SE_GPI_PART,Romania,15-64,1.1
2004,SE_GPI_PART,Romania,15-24,1.1
2004,SE_GPI_PART,Romania,25-54,1.0
2005,SE_GPI_PART,Romania,25-54,1.1
2005,SE_GPI_PART,Romania,15-24,1.1
2005,SE_GPI_PART,Romania,55-64,0.5
2005,SE_GPI_PART,Romania,15-64,1.1
2006,SE_GPI_PART,Romania,15-64,1.1
2006,SE_GPI_PART,Romania,55-64,0.2
2006,SE_GPI_PART,Romania,15-24,1.1
2006,SE_GPI_PART,Romania,25-54,1.1
2007,SE_GPI_PART,Romania,25-54,1.2
2007,SE_GPI_PART,Romania,15-24,1.1
2007,SE_GPI_PART,Romania,55-64,0.2
2007,SE_GPI_PART,Romania,15-64,1.1
2008,SE_GPI_PART,Romania,15-64,1.1
2008,SE_GPI_PART,Romania,55-64,1.0
2008,SE_GPI_PART,Romania,15-24,1.1
2008,SE_GPI_PART,Romania,25-54,1.2
2009,SE_GPI_PART,Romania,25-54,1.2
2009,SE_GPI_PART,Romania,15-24,1.1
2009,SE_GPI_PART,Romania,55-64,1.0
2009,SE_GPI_PART,Romania,15-64,1.1
2010,SE_GPI_PART,Romania,15-64,1.0
2010,SE_GPI_PART,Romania,55-64,0.8
2010,SE_GPI_PART,Romania,15-24,1.1
2010,SE_GPI_PART,Romania,25-54,1.1
2011,SE_GPI_PART,Romania,25-54,1.0
2011,SE_GPI_PART,Romania,15-24,1.1
2011,SE_GPI_PART,Romania,55-64,0.6
2011,SE_GPI_PART,Romania,15-64,1.0
2012,SE_GPI_PART,Romania,15-64,1.0
2012,SE_GPI_PART,Romania,55-64,0.6
2012,SE_GPI_PART,Romania,15-24,1.1
2012,SE_GPI_PART,Romania,25-54,1.0
2013,SE_GPI_PART,Romania,25-54,0.9
2013,SE_GPI_PART,Romania,55-64,0.5
2013,SE_GPI_PART,Romania,15-24,1.1
2013,SE_GPI_PART,Romania,15-64,1.0
2014,SE_GPI_PART,Romania,15-64,1.0
2014,SE_GPI_PART,Romania,15-24,1.1
2014,SE_GPI_PART,Romania,55-64,0.5
2014,SE_GPI_PART,Romania,25-54,0.9
2015,SE_GPI_PART,Romania,25-54,1.0
2015,SE_GPI_PART,Romania,55-64,1.0
2015,SE_GPI_PART,Romania,15-24,1.1
2015,SE_GPI_PART,Romania,15-64,1.0
2016,SE_GPI_PART,Romania,15-64,1.0
2016,SE_GPI_PART,Romania,15-24,1.1
2016,SE_GPI_PART,Romania,55-64,0.8
2016,SE_GPI_PART,Romania,25-54,1.1
2017,SE_GPI_PART,Romania,25-54,0.9
2017,SE_GPI_PART,Romania,55-64,0.9
2017,SE_GPI_PART,Romania,15-24,1.0
2017,SE_GPI_PART,Romania,15-64,1.0
2018,SE_GPI_PART,Romania,15-64,1.0
2018,SE_GPI_PART,Romania,15-24,1.0
2018,SE_GPI_PART,Romania,55-64,0.9
2018,SE_GPI_PART,Romania,25-54,1.0
2019,SE_GPI_PART,Romania,25-54,0.9
2019,SE_GPI_PART,Romania,55-64,0.5
2019,SE_GPI_PART,Romania,15-24,1.1
2019,SE_GPI_PART,Romania,15-64,1.0
2020,SE_GPI_PART,Romania,15-64,1.0
2020,SE_GPI_PART,Romania,15-24,1.1
2020,SE_GPI_PART,Romania,55-64,1.0
2020,SE_GPI_PART,Romania,25-54,1.0
2008,SE_GPI_PART,Serbia,25-54,1.2
2008,SE_GPI_PART,Serbia,15-24,1.1
2008,SE_GPI_PART,Serbia,15-64,1.1
2009,SE_GPI_PART,Serbia,15-64,1.0
2009,SE_GPI_PART,Serbia,15-24,1.1
2009,SE_GPI_PART,Serbia,25-54,1.2
2010,SE_GPI_PART,Serbia,25-54,1.0
2010,SE_GPI_PART,Serbia,15-24,1.1
2010,SE_GPI_PART,Serbia,15-64,1.0
2011,SE_GPI_PART,Serbia,15-64,1.1
2011,SE_GPI_PART,Serbia,15-24,1.2
2011,SE_GPI_PART,Serbia,25-54,1.1
2012,SE_GPI_PART,Serbia,25-54,1.0
2012,SE_GPI_PART,Serbia,15-24,1.1
2012,SE_GPI_PART,Serbia,15-64,1.0
2013,SE_GPI_PART,Serbia,15-24,1.1
2013,SE_GPI_PART,Serbia,25-54,1.2
2013,SE_GPI_PART,Serbia,15-64,1.0
2014,SE_GPI_PART,Serbia,25-54,1.2
2014,SE_GPI_PART,Serbia,15-24,1.1
2014,SE_GPI_PART,Serbia,15-64,1.1
2015,SE_GPI_PART,Serbia,15-64,1.1
2015,SE_GPI_PART,Serbia,15-24,1.1
2015,SE_GPI_PART,Serbia,25-54,1.1
2016,SE_GPI_PART,Serbia,25-54,1.1
2016,SE_GPI_PART,Serbia,15-24,1.1
2016,SE_GPI_PART,Serbia,15-64,1.1
2017,SE_GPI_PART,Serbia,15-64,1.1
2017,SE_GPI_PART,Serbia,15-24,1.1
2017,SE_GPI_PART,Serbia,25-54,1.1
2018,SE_GPI_PART,Serbia,25-54,1.1
2018,SE_GPI_PART,Serbia,15-24,1.1
2018,SE_GPI_PART,Serbia,15-64,1.1
2019,SE_GPI_PART,Serbia,15-64,1.1
2019,SE_GPI_PART,Serbia,15-24,1.1
2019,SE_GPI_PART,Serbia,25-54,1.1
2020,SE_GPI_PART,Serbia,25-54,1.2
2020,SE_GPI_PART,Serbia,15-24,1.2
2020,SE_GPI_PART,Serbia,15-64,1.1
2021,SE_GPI_PART,Serbia,15-64,1.2
2021,SE_GPI_PART,Serbia,15-24,1.2
2021,SE_GPI_PART,Serbia,25-54,1.3
2021,SE_GPI_PART,Serbia,55-64,1.0
2003,SE_GPI_PART,Slovakia,15-24,0.9
2003,SE_GPI_PART,Slovakia,55-64,1.3
2003,SE_GPI_PART,Slovakia,25-54,0.9
2003,SE_GPI_PART,Slovakia,15-64,0.9
2004,SE_GPI_PART,Slovakia,25-54,1.3
2004,SE_GPI_PART,Slovakia,55-64,0.9
2004,SE_GPI_PART,Slovakia,15-24,1.1
2004,SE_GPI_PART,Slovakia,15-64,1.1
2005,SE_GPI_PART,Slovakia,15-24,1.1
2005,SE_GPI_PART,Slovakia,55-64,0.9
2005,SE_GPI_PART,Slovakia,25-54,1.2
2005,SE_GPI_PART,Slovakia,15-64,1.0
2006,SE_GPI_PART,Slovakia,15-64,1.0
2006,SE_GPI_PART,Slovakia,25-54,1.2
2006,SE_GPI_PART,Slovakia,15-24,1.1
2006,SE_GPI_PART,Slovakia,55-64,0.8
2007,SE_GPI_PART,Slovakia,55-64,0.9
2007,SE_GPI_PART,Slovakia,15-24,1.1
2007,SE_GPI_PART,Slovakia,25-54,1.2
2007,SE_GPI_PART,Slovakia,15-64,1.1
2008,SE_GPI_PART,Slovakia,15-64,1.1
2008,SE_GPI_PART,Slovakia,25-54,1.4
2008,SE_GPI_PART,Slovakia,15-24,1.1
2008,SE_GPI_PART,Slovakia,55-64,1.1
2009,SE_GPI_PART,Slovakia,15-24,1.1
2009,SE_GPI_PART,Slovakia,25-54,1.3
2009,SE_GPI_PART,Slovakia,55-64,1.3
2009,SE_GPI_PART,Slovakia,15-64,1.1
2010,SE_GPI_PART,Slovakia,15-64,1.1
2010,SE_GPI_PART,Slovakia,55-64,0.9
2010,SE_GPI_PART,Slovakia,25-54,1.4
2010,SE_GPI_PART,Slovakia,15-24,1.1
2011,SE_GPI_PART,Slovakia,15-24,1.1
2011,SE_GPI_PART,Slovakia,25-54,1.3
2011,SE_GPI_PART,Slovakia,55-64,1.0
2011,SE_GPI_PART,Slovakia,15-64,1.1
2012,SE_GPI_PART,Slovakia,15-64,1.1
2012,SE_GPI_PART,Slovakia,55-64,1.3
2012,SE_GPI_PART,Slovakia,15-24,1.1
2012,SE_GPI_PART,Slovakia,25-54,1.3
2013,SE_GPI_PART,Slovakia,25-54,1.1
2013,SE_GPI_PART,Slovakia,15-24,1.1
2013,SE_GPI_PART,Slovakia,55-64,1.0
2013,SE_GPI_PART,Slovakia,15-64,1.1
2014,SE_GPI_PART,Slovakia,15-64,1.1
2014,SE_GPI_PART,Slovakia,55-64,0.9
2014,SE_GPI_PART,Slovakia,15-24,1.2
2014,SE_GPI_PART,Slovakia,25-54,1.1
2015,SE_GPI_PART,Slovakia,15-24,1.2
2015,SE_GPI_PART,Slovakia,25-54,1.2
2015,SE_GPI_PART,Slovakia,55-64,1.0
2015,SE_GPI_PART,Slovakia,15-64,1.1
2016,SE_GPI_PART,Slovakia,15-64,1.1
2016,SE_GPI_PART,Slovakia,55-64,0.9
2016,SE_GPI_PART,Slovakia,25-54,1.2
2016,SE_GPI_PART,Slovakia,15-24,1.2
2017,SE_GPI_PART,Slovakia,15-24,1.1
2017,SE_GPI_PART,Slovakia,25-54,0.9
2017,SE_GPI_PART,Slovakia,55-64,0.9
2017,SE_GPI_PART,Slovakia,15-64,1.1
2018,SE_GPI_PART,Slovakia,15-64,1.1
2018,SE_GPI_PART,Slovakia,55-64,0.7
2018,SE_GPI_PART,Slovakia,25-54,0.9
2018,SE_GPI_PART,Slovakia,15-24,1.1
2019,SE_GPI_PART,Slovakia,15-24,1.2
2019,SE_GPI_PART,Slovakia,25-54,1.0
2019,SE_GPI_PART,Slovakia,55-64,1.1
2019,SE_GPI_PART,Slovakia,15-64,1.1
2020,SE_GPI_PART,Slovakia,15-64,1.1
2020,SE_GPI_PART,Slovakia,55-64,0.8
2020,SE_GPI_PART,Slovakia,25-54,1.2
2020,SE_GPI_PART,Slovakia,15-24,1.2
2007,SE_GPI_PART,Viet Nam,15-64,0.9
2007,SE_GPI_PART,Viet Nam,25-54,0.7
2007,SE_GPI_PART,Viet Nam,15-24,1.0
