Year,SeriesCode,GeoAreaName,Type of occupation,Value
2003,SH_MED_DEN,Estonia,PHAR,5.66
2003,SH_MED_DEN,Estonia,NURSMID,64.31
2003,SH_MED_DEN,Estonia,PHYS,29.96
2004,SH_MED_DEN,Estonia,PHYS,30.24
2004,SH_MED_DEN,Estonia,NURSMID,65.43
2004,SH_MED_DEN,Estonia,PHAR,6.19
2004,SH_MED_DEN,Estonia,DENT,8.19
2005,SH_MED_DEN,Estonia,PHYS,31.42
2006,SH_MED_DEN,Kyrgyzstan,DENT,1.94
2006,SH_MED_DEN,Kyrgyzstan,PHYS,23.92
2007,SH_MED_DEN,Kyrgyzstan,PHYS,23.09
2007,SH_MED_DEN,Kyrgyzstan,DENT,1.93
2007,SH_MED_DEN,Kyrgyzstan,PHAR,0.16
2007,SH_MED_DEN,Kyrgyzstan,NURSMID,57.59
2008,SH_MED_DEN,Kyrgyzstan,PHYS,23.13
2008,SH_MED_DEN,Kyrgyzstan,NURSMID,56.09
2008,SH_MED_DEN,Kyrgyzstan,PHAR,0.24
2008,SH_MED_DEN,Kyrgyzstan,DENT,1.87
2009,SH_MED_DEN,Kyrgyzstan,PHYS,23.07
2009,SH_MED_DEN,Kyrgyzstan,DENT,1.92
2009,SH_MED_DEN,Kyrgyzstan,PHAR,0.29
2009,SH_MED_DEN,Kyrgyzstan,NURSMID,55.97
2010,SH_MED_DEN,Kyrgyzstan,NURSMID,55.83
2010,SH_MED_DEN,Kyrgyzstan,DENT,1.86
2010,SH_MED_DEN,Kyrgyzstan,PHAR,0.31
2010,SH_MED_DEN,Kyrgyzstan,PHYS,23.13
2005,SH_MED_DEN,Estonia,DENT,8.78
2005,SH_MED_DEN,Estonia,PHAR,6.27
2005,SH_MED_DEN,Estonia,NURSMID,65.81
2006,SH_MED_DEN,Estonia,PHYS,31.83
2006,SH_MED_DEN,Estonia,NURSMID,66.13
2006,SH_MED_DEN,Estonia,DENT,8.87
2006,SH_MED_DEN,Estonia,PHAR,6.02
2007,SH_MED_DEN,Estonia,PHAR,6.51
2007,SH_MED_DEN,Estonia,DENT,8.68
2007,SH_MED_DEN,Estonia,NURSMID,67.02
2007,SH_MED_DEN,Estonia,PHYS,32.6
2008,SH_MED_DEN,Estonia,DENT,9.25
2008,SH_MED_DEN,Estonia,PHAR,6.45
2008,SH_MED_DEN,Estonia,PHYS,33.43
2008,SH_MED_DEN,Estonia,NURSMID,67.16
2009,SH_MED_DEN,Estonia,PHAR,6.42
2009,SH_MED_DEN,Estonia,DENT,8.96
2009,SH_MED_DEN,Estonia,NURSMID,64.48
2011,SH_MED_DEN,Kyrgyzstan,DENT,1.72
2011,SH_MED_DEN,Kyrgyzstan,NURSMID,58.03
2011,SH_MED_DEN,Kyrgyzstan,PHYS,22.72
2011,SH_MED_DEN,Kyrgyzstan,PHAR,0.32
2012,SH_MED_DEN,Kyrgyzstan,NURSMID,59.23
2012,SH_MED_DEN,Kyrgyzstan,DENT,1.73
2012,SH_MED_DEN,Kyrgyzstan,PHAR,0.5
2012,SH_MED_DEN,Kyrgyzstan,PHYS,22.58
2013,SH_MED_DEN,Kyrgyzstan,PHYS,22.66
2013,SH_MED_DEN,Kyrgyzstan,PHAR,0.55
2013,SH_MED_DEN,Kyrgyzstan,DENT,1.72
2013,SH_MED_DEN,Kyrgyzstan,NURSMID,59.86
2014,SH_MED_DEN,Kyrgyzstan,DENT,1.66
2014,SH_MED_DEN,Kyrgyzstan,PHAR,0.42
2014,SH_MED_DEN,Kyrgyzstan,PHYS,22.25
2014,SH_MED_DEN,Kyrgyzstan,NURSMID,59.75
2018,SH_MED_DEN,Kyrgyzstan,DENT,1.87
2019,SH_MED_DEN,Kyrgyzstan,NURSMID,56.84
2014,SH_MED_DEN,Spain,PHYS,38.02
2014,SH_MED_DEN,Spain,PHAR,11.74
2014,SH_MED_DEN,Spain,DENT,7.16
2015,SH_MED_DEN,Spain,DENT,7.46
2015,SH_MED_DEN,Spain,PHAR,11.93
2015,SH_MED_DEN,Spain,NURSMID,54.72
2015,SH_MED_DEN,Spain,PHYS,38.47
2016,SH_MED_DEN,Spain,PHAR,12.09
2016,SH_MED_DEN,Spain,PHYS,38.24
2009,SH_MED_DEN,Estonia,PHYS,32.8
2010,SH_MED_DEN,Estonia,PHYS,32.44
2010,SH_MED_DEN,Estonia,DENT,9.0
2010,SH_MED_DEN,Estonia,PHAR,6.32
2010,SH_MED_DEN,Estonia,NURSMID,64.02
2011,SH_MED_DEN,Estonia,NURSMID,65.27
2011,SH_MED_DEN,Estonia,DENT,8.88
2011,SH_MED_DEN,Estonia,PHYS,32.94
2011,SH_MED_DEN,Estonia,PHAR,6.27
2012,SH_MED_DEN,Estonia,PHYS,32.83
2012,SH_MED_DEN,Estonia,DENT,9.04
2012,SH_MED_DEN,Estonia,NURSMID,64.6
2012,SH_MED_DEN,Estonia,PHAR,6.4
2013,SH_MED_DEN,Estonia,NURSMID,59.63
2013,SH_MED_DEN,Estonia,PHAR,6.59
2013,SH_MED_DEN,Estonia,DENT,9.03
2013,SH_MED_DEN,Estonia,PHYS,33.35
2014,SH_MED_DEN,Estonia,PHYS,33.61
2014,SH_MED_DEN,Estonia,NURSMID,60.81
2014,SH_MED_DEN,Estonia,PHAR,6.72
2014,SH_MED_DEN,Estonia,DENT,9.3
2015,SH_MED_DEN,Estonia,PHAR,7.21
2015,SH_MED_DEN,Estonia,NURSMID,63.55
2015,SH_MED_DEN,Estonia,DENT,9.42
2015,SH_MED_DEN,Estonia,PHYS,34.17
2016,SH_MED_DEN,Estonia,NURSMID,64.36
2016,SH_MED_DEN,Estonia,PHYS,34.56
2019,SH_MED_DEN,Kyrgyzstan,PHYS,21.68
2000,SH_MED_DEN,Latvia,NURSMID,47.33
2000,SH_MED_DEN,Latvia,DENT,5.17
2000,SH_MED_DEN,Latvia,PHAR,5.99
2000,SH_MED_DEN,Latvia,PHYS,28.5
2001,SH_MED_DEN,Latvia,PHYS,26.62
2001,SH_MED_DEN,Latvia,PHAR,6.16
2001,SH_MED_DEN,Latvia,DENT,5.26
2001,SH_MED_DEN,Latvia,NURSMID,46.72
2016,SH_MED_DEN,Spain,DENT,7.69
2016,SH_MED_DEN,Spain,NURSMID,57.05
2017,SH_MED_DEN,Spain,DENT,7.88
2017,SH_MED_DEN,Spain,PHAR,11.56
2017,SH_MED_DEN,Spain,NURSMID,59.31
2017,SH_MED_DEN,Spain,PHYS,38.78
2018,SH_MED_DEN,Spain,PHYS,40.21
2018,SH_MED_DEN,Spain,NURSMID,60.67
2018,SH_MED_DEN,Spain,DENT,8.08
2016,SH_MED_DEN,Estonia,PHAR,7.32
2016,SH_MED_DEN,Estonia,DENT,9.55
2017,SH_MED_DEN,Estonia,NURSMID,65.37
2017,SH_MED_DEN,Estonia,PHAR,7.26
2017,SH_MED_DEN,Estonia,DENT,9.6
2017,SH_MED_DEN,Estonia,PHYS,34.68
2018,SH_MED_DEN,Estonia,PHYS,34.83
2018,SH_MED_DEN,Estonia,DENT,9.66
2018,SH_MED_DEN,Estonia,PHAR,7.22
2002,SH_MED_DEN,Latvia,PHAR,6.35
2002,SH_MED_DEN,Latvia,PHYS,27.7
2002,SH_MED_DEN,Latvia,NURSMID,47.35
2002,SH_MED_DEN,Latvia,DENT,5.42
2003,SH_MED_DEN,Latvia,PHYS,28.24
2003,SH_MED_DEN,Latvia,PHAR,5.55
2003,SH_MED_DEN,Latvia,DENT,5.55
2003,SH_MED_DEN,Latvia,NURSMID,49.05
2004,SH_MED_DEN,Latvia,NURSMID,50.84
2004,SH_MED_DEN,Latvia,DENT,6.04
2004,SH_MED_DEN,Latvia,PHAR,5.48
2004,SH_MED_DEN,Latvia,PHYS,29.17
2005,SH_MED_DEN,Latvia,PHAR,5.73
2005,SH_MED_DEN,Latvia,DENT,6.36
2005,SH_MED_DEN,Latvia,NURSMID,52.19
2005,SH_MED_DEN,Latvia,PHYS,29.68
2006,SH_MED_DEN,Latvia,NURSMID,58.71
2006,SH_MED_DEN,Latvia,DENT,6.54
2018,SH_MED_DEN,Spain,PHAR,11.89
2019,SH_MED_DEN,Spain,PHAR,12.33
2019,SH_MED_DEN,Spain,DENT,8.23
2019,SH_MED_DEN,Spain,NURSMID,60.94
2019,SH_MED_DEN,Spain,PHYS,44.04
2020,SH_MED_DEN,Spain,PHYS,45.77
2020,SH_MED_DEN,Spain,NURSMID,63.06
2020,SH_MED_DEN,Spain,DENT,8.4
2020,SH_MED_DEN,Spain,PHAR,13.16
2018,SH_MED_DEN,Estonia,NURSMID,66.36
2019,SH_MED_DEN,Estonia,PHAR,7.17
2019,SH_MED_DEN,Estonia,PHYS,34.69
2019,SH_MED_DEN,Estonia,NURSMID,66.01
2019,SH_MED_DEN,Estonia,DENT,9.82
2020,SH_MED_DEN,Estonia,PHYS,38.63
2020,SH_MED_DEN,Estonia,PHAR,7.39
2020,SH_MED_DEN,Estonia,NURSMID,75.76
2020,SH_MED_DEN,Estonia,DENT,10.15
2021,SH_MED_DEN,Estonia,NURSMID,111.79
2000,SH_MED_DEN,Finland,PHYS,24.99
2000,SH_MED_DEN,Finland,NURSMID,169.57
2000,SH_MED_DEN,Finland,PHAR,15.43
2000,SH_MED_DEN,Finland,DENT,9.71
2001,SH_MED_DEN,Finland,PHYS,25.0
2001,SH_MED_DEN,Finland,DENT,9.66
2001,SH_MED_DEN,Finland,PHAR,15.72
2001,SH_MED_DEN,Finland,NURSMID,173.16
2002,SH_MED_DEN,Finland,PHYS,25.27
2002,SH_MED_DEN,Finland,NURSMID,176.79
2002,SH_MED_DEN,Finland,PHAR,15.97
2002,SH_MED_DEN,Finland,DENT,9.6
2003,SH_MED_DEN,Finland,DENT,9.53
2003,SH_MED_DEN,Finland,PHAR,16.46
2003,SH_MED_DEN,Finland,PHYS,25.64
2003,SH_MED_DEN,Finland,NURSMID,179.15
2004,SH_MED_DEN,Finland,PHAR,10.2
2000,SH_MED_DEN,Sweden,NURSMID,103.23
2000,SH_MED_DEN,Sweden,DENT,8.08
2000,SH_MED_DEN,Sweden,PHAR,7.3
2000,SH_MED_DEN,Sweden,PHYS,30.27
2001,SH_MED_DEN,Sweden,PHAR,7.39
2001,SH_MED_DEN,Sweden,DENT,8.12
2001,SH_MED_DEN,Sweden,NURSMID,104.76
2001,SH_MED_DEN,Sweden,PHYS,31.22
2002,SH_MED_DEN,Sweden,NURSMID,106.92
2004,SH_MED_DEN,Finland,DENT,7.93
2004,SH_MED_DEN,Finland,NURSMID,108.35
2004,SH_MED_DEN,Finland,PHYS,36.53
2005,SH_MED_DEN,Finland,DENT,7.79
2005,SH_MED_DEN,Finland,PHAR,9.97
2005,SH_MED_DEN,Finland,PHYS,36.74
2005,SH_MED_DEN,Finland,NURSMID,111.93
2006,SH_MED_DEN,Finland,NURSMID,115.66
2006,SH_MED_DEN,Finland,PHYS,36.9
2002,SH_MED_DEN,Sweden,PHYS,32.13
2002,SH_MED_DEN,Sweden,DENT,8.18
2002,SH_MED_DEN,Sweden,PHAR,7.42
2003,SH_MED_DEN,Sweden,PHAR,7.47
2003,SH_MED_DEN,Sweden,DENT,8.15
2003,SH_MED_DEN,Sweden,NURSMID,108.03
2003,SH_MED_DEN,Sweden,PHYS,32.83
2004,SH_MED_DEN,Sweden,PHYS,33.7
2004,SH_MED_DEN,Sweden,NURSMID,109.94
2006,SH_MED_DEN,Latvia,PHAR,6.09
2006,SH_MED_DEN,Latvia,PHYS,30.49
2007,SH_MED_DEN,Latvia,PHYS,31.78
2007,SH_MED_DEN,Latvia,PHAR,5.79
2007,SH_MED_DEN,Latvia,DENT,6.72
2007,SH_MED_DEN,Latvia,NURSMID,58.15
2008,SH_MED_DEN,Latvia,NURSMID,58.42
2008,SH_MED_DEN,Latvia,DENT,7.05
2008,SH_MED_DEN,Latvia,PHAR,6.23
2004,SH_MED_DEN,Sweden,PHAR,7.62
2004,SH_MED_DEN,Sweden,DENT,8.27
2005,SH_MED_DEN,Sweden,NURSMID,111.77
2005,SH_MED_DEN,Sweden,DENT,8.21
2005,SH_MED_DEN,Sweden,PHAR,7.64
2005,SH_MED_DEN,Sweden,PHYS,34.47
2006,SH_MED_DEN,Sweden,NURSMID,113.33
2006,SH_MED_DEN,Sweden,PHYS,35.34
2006,SH_MED_DEN,Sweden,PHAR,7.66
2008,SH_MED_DEN,Latvia,PHYS,32.74
2009,SH_MED_DEN,Latvia,PHYS,31.76
2009,SH_MED_DEN,Latvia,PHAR,6.41
2009,SH_MED_DEN,Latvia,NURSMID,51.4
2009,SH_MED_DEN,Latvia,DENT,7.1
2010,SH_MED_DEN,Latvia,PHYS,31.01
2010,SH_MED_DEN,Latvia,DENT,7.08
2010,SH_MED_DEN,Latvia,NURSMID,51.97
2010,SH_MED_DEN,Latvia,PHAR,6.82
2006,SH_MED_DEN,Finland,PHAR,10.03
2006,SH_MED_DEN,Finland,DENT,7.54
2007,SH_MED_DEN,Finland,PHAR,10.16
2007,SH_MED_DEN,Finland,NURSMID,117.93
2007,SH_MED_DEN,Finland,PHYS,37.29
2007,SH_MED_DEN,Finland,DENT,7.44
2008,SH_MED_DEN,Finland,PHYS,37.42
2008,SH_MED_DEN,Finland,NURSMID,122.03
2008,SH_MED_DEN,Finland,PHAR,10.01
2011,SH_MED_DEN,Latvia,PHYS,31.08
2011,SH_MED_DEN,Latvia,PHAR,6.54
2011,SH_MED_DEN,Latvia,NURSMID,51.09
2011,SH_MED_DEN,Latvia,DENT,7.01
2012,SH_MED_DEN,Latvia,DENT,7.04
2012,SH_MED_DEN,Latvia,NURSMID,50.07
2012,SH_MED_DEN,Latvia,PHAR,6.83
2012,SH_MED_DEN,Latvia,PHYS,31.15
2013,SH_MED_DEN,Latvia,NURSMID,50.34
2006,SH_MED_DEN,Sweden,DENT,8.28
2007,SH_MED_DEN,Sweden,DENT,8.28
2007,SH_MED_DEN,Sweden,NURSMID,114.56
2007,SH_MED_DEN,Sweden,PHAR,7.81
2007,SH_MED_DEN,Sweden,PHYS,36.2
2008,SH_MED_DEN,Sweden,PHAR,7.75
2008,SH_MED_DEN,Sweden,NURSMID,115.02
2008,SH_MED_DEN,Sweden,PHYS,36.79
2008,SH_MED_DEN,Sweden,DENT,8.14
2008,SH_MED_DEN,Finland,DENT,7.56
2009,SH_MED_DEN,Finland,PHAR,10.02
2009,SH_MED_DEN,Finland,DENT,7.4
2009,SH_MED_DEN,Finland,PHYS,37.75
2009,SH_MED_DEN,Finland,NURSMID,123.99
2010,SH_MED_DEN,Finland,PHYS,34.4
2010,SH_MED_DEN,Finland,NURSMID,123.68
2010,SH_MED_DEN,Finland,PHAR,10.05
2010,SH_MED_DEN,Finland,DENT,7.33
2013,SH_MED_DEN,Latvia,PHYS,31.62
2013,SH_MED_DEN,Latvia,PHAR,7.94
2013,SH_MED_DEN,Latvia,DENT,7.18
2014,SH_MED_DEN,Latvia,NURSMID,49.78
2014,SH_MED_DEN,Latvia,PHYS,31.89
2014,SH_MED_DEN,Latvia,DENT,6.96
2014,SH_MED_DEN,Latvia,PHAR,7.7
2015,SH_MED_DEN,Latvia,PHAR,7.9
2015,SH_MED_DEN,Latvia,DENT,7.12
2011,SH_MED_DEN,Finland,DENT,7.31
2011,SH_MED_DEN,Finland,PHAR,9.99
2011,SH_MED_DEN,Finland,NURSMID,125.85
2011,SH_MED_DEN,Finland,PHYS,35.43
2012,SH_MED_DEN,Finland,DENT,7.36
2012,SH_MED_DEN,Finland,PHYS,35.56
2012,SH_MED_DEN,Finland,NURSMID,128.68
2012,SH_MED_DEN,Finland,PHAR,10.32
2013,SH_MED_DEN,Finland,DENT,7.2
2009,SH_MED_DEN,Sweden,NURSMID,115.28
2009,SH_MED_DEN,Sweden,PHAR,7.54
2009,SH_MED_DEN,Sweden,DENT,8.08
2009,SH_MED_DEN,Sweden,PHYS,37.5
2010,SH_MED_DEN,Sweden,PHYS,38.07
2010,SH_MED_DEN,Sweden,PHAR,7.62
2010,SH_MED_DEN,Sweden,DENT,8.11
2010,SH_MED_DEN,Sweden,NURSMID,116.06
2011,SH_MED_DEN,Sweden,PHAR,7.7
2013,SH_MED_DEN,Finland,NURSMID,130.3
2013,SH_MED_DEN,Finland,PHAR,10.31
2013,SH_MED_DEN,Finland,PHYS,33.87
2014,SH_MED_DEN,Finland,PHYS,34.48
2014,SH_MED_DEN,Finland,PHAR,10.19
2014,SH_MED_DEN,Finland,NURSMID,132.56
2014,SH_MED_DEN,Finland,DENT,7.29
2015,SH_MED_DEN,Finland,DENT,7.31
2015,SH_MED_DEN,Finland,PHYS,34.21
2011,SH_MED_DEN,Sweden,DENT,8.17
2011,SH_MED_DEN,Sweden,PHYS,38.82
2011,SH_MED_DEN,Sweden,NURSMID,116.19
2012,SH_MED_DEN,Sweden,PHYS,39.54
2012,SH_MED_DEN,Sweden,DENT,8.18
2012,SH_MED_DEN,Sweden,PHAR,7.67
2012,SH_MED_DEN,Sweden,NURSMID,116.44
2013,SH_MED_DEN,Sweden,NURSMID,116.56
2013,SH_MED_DEN,Sweden,DENT,8.13
2015,SH_MED_DEN,Finland,NURSMID,133.47
2015,SH_MED_DEN,Finland,PHAR,10.03
2016,SH_MED_DEN,Finland,PHYS,34.2
2016,SH_MED_DEN,Finland,DENT,7.27
2016,SH_MED_DEN,Finland,PHAR,10.14
2016,SH_MED_DEN,Finland,NURSMID,133.84
2017,SH_MED_DEN,Finland,PHAR,10.27
2017,SH_MED_DEN,Finland,NURSMID,136.92
2017,SH_MED_DEN,Finland,DENT,7.18
2013,SH_MED_DEN,Sweden,PHYS,40.24
2013,SH_MED_DEN,Sweden,PHAR,7.55
2014,SH_MED_DEN,Sweden,PHAR,7.59
2014,SH_MED_DEN,Sweden,PHYS,40.89
2014,SH_MED_DEN,Sweden,DENT,8.11
2014,SH_MED_DEN,Sweden,NURSMID,116.46
2015,SH_MED_DEN,Sweden,NURSMID,116.64
2015,SH_MED_DEN,Sweden,DENT,8.13
2015,SH_MED_DEN,Sweden,PHYS,41.55
2015,SH_MED_DEN,Latvia,PHYS,31.75
2015,SH_MED_DEN,Latvia,NURSMID,48.5
2016,SH_MED_DEN,Latvia,DENT,7.15
2016,SH_MED_DEN,Latvia,NURSMID,48.08
2016,SH_MED_DEN,Latvia,PHAR,8.33
2016,SH_MED_DEN,Latvia,PHYS,31.9
2017,SH_MED_DEN,Latvia,PHAR,9.46
2017,SH_MED_DEN,Latvia,DENT,7.06
2017,SH_MED_DEN,Latvia,PHYS,31.84
2017,SH_MED_DEN,Latvia,NURSMID,47.42
2018,SH_MED_DEN,Latvia,NURSMID,45.4
2018,SH_MED_DEN,Latvia,PHYS,32.89
2018,SH_MED_DEN,Latvia,DENT,7.03
2018,SH_MED_DEN,Latvia,PHAR,8.52
2019,SH_MED_DEN,Latvia,PHAR,8.42
2019,SH_MED_DEN,Latvia,DENT,7.12
2019,SH_MED_DEN,Latvia,PHYS,32.63
2019,SH_MED_DEN,Latvia,NURSMID,45.94
2015,SH_MED_DEN,Sweden,PHAR,7.65
2016,SH_MED_DEN,Sweden,NURSMID,116.68
2016,SH_MED_DEN,Sweden,PHAR,7.69
2016,SH_MED_DEN,Sweden,PHYS,42.21
2016,SH_MED_DEN,Sweden,DENT,8.13
2017,SH_MED_DEN,Sweden,NURSMID,116.68
2017,SH_MED_DEN,Sweden,DENT,8.14
2017,SH_MED_DEN,Sweden,PHYS,42.7
2017,SH_MED_DEN,Sweden,PHAR,7.7
2017,SH_MED_DEN,Finland,PHYS,34.61
2018,SH_MED_DEN,Finland,DENT,7.17
2018,SH_MED_DEN,Finland,PHAR,10.32
2018,SH_MED_DEN,Finland,NURSMID,139.94
2018,SH_MED_DEN,Finland,PHYS,34.8
2019,SH_MED_DEN,Finland,NURSMID,219.9
2019,SH_MED_DEN,Finland,PHAR,19.82
2019,SH_MED_DEN,Finland,DENT,9.78
2019,SH_MED_DEN,Finland,PHYS,42.96
2020,SH_MED_DEN,Finland,PHYS,43.25
2020,SH_MED_DEN,Finland,PHAR,20.12
2020,SH_MED_DEN,Finland,DENT,9.75
2020,SH_MED_DEN,Finland,NURSMID,223.2
2000,SH_MED_DEN,France,PHAR,10.45
2000,SH_MED_DEN,France,DENT,7.26
2000,SH_MED_DEN,France,NURSMID,71.56
2000,SH_MED_DEN,France,PHYS,33.75
2001,SH_MED_DEN,France,PHYS,34.08
2018,SH_MED_DEN,Sweden,PHAR,7.9
2018,SH_MED_DEN,Sweden,PHYS,43.27
2018,SH_MED_DEN,Sweden,DENT,8.09
2018,SH_MED_DEN,Sweden,NURSMID,116.6
2019,SH_MED_DEN,Sweden,PHYS,42.9
2019,SH_MED_DEN,Sweden,PHAR,7.95
2019,SH_MED_DEN,Sweden,NURSMID,116.32
2019,SH_MED_DEN,Sweden,DENT,7.79
2020,SH_MED_DEN,Sweden,PHAR,16.12
2020,SH_MED_DEN,Latvia,NURSMID,44.0
2020,SH_MED_DEN,Latvia,PHYS,33.45
2020,SH_MED_DEN,Latvia,DENT,7.18
2020,SH_MED_DEN,Latvia,PHAR,8.67
2021,SH_MED_DEN,Latvia,PHAR,8.81
2000,SH_MED_DEN,Lithuania,PHYS,35.26
2000,SH_MED_DEN,Lithuania,NURSMID,78.01
2000,SH_MED_DEN,Lithuania,DENT,6.66
2000,SH_MED_DEN,Lithuania,PHAR,5.77
2020,SH_MED_DEN,Sweden,NURSMID,215.94
2020,SH_MED_DEN,Sweden,PHYS,70.62
2020,SH_MED_DEN,Sweden,DENT,17.73
2000,SH_MED_DEN,Switzerland,NURSMID,118.78
2000,SH_MED_DEN,Switzerland,PHYS,35.11
2000,SH_MED_DEN,Switzerland,PHAR,6.2
2000,SH_MED_DEN,Switzerland,DENT,4.83
2001,SH_MED_DEN,Switzerland,PHAR,6.27
2001,SH_MED_DEN,Switzerland,PHYS,35.15
2001,SH_MED_DEN,Lithuania,DENT,6.78
2001,SH_MED_DEN,Lithuania,NURSMID,77.61
2001,SH_MED_DEN,Lithuania,PHYS,35.4
2001,SH_MED_DEN,Lithuania,PHAR,6.05
2002,SH_MED_DEN,Lithuania,PHYS,36.26
2002,SH_MED_DEN,Lithuania,NURSMID,76.33
2002,SH_MED_DEN,Lithuania,DENT,6.36
2002,SH_MED_DEN,Lithuania,PHAR,5.98
2003,SH_MED_DEN,Lithuania,PHAR,6.54
2001,SH_MED_DEN,Switzerland,NURSMID,119.11
2001,SH_MED_DEN,Switzerland,DENT,4.75
2002,SH_MED_DEN,Switzerland,NURSMID,123.23
2002,SH_MED_DEN,Switzerland,PHYS,35.62
2002,SH_MED_DEN,Switzerland,DENT,4.81
2002,SH_MED_DEN,Switzerland,PHAR,6.32
2003,SH_MED_DEN,Switzerland,PHAR,6.23
2003,SH_MED_DEN,Switzerland,DENT,4.91
2003,SH_MED_DEN,Switzerland,NURSMID,128.59
2003,SH_MED_DEN,Lithuania,DENT,6.61
2003,SH_MED_DEN,Lithuania,PHYS,36.11
2003,SH_MED_DEN,Lithuania,NURSMID,75.34
2004,SH_MED_DEN,Lithuania,NURSMID,74.69
2004,SH_MED_DEN,Lithuania,PHYS,35.78
2004,SH_MED_DEN,Lithuania,DENT,6.4
2004,SH_MED_DEN,Lithuania,PHAR,6.72
2005,SH_MED_DEN,Lithuania,PHAR,7.11
2005,SH_MED_DEN,Lithuania,DENT,7.02
2003,SH_MED_DEN,Switzerland,PHYS,36.59
2004,SH_MED_DEN,Switzerland,PHYS,36.97
2004,SH_MED_DEN,Switzerland,NURSMID,127.35
2004,SH_MED_DEN,Switzerland,DENT,4.98
2004,SH_MED_DEN,Switzerland,PHAR,6.04
2005,SH_MED_DEN,Switzerland,PHAR,6.04
2005,SH_MED_DEN,Switzerland,DENT,5.07
2005,SH_MED_DEN,Switzerland,NURSMID,129.3
2005,SH_MED_DEN,Switzerland,PHYS,37.41
2001,SH_MED_DEN,France,NURSMID,73.59
2001,SH_MED_DEN,France,DENT,7.23
2001,SH_MED_DEN,France,PHAR,10.69
2002,SH_MED_DEN,France,NURSMID,75.43
2002,SH_MED_DEN,France,PHAR,10.94
2002,SH_MED_DEN,France,DENT,7.22
2002,SH_MED_DEN,France,PHYS,34.35
2003,SH_MED_DEN,France,PHYS,34.54
2003,SH_MED_DEN,France,DENT,7.22
2005,SH_MED_DEN,Lithuania,PHYS,36.64
2005,SH_MED_DEN,Lithuania,NURSMID,74.89
2006,SH_MED_DEN,Lithuania,DENT,6.49
2006,SH_MED_DEN,Lithuania,NURSMID,75.55
2006,SH_MED_DEN,Lithuania,PHYS,37.31
2006,SH_MED_DEN,Lithuania,PHAR,7.72
2007,SH_MED_DEN,Lithuania,DENT,7.09
2007,SH_MED_DEN,Lithuania,PHAR,8.38
2007,SH_MED_DEN,Lithuania,PHYS,38.35
2006,SH_MED_DEN,Switzerland,DENT,5.2
2006,SH_MED_DEN,Switzerland,PHYS,37.92
2006,SH_MED_DEN,Switzerland,NURSMID,133.51
2006,SH_MED_DEN,Switzerland,PHAR,6.04
2007,SH_MED_DEN,Switzerland,DENT,5.21
2007,SH_MED_DEN,Switzerland,PHAR,6.22
2007,SH_MED_DEN,Switzerland,NURSMID,136.12
2007,SH_MED_DEN,Switzerland,PHYS,37.89
2008,SH_MED_DEN,Switzerland,PHYS,38.22
2008,SH_MED_DEN,Switzerland,NURSMID,138.94
2008,SH_MED_DEN,Switzerland,PHAR,6.31
2008,SH_MED_DEN,Switzerland,DENT,5.22
2009,SH_MED_DEN,Switzerland,NURSMID,141.73
2009,SH_MED_DEN,Switzerland,PHYS,38.37
2009,SH_MED_DEN,Switzerland,DENT,5.21
2009,SH_MED_DEN,Switzerland,PHAR,6.36
2010,SH_MED_DEN,Switzerland,PHYS,38.1
2010,SH_MED_DEN,Switzerland,NURSMID,149.32
2007,SH_MED_DEN,Lithuania,NURSMID,75.63
2008,SH_MED_DEN,Lithuania,NURSMID,76.95
2008,SH_MED_DEN,Lithuania,PHYS,38.5
2008,SH_MED_DEN,Lithuania,PHAR,8.44
2008,SH_MED_DEN,Lithuania,DENT,6.84
2009,SH_MED_DEN,Lithuania,PHYS,38.33
2009,SH_MED_DEN,Lithuania,NURSMID,76.01
2009,SH_MED_DEN,Lithuania,PHAR,8.7
2009,SH_MED_DEN,Lithuania,DENT,7.38
2003,SH_MED_DEN,France,NURSMID,77.5
2003,SH_MED_DEN,France,PHAR,11.1
2004,SH_MED_DEN,France,PHAR,11.42
2004,SH_MED_DEN,France,DENT,7.2
2004,SH_MED_DEN,France,NURSMID,79.64
2004,SH_MED_DEN,France,PHYS,34.73
2005,SH_MED_DEN,France,DENT,7.2
2005,SH_MED_DEN,France,PHAR,11.68
2005,SH_MED_DEN,France,PHYS,34.76
2010,SH_MED_DEN,Lithuania,NURSMID,75.57
2010,SH_MED_DEN,Lithuania,PHYS,38.95
2010,SH_MED_DEN,Lithuania,DENT,7.82
2010,SH_MED_DEN,Lithuania,PHAR,9.16
2011,SH_MED_DEN,Lithuania,PHAR,9.63
2011,SH_MED_DEN,Lithuania,DENT,8.02
2011,SH_MED_DEN,Lithuania,PHYS,40.03
2011,SH_MED_DEN,Lithuania,NURSMID,76.5
2012,SH_MED_DEN,Lithuania,PHYS,41.15
2012,SH_MED_DEN,Lithuania,DENT,8.77
2012,SH_MED_DEN,Lithuania,PHAR,9.96
2012,SH_MED_DEN,Lithuania,NURSMID,76.99
2013,SH_MED_DEN,Lithuania,PHAR,10.14
2013,SH_MED_DEN,Lithuania,DENT,8.84
2013,SH_MED_DEN,Lithuania,NURSMID,76.7
2013,SH_MED_DEN,Lithuania,PHYS,41.77
2014,SH_MED_DEN,Lithuania,PHYS,42.18
2014,SH_MED_DEN,Lithuania,NURSMID,77.44
2010,SH_MED_DEN,Switzerland,PHAR,6.36
