Year,SeriesCode,Country,Education level,Quantile,Sex,Value
2005,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Both sexes,0.4025
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 2,Male,0.98276
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 5 (richest),Female,0.0
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 5 (richest),Male,0.0
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 1 (poorest),Both sexes,0.94253
2005,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Male,0.36173
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 4,Male,0.99065
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 1 (poorest),Female,0.7062
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 1 (poorest),Both sexes,0.66782
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 1 (poorest),Female,0.92373
2005,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Female,0.53756
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 4,Female,1.09436
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 5 (richest),Male,0.0
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 5 (richest),Female,0.0
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 4,Both sexes,1.16094
2016,SE_ALP_CPLR,Armenia,UPPSEC,Total or no breakdown,Female,0.70946
2016,SE_ALP_CPLR,Armenia,PRIMAR,Quantile 2,Female,0.0
2016,SE_ALP_CPLR,Armenia,UPPSEC,Total or no breakdown,Both sexes,0.68071
2018,SE_ALP_CPLR,Armenia,LOWSEC,Total or no breakdown,Both sexes,0.98115
2018,SE_ALP_CPLR,Armenia,UPPSEC,Total or no breakdown,Both sexes,0.83899
2018,SE_ALP_CPLR,Armenia,PRIMAR,Total or no breakdown,Both sexes,0.99609
2006,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.95095
2006,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.00724
2006,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.98006
2020,SE_ALP_CPLR,Finland,UPPSEC,Total or no breakdown,Both sexes,0.98264
2020,SE_ALP_CPLR,Finland,LOWSEC,Total or no breakdown,Both sexes,1.00603
2020,SE_ALP_CPLR,Finland,PRIMAR,Total or no breakdown,Both sexes,1.0
2021,SE_ALP_CPLR,Finland,PRIMAR,Total or no breakdown,Both sexes,1.0
2021,SE_ALP_CPLR,Finland,LOWSEC,Total or no breakdown,Both sexes,1.0061
2021,SE_ALP_CPLR,Finland,UPPSEC,Total or no breakdown,Both sexes,1.03275
2006,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.99251
2006,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,0.99129
2006,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0036
2007,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.00162
2005,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Female,0.44017
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 3,Male,1.06438
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 3,Female,1.00055
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 3,Both sexes,1.02495
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 2,Male,0.7286
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 3,Female,1.05681
2005,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 4,Both sexes,0.94077
2007,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0057
2007,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,0.97304
2008,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.00121
2008,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0072
2008,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.01165
2009,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.00385
2009,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0003
2009,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.02776
2010,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,0.9683
2010,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,0.9989
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 1 (poorest),Male,0.63577
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 3,Both sexes,1.00739
2005,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 3,Female,0.93809
2005,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 3,Both sexes,1.03699
2008,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Both sexes,0.3932
2008,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Both sexes,0.5684
2008,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Both sexes,0.8578
2009,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Both sexes,0.8598
2010,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.00566
2011,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.01689
2011,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.0073
2011,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0005
2012,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.01669
2012,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,0.99599
2012,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.99584
2013,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.99838
2013,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0084
2013,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.02337
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Total or no breakdown,Both sexes,1.00622
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 3,Female,0.8355
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 3,Male,0.85538
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 2,Male,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 5 (richest),Male,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Total or no breakdown,Both sexes,0.64099
2007,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.0048
2007,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.00868
2007,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.99556
2008,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.98092
2008,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,0.95
2008,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.02456
2009,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.82933
2009,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.00314
2009,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.98921
2010,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,0.96898
2014,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.03033
2014,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0017
2014,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.99858
2015,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.99798
2015,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.01233
2015,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.02791
2016,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.00132
2016,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.01693
2016,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,0.99608
2017,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.98906
2009,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Both sexes,0.5518
2009,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Both sexes,0.438
2010,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Both sexes,0.4882
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 2,Female,1.02864
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 5 (richest),Female,0.0
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 2,Male,1.0504
2010,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Female,0.92542
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 4,Both sexes,0.0
2017,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,0.9998
2017,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.01211
2018,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.02632
2018,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,0.9992
2018,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.99919
2019,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.00131
2019,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.00632
2019,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.00758
2020,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,1.01616
2020,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0027
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 3,Female,0.0
2010,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Male,0.86946
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 2,Both sexes,1.19764
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 2,Female,1.18529
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 4,Male,0.0
2010,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Both sexes,0.8801
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 5 (richest),Male,0.0
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 4,Female,0.0
2010,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.00094
2010,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.05309
2011,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.82063
2011,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,0.98744
2011,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.07769
2012,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.01416
2012,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.0407
2012,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.00194
2013,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.00315
2013,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.01875
2009,SE_ALP_CPLR,Albania,LOWSEC,Total or no breakdown,Female,0.5561
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 1 (poorest),Male,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Total or no breakdown,Male,0.41859
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 1 (poorest),Both sexes,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 1 (poorest),Female,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 4,Male,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 2,Male,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 1 (poorest),Female,0.0
2020,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,1.00952
2021,SE_ALP_CPLR,France,UPPSEC,Total or no breakdown,Both sexes,0.99989
2021,SE_ALP_CPLR,France,LOWSEC,Total or no breakdown,Both sexes,0.99462
2021,SE_ALP_CPLR,France,PRIMAR,Total or no breakdown,Both sexes,1.0
2005,SE_ALP_CPLR,Georgia,PRIMAR,Total or no breakdown,Both sexes,0.98005
2005,SE_ALP_CPLR,Georgia,UPPSEC,Total or no breakdown,Both sexes,0.74615
2005,SE_ALP_CPLR,Georgia,LOWSEC,Total or no breakdown,Both sexes,0.94403
2013,SE_ALP_CPLR,Georgia,LOWSEC,Total or no breakdown,Both sexes,0.99213
2013,SE_ALP_CPLR,Georgia,UPPSEC,Total or no breakdown,Both sexes,0.9766
2013,SE_ALP_CPLR,Georgia,PRIMAR,Total or no breakdown,Both sexes,1.0048
2013,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.01082
2014,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.01589
2014,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.98068
2014,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.03738
2015,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.02253
2015,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.98574
2015,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.03284
2016,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.99883
2016,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.00694
2016,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,0.99917
2017,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.04666
2017,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.99939
2017,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.03984
2018,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.98675
2018,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.00534
2018,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.05788
2019,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,1.01975
2019,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.05927
2019,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,1.011
2020,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.9963
2010,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Female,0.71769
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 4,Both sexes,0.0
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 2,Female,1.09257
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 2,Male,1.07366
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 2,Both sexes,1.07257
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 1 (poorest),Female,1.00173
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 1 (poorest),Female,0.84344
2010,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Male,0.52447
2018,SE_ALP_CPLR,Georgia,PRIMAR,Total or no breakdown,Both sexes,1.00134
2018,SE_ALP_CPLR,Georgia,LOWSEC,Total or no breakdown,Female,0.94361
2018,SE_ALP_CPLR,Georgia,LOWSEC,Total or no breakdown,Male,0.97228
2018,SE_ALP_CPLR,Georgia,PRIMAR,Total or no breakdown,Female,1.00152
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 2,Both sexes,1.0
2018,SE_ALP_CPLR,Georgia,UPPSEC,Total or no breakdown,Male,0.82673
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 1 (poorest),Both sexes,1.0
2018,SE_ALP_CPLR,Georgia,LOWSEC,Total or no breakdown,Both sexes,0.96005
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 2,Both sexes,0.99264
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 2,Female,0.0
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 2,Both sexes,0.87844
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 3,Male,0.99893
2018,SE_ALP_CPLR,Georgia,PRIMAR,Total or no breakdown,Male,1.00121
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 3,Female,1.00799
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 3,Both sexes,1.06452
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 3,Male,1.10251
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 1 (poorest),Male,0.84533
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 1 (poorest),Male,0.80719
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 1 (poorest),Both sexes,0.88565
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 3,Both sexes,1.25796
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 5 (richest),Both sexes,0.0
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 5 (richest),Male,0.0
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 5 (richest),Both sexes,0.0
2010,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Female,0.59322
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 2,Both sexes,1.03868
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 5 (richest),Female,0.0
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 3,Male,0.0
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 2,Male,1.22038
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 3,Both sexes,1.11824
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 3,Female,0.0
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 3,Male,0.0
2010,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Both sexes,0.6198
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 1 (poorest),Both sexes,0.96944
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 1 (poorest),Male,0.0
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 2,Male,1.0
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 2,Female,1.0
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 1 (poorest),Male,1.0
2018,SE_ALP_CPLR,Georgia,UPPSEC,Total or no breakdown,Both sexes,0.75736
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 1 (poorest),Male,0.0
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 1 (poorest),Female,0.0
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 2,Male,0.0
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 2,Female,0.99161
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 1 (poorest),Female,0.0
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 1 (poorest),Both sexes,0.92598
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 1 (poorest),Female,1.0
2018,SE_ALP_CPLR,Georgia,UPPSEC,Total or no breakdown,Female,0.68934
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 3,Female,1.00668
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 3,Female,0.9261
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 5 (richest),Male,0.0
2010,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Male,0.58764
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 4,Both sexes,0.0
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 5 (richest),Female,0.0
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 1 (poorest),Male,1.02986
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 4,Female,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 1 (poorest),Male,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 4,Both sexes,0.77031
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 1 (poorest),Both sexes,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 1 (poorest),Male,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 4,Male,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 5 (richest),Male,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 5 (richest),Both sexes,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 4,Both sexes,0.8065
2009,SE_ALP_CPLR,Albania,LOWSEC,Total or no breakdown,Male,0.73181
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 5 (richest),Female,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 1 (poorest),Female,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 2,Both sexes,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 1 (poorest),Both sexes,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 4,Female,1.03382
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 2,Female,0.0
2018,SE_ALP_CPLR,Georgia,PRIMAR,Quantile 3,Both sexes,1.00228
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 3,Both sexes,0.97296
2018,SE_ALP_CPLR,Georgia,LOWSEC,Quantile 3,Male,1.01847
2018,SE_ALP_CPLR,Georgia,UPPSEC,Quantile 2,Male,0.0
2006,SE_ALP_CPLR,Germany,UPPSEC,Total or no breakdown,Both sexes,1.04183
2006,SE_ALP_CPLR,Germany,LOWSEC,Total or no breakdown,Both sexes,1.0259
2007,SE_ALP_CPLR,Germany,LOWSEC,Total or no breakdown,Both sexes,0.98398
2007,SE_ALP_CPLR,Germany,UPPSEC,Total or no breakdown,Both sexes,1.11643
2008,SE_ALP_CPLR,Germany,UPPSEC,Total or no breakdown,Both sexes,1.02271
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 1 (poorest),Both sexes,0.83651
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 4,Male,0.0
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 1 (poorest),Female,0.95546
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 1 (poorest),Both sexes,1.00715
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 4,Female,0.0
2010,SE_ALP_CPLR,Colombia,PRIMAR,Quantile 3,Both sexes,1.04244
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 3,Male,0.0
2010,SE_ALP_CPLR,Colombia,LOWSEC,Quantile 4,Male,0.0
2010,SE_ALP_CPLR,Colombia,UPPSEC,Quantile 3,Female,0.0
2011,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Both sexes,0.873
2011,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Both sexes,0.6143
2011,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Both sexes,0.4818
2012,SE_ALP_CPLR,Colombia,UPPSEC,Total or no breakdown,Both sexes,0.5199
2012,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Both sexes,0.648
2012,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Both sexes,0.8883
2013,SE_ALP_CPLR,Colombia,PRIMAR,Total or no breakdown,Both sexes,0.8884
2013,SE_ALP_CPLR,Colombia,LOWSEC,Total or no breakdown,Both sexes,0.6526
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 4,Both sexes,0.99964
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 4,Female,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 3,Both sexes,1.02894
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 3,Female,1.02794
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 4,Male,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 4,Female,0.0
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 3,Both sexes,0.70294
2009,SE_ALP_CPLR,Albania,UPPSEC,Total or no breakdown,Both sexes,0.36551
2020,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.98376
2020,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.02275
2021,SE_ALP_CPLR,Belgium,UPPSEC,Total or no breakdown,Both sexes,1.07607
2021,SE_ALP_CPLR,Belgium,PRIMAR,Total or no breakdown,Both sexes,0.99272
2021,SE_ALP_CPLR,Belgium,LOWSEC,Total or no breakdown,Both sexes,0.97464
2000,SE_ALP_CPLR,Bosnia and Herzegovina,PRIMAR,Total or no breakdown,Both sexes,0.99638
2000,SE_ALP_CPLR,Bosnia and Herzegovina,UPPSEC,Total or no breakdown,Both sexes,0.60731
2000,SE_ALP_CPLR,Bosnia and Herzegovina,LOWSEC,Total or no breakdown,Both sexes,0.97704
2006,SE_ALP_CPLR,Bosnia and Herzegovina,UPPSEC,Total or no breakdown,Both sexes,0.60786
2006,SE_ALP_CPLR,Bosnia and Herzegovina,PRIMAR,Total or no breakdown,Both sexes,1.01804
2008,SE_ALP_CPLR,Germany,LOWSEC,Total or no breakdown,Both sexes,1.00962
2009,SE_ALP_CPLR,Germany,LOWSEC,Total or no breakdown,Both sexes,1.02506
2009,SE_ALP_CPLR,Germany,UPPSEC,Total or no breakdown,Both sexes,1.10037
2010,SE_ALP_CPLR,Germany,UPPSEC,Total or no breakdown,Both sexes,1.04586
2010,SE_ALP_CPLR,Germany,LOWSEC,Total or no breakdown,Both sexes,1.03528
2011,SE_ALP_CPLR,Germany,LOWSEC,Total or no breakdown,Both sexes,1.02451
2011,SE_ALP_CPLR,Germany,PRIMAR,Total or no breakdown,Both sexes,1.01215
2011,SE_ALP_CPLR,Germany,UPPSEC,Total or no breakdown,Both sexes,1.03982
2012,SE_ALP_CPLR,Germany,UPPSEC,Total or no breakdown,Both sexes,1.05598
2012,SE_ALP_CPLR,Germany,PRIMAR,Total or no breakdown,Both sexes,1.00839
2009,SE_ALP_CPLR,Albania,UPPSEC,Quantile 5 (richest),Female,0.0
2009,SE_ALP_CPLR,Albania,LOWSEC,Quantile 5 (richest),Female,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Quantile 2,Male,0.0
2009,SE_ALP_CPLR,Albania,PRIMAR,Total or no breakdown,Female,1.01825
