Year,SeriesCode,Country,Disability status,Sex,Value
2005,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,11.53
2005,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,17.26
2005,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,10.35
2005,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,11.62
2008,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,4.38
2008,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,24.3
2008,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,39.69
2008,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,33.2
2008,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,5.87
2008,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,6.1
2008,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,5.75
2008,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,6.55
2008,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,5.03
2005,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,9.47
2005,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,23.17
2005,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,11.22
2005,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,10.59
2006,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,9.71
2006,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,9.78
2006,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,9.02
2006,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,10.47
2006,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,8.61
2006,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,36.22
2006,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,26.93
2006,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,9.19
2006,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,19.18
2007,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,9.27
2007,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,8.9
2007,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,9.42
2007,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,9.1
2007,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,27.08
2018,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Both sexes,4.17
2018,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Male,5.15
2018,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Male,5.06
2018,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Female,3.14
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Male,5.77
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Persons with disability,Male,7.68
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Male,5.8
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Both sexes,5.1
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Female,4.38
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Persons with disability,Both sexes,5.12
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Both sexes,5.1
2019,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Female,4.35
2020,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Male,4.39
2020,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Male,4.39
2020,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Both sexes,3.86
2020,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Female,3.31
2020,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Both sexes,3.87
2020,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Female,3.28
2009,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,8.81
2009,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,7.69
2009,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,36.78
2009,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,7.4
2009,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,42.44
2009,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,7.92
2009,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,8.44
2009,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,39.87
2009,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,9.1
2021,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Both sexes,3.24
2021,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Female,2.54
2021,SL_TLF_UEMDIS_19ICLS,Moldova,Total or no breakdown,Male,3.85
2021,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Both sexes,3.24
2021,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Female,2.51
2021,SL_TLF_UEMDIS_19ICLS,Moldova,Persons without disability,Male,3.89
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,4.05
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,3.87
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,3.91
2010,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,6.59
2010,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,7.06
2010,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,28.07
2010,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,7.72
2010,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,7.43
2010,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,28.47
2010,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,28.86
2010,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,7.4
2010,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,7.98
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,3.85
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,4.24
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,3.93
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,15.03
2005,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Female,20.84
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,3.4
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,3.47
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,3.66
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,7.66
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Male,11.98
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,3.03
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,3.8
2006,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,3.05
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,2.08
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,2.12
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,2.57
2007,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,9.02
2007,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,30.04
2007,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,33.03
2007,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,8.76
2008,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,7.95
2008,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,8.28
2008,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,28.9
2008,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,10.07
2008,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,20.01
2011,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,9.31
2011,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,6.97
2011,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,31.41
2011,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,7.75
2011,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,29.19
2011,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,8.62
2011,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,8.46
2011,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,7.81
2011,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,33.17
2008,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,7.77
2008,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,7.6
2008,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,7.96
2008,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,7.56
2009,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,9.62
2009,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,8.63
2009,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,10.51
2009,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,10.21
2009,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,8.25
2012,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,7.19
2012,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,8.2
2012,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,7.5
2012,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,33.18
2012,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,6.82
2012,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,7.81
2012,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,31.97
2012,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,6.52
2012,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,34.31
2009,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,9.29
2009,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,25.67
2009,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,26.14
2009,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,26.63
2010,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,11.92
2010,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,34.33
2010,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,10.26
2010,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,13.4
2010,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,30.87
2010,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,12.34
2010,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,13.84
2010,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,10.65
2010,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,37.46
2011,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,9.4
2011,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,10.67
2011,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,43.32
2011,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,11.06
2011,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,11.8
2013,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,8.72
2013,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,8.61
2013,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,34.43
2013,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,36.11
2013,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,7.51
2013,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,7.68
2013,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,8.87
2013,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,7.89
2013,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,35.39
2011,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,23.99
2011,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,35.33
2011,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,12.36
2011,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,9.6
2012,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,38.0
2012,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,11.41
2012,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,28.8
2012,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,8.7
2012,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,17.41
2012,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,8.82
2012,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,10.12
2012,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,11.84
2012,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,10.4
2013,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,10.85
2013,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,8.93
2013,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,12.58
2013,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,26.02
2013,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,33.72
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,2.27
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Female,9.98
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,1.93
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,2.36
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Male,21.91
2007,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,16.24
2008,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,1.93
2008,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,1.73
2008,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,1.77
2008,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,1.82
2008,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,8.26
2008,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,1.9
2008,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,1.66
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,2.57
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,14.58
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,2.46
2014,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,45.92
2014,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,43.7
2014,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,47.9
2014,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,8.28
2014,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,9.65
2014,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,10.23
2014,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,8.41
2014,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,8.35
2014,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,9.91
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,2.87
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Female,14.09
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,2.76
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,2.07
2009,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,2.19
2010,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,3.93
2010,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,3.89
2010,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,4.11
2015,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,8.11
2015,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,8.12
2015,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,8.1
2015,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,38.71
2015,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,9.09
2015,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,9.05
2015,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,35.69
2015,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,32.85
2015,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,9.13
2010,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,4.12
2010,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,8.58
2010,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,3.7
2010,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,3.62
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,15.35
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,3.94
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Male,18.9
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,3.81
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,3.44
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,3.6
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,3.72
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,3.34
2011,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Female,11.91
2012,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,3.74
2012,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,4.37
2012,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,4.51
2013,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,10.45
2013,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,8.62
2013,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,12.1
2013,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,30.5
2014,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,11.45
2014,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,38.6
2014,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,11.87
2014,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,14.29
2014,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,9.3
2014,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,8.9
2014,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,13.84
2014,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,34.86
2014,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,30.94
2015,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,10.79
2015,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,13.22
2015,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,22.12
2015,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,40.1
2015,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,15.47
2016,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Female,8.43
2016,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Both sexes,39.54
2016,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Both sexes,9.23
2016,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Both sexes,8.08
2016,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Female,32.72
2016,SL_TLF_UEMDIS_19ICLS,Austria,Persons with disability,Male,46.89
2016,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Male,8.67
2016,SL_TLF_UEMDIS_19ICLS,Austria,Persons without disability,Female,7.35
2016,SL_TLF_UEMDIS_19ICLS,Austria,Total or no breakdown,Male,9.87
2015,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,51.98
2015,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,12.7
2015,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,10.6
2015,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,14.65
2016,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,37.28
2016,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,15.23
2016,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Both sexes,12.99
2016,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Female,11.07
2016,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,13.44
2016,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Female,11.49
2016,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,38.23
2016,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,39.7
2016,SL_TLF_UEMDIS_19ICLS,Finland,Persons without disability,Male,14.77
2017,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Male,40.54
2017,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Both sexes,12.87
2017,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Both sexes,33.38
2017,SL_TLF_UEMDIS_19ICLS,Finland,Persons with disability,Female,26.25
2017,SL_TLF_UEMDIS_19ICLS,Finland,Total or no breakdown,Male,14.67
2012,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,3.7
2012,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,4.15
2012,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,4.09
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,6.46
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Both sexes,5.61
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Female,4.44
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Both sexes,5.55
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Female,4.55
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Total or no breakdown,Male,6.47
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Female,19.03
2013,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,14.21
2014,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons without disability,Male,6.35
2014,SL_TLF_UEMDIS_19ICLS,Netherlands (Kingdom of the),Persons with disability,Both sexes,7.5
