Year,SeriesCode,Страна ,Name of international institution,Value
2016,SG_INT_VRTDEV,Republic of Korea,FSB,3.5088
2016,SG_INT_VRTDEV,Republic of Korea,IADB,0.004
2016,SG_INT_VRTDEV,Republic of Korea,IFC,1.06614
2016,SG_INT_VRTDEV,Republic of Korea,UNGA,0.5181
2017,SG_INT_VRTDEV,Republic of Korea,IBRD,1.6191
2017,SG_INT_VRTDEV,Republic of Korea,IADB,0.004
2017,SG_INT_VRTDEV,Republic of Korea,WTO,0.6098
2019,SG_INT_VRTDEV,France,ECOSOC,1.85185
2019,SG_INT_VRTDEV,France,AFDB,3.77381
2019,SG_INT_VRTDEV,France,IBRD,3.7087
2019,SG_INT_VRTDEV,France,IADB,1.896
2019,SG_INT_VRTDEV,France,FSB,5.2632
2019,SG_INT_VRTDEV,France,ADB,2.15193
2019,SG_INT_VRTDEV,France,UNGA,0.5181
2019,SG_INT_VRTDEV,France,WTO,0.6098
2019,SG_INT_VRTDEV,France,IMF,4.03481
2019,SG_INT_VRTDEV,France,IFC,4.4542
2020,SG_INT_VRTDEV,France,UNGA,0.5181
2017,SG_INT_VRTDEV,Republic of Korea,AFDB,0.4882
2017,SG_INT_VRTDEV,Republic of Korea,UNGA,0.5181
2017,SG_INT_VRTDEV,Republic of Korea,ECOSOC,1.85185
2017,SG_INT_VRTDEV,Republic of Korea,ADB,4.329
2017,SG_INT_VRTDEV,Republic of Korea,IMF,1.7352
2017,SG_INT_VRTDEV,Republic of Korea,IFC,1.06614
2017,SG_INT_VRTDEV,Republic of Korea,FSB,3.5088
2018,SG_INT_VRTDEV,Republic of Korea,IADB,0.004
2018,SG_INT_VRTDEV,Republic of Korea,FSB,3.5088
2018,SG_INT_VRTDEV,Republic of Korea,IMF,1.7349
2018,SG_INT_VRTDEV,Republic of Korea,IFC,1.0661
2000,SG_INT_VRTDEV,Australia,ADB,5.053
2000,SG_INT_VRTDEV,Australia,UNGA,0.5291
2000,SG_INT_VRTDEV,Australia,WTO,0.7143
2000,SG_INT_VRTDEV,Australia,IMF,1.5235
2000,SG_INT_VRTDEV,Australia,IFC,1.9816
2005,SG_INT_VRTDEV,Australia,IFC,1.9756
2005,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2005,SG_INT_VRTDEV,Australia,ADB,4.979
2005,SG_INT_VRTDEV,Australia,IMF,1.4993
2005,SG_INT_VRTDEV,Australia,UNGA,0.5236
2005,SG_INT_VRTDEV,Australia,WTO,0.6711
2020,SG_INT_VRTDEV,France,AFDB,2.49846
2020,SG_INT_VRTDEV,France,UNSC,6.667
2020,SG_INT_VRTDEV,France,ECOSOC,1.85185
2020,SG_INT_VRTDEV,France,ADB,2.152
2020,SG_INT_VRTDEV,France,IFC,4.48345
2020,SG_INT_VRTDEV,France,IMF,4.03267
2020,SG_INT_VRTDEV,France,IBRD,3.89409
2020,SG_INT_VRTDEV,France,FSB,5.26316
2020,SG_INT_VRTDEV,France,IADB,1.896
2020,SG_INT_VRTDEV,France,WTO,0.60976
2021,SG_INT_VRTDEV,France,ADB,2.152
2018,SG_INT_VRTDEV,Republic of Korea,ADB,4.3195
2018,SG_INT_VRTDEV,Republic of Korea,UNGA,0.5181
2018,SG_INT_VRTDEV,Republic of Korea,WTO,0.6098
2018,SG_INT_VRTDEV,Republic of Korea,ECOSOC,1.85185
2018,SG_INT_VRTDEV,Republic of Korea,AFDB,0.4922
2018,SG_INT_VRTDEV,Republic of Korea,IBRD,1.5856
2019,SG_INT_VRTDEV,Republic of Korea,UNGA,0.5181
2019,SG_INT_VRTDEV,Republic of Korea,WTO,0.6098
2019,SG_INT_VRTDEV,Republic of Korea,ECOSOC,1.85185
2019,SG_INT_VRTDEV,Republic of Korea,AFDB,0.4916
2005,SG_INT_VRTDEV,Australia,IBRD,1.5268
2010,SG_INT_VRTDEV,Australia,FSB,3.8462
2010,SG_INT_VRTDEV,Australia,WTO,0.6536
2010,SG_INT_VRTDEV,Australia,IBRD,1.5244
2010,SG_INT_VRTDEV,Australia,IMF,1.4727
2010,SG_INT_VRTDEV,Australia,UNGA,0.5208
2010,SG_INT_VRTDEV,Australia,ADB,5.555
2010,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2010,SG_INT_VRTDEV,Australia,IFC,1.9702
2015,SG_INT_VRTDEV,Australia,IBRD,1.3933
2019,SG_INT_VRTDEV,Republic of Korea,ADB,4.31504
2019,SG_INT_VRTDEV,Republic of Korea,IMF,1.73487
2019,SG_INT_VRTDEV,Republic of Korea,IFC,1.0589
2019,SG_INT_VRTDEV,Republic of Korea,IBRD,1.5565
2019,SG_INT_VRTDEV,Republic of Korea,FSB,3.5088
2019,SG_INT_VRTDEV,Republic of Korea,IADB,0.004
2020,SG_INT_VRTDEV,Republic of Korea,IMF,1.73396
2020,SG_INT_VRTDEV,Republic of Korea,AFDB,0.32552
2020,SG_INT_VRTDEV,Republic of Korea,UNGA,0.5181
2020,SG_INT_VRTDEV,Republic of Korea,ECOSOC,1.85185
2021,SG_INT_VRTDEV,France,WTO,0.60976
2021,SG_INT_VRTDEV,France,IBRD,3.89245
2021,SG_INT_VRTDEV,France,ECOSOC,1.85185
2021,SG_INT_VRTDEV,France,IMF,4.02803
2021,SG_INT_VRTDEV,France,UNSC,6.66667
2021,SG_INT_VRTDEV,France,IFC,4.4353
2021,SG_INT_VRTDEV,France,UNGA,0.51813
2021,SG_INT_VRTDEV,France,AFDB,3.67704
2021,SG_INT_VRTDEV,France,IADB,1.896
2021,SG_INT_VRTDEV,France,FSB,5.26316
2022,SG_INT_VRTDEV,France,IBRD,3.92336
2020,SG_INT_VRTDEV,Republic of Korea,ADB,4.315
2020,SG_INT_VRTDEV,Republic of Korea,IADB,0.004
2020,SG_INT_VRTDEV,Republic of Korea,FSB,3.50877
2020,SG_INT_VRTDEV,Republic of Korea,WTO,0.60976
2020,SG_INT_VRTDEV,Republic of Korea,IFC,1.06587
2020,SG_INT_VRTDEV,Republic of Korea,IBRD,1.57527
2021,SG_INT_VRTDEV,Republic of Korea,ADB,4.315
2021,SG_INT_VRTDEV,Republic of Korea,IADB,0.004
2021,SG_INT_VRTDEV,Republic of Korea,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Republic of Korea,AFDB,0.47489
2015,SG_INT_VRTDEV,Australia,ADB,4.933
2015,SG_INT_VRTDEV,Australia,FSB,3.5088
2015,SG_INT_VRTDEV,Australia,UNGA,0.5181
2015,SG_INT_VRTDEV,Australia,IFC,1.77209
2015,SG_INT_VRTDEV,Australia,WTO,0.625
2015,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Australia,IMF,1.3133
2016,SG_INT_VRTDEV,Australia,FSB,3.5088
2016,SG_INT_VRTDEV,Australia,ADB,4.928
2016,SG_INT_VRTDEV,Australia,IBRD,1.4
2016,SG_INT_VRTDEV,Australia,UNGA,0.5181
2018,SG_INT_VRTDEV,Bulgaria,IMF,0.2073
2018,SG_INT_VRTDEV,Bulgaria,IFC,0.2118
2018,SG_INT_VRTDEV,Bulgaria,WTO,0.6098
2019,SG_INT_VRTDEV,Bulgaria,IMF,0.20725
2019,SG_INT_VRTDEV,Bulgaria,IBRD,0.2983
2019,SG_INT_VRTDEV,Bulgaria,WTO,0.6098
2019,SG_INT_VRTDEV,Bulgaria,UNGA,0.5181
2019,SG_INT_VRTDEV,Bulgaria,IFC,0.2102
2020,SG_INT_VRTDEV,Bulgaria,WTO,0.60976
2020,SG_INT_VRTDEV,Bulgaria,IFC,0.21157
2020,SG_INT_VRTDEV,Bulgaria,IBRD,0.29079
2021,SG_INT_VRTDEV,Republic of Korea,IMF,1.73189
2021,SG_INT_VRTDEV,Republic of Korea,IBRD,1.63745
2021,SG_INT_VRTDEV,Republic of Korea,IFC,1.11995
2021,SG_INT_VRTDEV,Republic of Korea,UNGA,0.51813
2021,SG_INT_VRTDEV,Republic of Korea,WTO,0.60976
2021,SG_INT_VRTDEV,Republic of Korea,FSB,3.50877
2022,SG_INT_VRTDEV,Republic of Korea,FSB,3.50877
2022,SG_INT_VRTDEV,Republic of Korea,IFC,1.1931
2022,SG_INT_VRTDEV,Republic of Korea,IBRD,1.59411
2022,SG_INT_VRTDEV,Republic of Korea,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Australia,WTO,0.6173
2016,SG_INT_VRTDEV,Australia,IFC,1.77209
2016,SG_INT_VRTDEV,Australia,IMF,1.347
2017,SG_INT_VRTDEV,Australia,ADB,4.928
2017,SG_INT_VRTDEV,Australia,UNGA,0.5181
2017,SG_INT_VRTDEV,Australia,IBRD,1.3678
2017,SG_INT_VRTDEV,Australia,WTO,0.6098
2017,SG_INT_VRTDEV,Australia,FSB,3.5088
2017,SG_INT_VRTDEV,Australia,IMF,1.3356
2017,SG_INT_VRTDEV,Australia,IFC,1.77209
2017,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2018,SG_INT_VRTDEV,Australia,IBRD,1.3396
2018,SG_INT_VRTDEV,Australia,FSB,3.5088
2018,SG_INT_VRTDEV,Australia,ADB,4.9172
2018,SG_INT_VRTDEV,Australia,IFC,1.7721
2018,SG_INT_VRTDEV,Australia,IMF,1.3353
2018,SG_INT_VRTDEV,Australia,WTO,0.6098
2018,SG_INT_VRTDEV,Australia,UNGA,0.5181
2019,SG_INT_VRTDEV,Australia,ADB,4.9127
2019,SG_INT_VRTDEV,Australia,UNGA,0.5181
2019,SG_INT_VRTDEV,Australia,WTO,0.6098
2022,SG_INT_VRTDEV,France,IFC,4.49147
2022,SG_INT_VRTDEV,France,FSB,5.26316
2022,SG_INT_VRTDEV,France,ECOSOC,1.85185
2022,SG_INT_VRTDEV,France,UNGA,0.51813
2022,SG_INT_VRTDEV,France,IMF,4.05919
2022,SG_INT_VRTDEV,France,WTO,0.60976
2000,SG_INT_VRTDEV,Georgia,UNGA,0.5291
2000,SG_INT_VRTDEV,Georgia,WTO,0.7143
2000,SG_INT_VRTDEV,Georgia,IMF,0.0819
2000,SG_INT_VRTDEV,Georgia,IFC,0.0463
2000,SG_INT_VRTDEV,Georgia,IBRD,0.114
2019,SG_INT_VRTDEV,Australia,IBRD,1.3151
2019,SG_INT_VRTDEV,Australia,FSB,3.5088
2019,SG_INT_VRTDEV,Australia,IMF,1.33534
2019,SG_INT_VRTDEV,Australia,IFC,1.7602
2020,SG_INT_VRTDEV,Australia,FSB,3.50877
2020,SG_INT_VRTDEV,Australia,ADB,4.913
2020,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2020,SG_INT_VRTDEV,Australia,IFC,1.77175
2020,SG_INT_VRTDEV,Australia,IBRD,1.27922
2020,SG_INT_VRTDEV,Australia,WTO,0.60976
2020,SG_INT_VRTDEV,Australia,UNGA,0.5181
2005,SG_INT_VRTDEV,Georgia,IBRD,0.1133
2005,SG_INT_VRTDEV,Georgia,IFC,0.0461
2005,SG_INT_VRTDEV,Georgia,WTO,0.6711
2005,SG_INT_VRTDEV,Georgia,UNGA,0.5236
2005,SG_INT_VRTDEV,Georgia,IMF,0.0806
2010,SG_INT_VRTDEV,Georgia,IMF,0.0792
2010,SG_INT_VRTDEV,Georgia,WTO,0.6536
2010,SG_INT_VRTDEV,Georgia,ADB,0.609
2010,SG_INT_VRTDEV,Georgia,IBRD,0.1131
2010,SG_INT_VRTDEV,Georgia,IFC,0.0675
2010,SG_INT_VRTDEV,Georgia,UNGA,0.5208
2020,SG_INT_VRTDEV,Australia,IMF,1.33464
2021,SG_INT_VRTDEV,Australia,IMF,1.33301
2021,SG_INT_VRTDEV,Australia,IBRD,1.34755
2021,SG_INT_VRTDEV,Australia,ECOSOC,1.85185
2021,SG_INT_VRTDEV,Australia,UNGA,0.51813
2021,SG_INT_VRTDEV,Australia,WTO,0.60976
2021,SG_INT_VRTDEV,Australia,ADB,4.913
2021,SG_INT_VRTDEV,Australia,IFC,1.84543
2021,SG_INT_VRTDEV,Australia,FSB,3.50877
2022,SG_INT_VRTDEV,Australia,FSB,3.50877
2022,SG_INT_VRTDEV,Australia,WTO,0.60976
2015,SG_INT_VRTDEV,Georgia,IFC,0.08097
2015,SG_INT_VRTDEV,Georgia,IBRD,0.1104
2015,SG_INT_VRTDEV,Georgia,WTO,0.625
2015,SG_INT_VRTDEV,Georgia,ADB,0.572
2015,SG_INT_VRTDEV,Georgia,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Georgia,IMF,0.0889
2015,SG_INT_VRTDEV,Georgia,UNGA,0.5181
2016,SG_INT_VRTDEV,Georgia,IBRD,0.11
2016,SG_INT_VRTDEV,Georgia,IFC,0.08097
2016,SG_INT_VRTDEV,Georgia,IMF,0.071
2016,SG_INT_VRTDEV,Georgia,UNGA,0.5181
2016,SG_INT_VRTDEV,Georgia,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Georgia,ADB,0.572
2016,SG_INT_VRTDEV,Georgia,WTO,0.6173
2017,SG_INT_VRTDEV,Georgia,IMF,0.0709
2017,SG_INT_VRTDEV,Georgia,IFC,0.08097
2017,SG_INT_VRTDEV,Georgia,IBRD,0.1054
2017,SG_INT_VRTDEV,Georgia,WTO,0.6098
2017,SG_INT_VRTDEV,Georgia,ADB,0.572
2017,SG_INT_VRTDEV,Georgia,UNGA,0.5181
2018,SG_INT_VRTDEV,Georgia,IMF,0.0709
2018,SG_INT_VRTDEV,Georgia,WTO,0.6098
2022,SG_INT_VRTDEV,Republic of Korea,WTO,0.60976
2022,SG_INT_VRTDEV,Republic of Korea,UNGA,0.51813
2022,SG_INT_VRTDEV,Republic of Korea,IMF,1.74529
2000,SG_INT_VRTDEV,Кыргызстан,IFC,0.0821
2000,SG_INT_VRTDEV,Кыргызстан,IMF,0.0532
2000,SG_INT_VRTDEV,Кыргызстан,ADB,0.583
2000,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5291
2000,SG_INT_VRTDEV,Кыргызстан,WTO,0.7143
2000,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0843
2005,SG_INT_VRTDEV,Кыргызстан,IMF,0.0523
2005,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5236
2022,SG_INT_VRTDEV,Australia,UNGA,0.51813
2022,SG_INT_VRTDEV,Australia,IMF,1.34333
2022,SG_INT_VRTDEV,Australia,IBRD,1.36738
2022,SG_INT_VRTDEV,Australia,IFC,1.86371
2000,SG_INT_VRTDEV,Austria,WTO,0.7143
2000,SG_INT_VRTDEV,Austria,IFC,0.8326
2000,SG_INT_VRTDEV,Austria,ADB,0.616
2000,SG_INT_VRTDEV,Austria,UNGA,0.5291
2000,SG_INT_VRTDEV,Austria,ECOSOC,1.85185
2000,SG_INT_VRTDEV,Austria,AFDB,0.487
2000,SG_INT_VRTDEV,Austria,IADB,0.161
2018,SG_INT_VRTDEV,Georgia,ADB,0.571
2018,SG_INT_VRTDEV,Georgia,UNGA,0.5181
2018,SG_INT_VRTDEV,Georgia,IBRD,0.1237
2018,SG_INT_VRTDEV,Georgia,IFC,0.081
2019,SG_INT_VRTDEV,Georgia,WTO,0.6098
2019,SG_INT_VRTDEV,Georgia,IMF,0.07093
2019,SG_INT_VRTDEV,Georgia,IFC,0.0803
2019,SG_INT_VRTDEV,Georgia,IBRD,0.122
2019,SG_INT_VRTDEV,Georgia,UNGA,0.5181
2019,SG_INT_VRTDEV,Georgia,ADB,0.56664
2020,SG_INT_VRTDEV,Georgia,UNGA,0.5181
2005,SG_INT_VRTDEV,Кыргызстан,IFC,0.0818
2005,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0838
2005,SG_INT_VRTDEV,Кыргызстан,WTO,0.6711
2005,SG_INT_VRTDEV,Кыргызстан,ADB,0.554
2010,SG_INT_VRTDEV,Кыргызстан,IFC,0.0816
2010,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5208
2010,SG_INT_VRTDEV,Кыргызстан,IMF,0.0514
2010,SG_INT_VRTDEV,Кыргызстан,ADB,0.57
2010,SG_INT_VRTDEV,Кыргызстан,WTO,0.6536
2010,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0837
2015,SG_INT_VRTDEV,Кыргызстан,IMF,0.0645
2000,SG_INT_VRTDEV,Austria,IMF,0.8863
2000,SG_INT_VRTDEV,Austria,IBRD,0.7029
2005,SG_INT_VRTDEV,Austria,ADB,0.587
2005,SG_INT_VRTDEV,Austria,IFC,0.8301
2005,SG_INT_VRTDEV,Austria,IADB,0.161
2005,SG_INT_VRTDEV,Austria,IBRD,0.6989
2005,SG_INT_VRTDEV,Austria,AFDB,0.466
2005,SG_INT_VRTDEV,Austria,WTO,0.6711
2005,SG_INT_VRTDEV,Austria,UNGA,0.5236
2005,SG_INT_VRTDEV,Austria,IMF,0.8722
2010,SG_INT_VRTDEV,Austria,IFC,0.8278
2020,SG_INT_VRTDEV,Georgia,WTO,0.60976
2020,SG_INT_VRTDEV,Georgia,ADB,0.567
2020,SG_INT_VRTDEV,Georgia,IFC,0.08078
2020,SG_INT_VRTDEV,Georgia,IMF,0.07091
2020,SG_INT_VRTDEV,Georgia,IBRD,0.11936
2021,SG_INT_VRTDEV,Georgia,WTO,0.60976
2021,SG_INT_VRTDEV,Georgia,IFC,0.07754
2021,SG_INT_VRTDEV,Georgia,IBRD,0.11609
2021,SG_INT_VRTDEV,Georgia,ADB,0.567
2021,SG_INT_VRTDEV,Georgia,UNGA,0.51813
2021,SG_INT_VRTDEV,Georgia,IMF,0.0707
2015,SG_INT_VRTDEV,Кыргызстан,IFC,0.09348
2015,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0794
2015,SG_INT_VRTDEV,Кыргызстан,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Кыргызстан,ADB,0.538
2015,SG_INT_VRTDEV,Кыргызстан,WTO,0.625
2015,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2016,SG_INT_VRTDEV,Кыргызстан,IFC,0.09348
2016,SG_INT_VRTDEV,Кыргызстан,IMF,0.047
2016,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2016,SG_INT_VRTDEV,Кыргызстан,ADB,0.538
2016,SG_INT_VRTDEV,Кыргызстан,WTO,0.6173
2022,SG_INT_VRTDEV,Georgia,WTO,0.60976
2022,SG_INT_VRTDEV,Georgia,IMF,0.07124
2022,SG_INT_VRTDEV,Georgia,UNGA,0.51813
2022,SG_INT_VRTDEV,Georgia,IBRD,0.11377
2022,SG_INT_VRTDEV,Georgia,IFC,0.07553
2000,SG_INT_VRTDEV,Germany,IADB,1.896
2000,SG_INT_VRTDEV,Germany,IBRD,4.5137
2000,SG_INT_VRTDEV,Germany,IMF,6.0881
2000,SG_INT_VRTDEV,Germany,IFC,5.3792
2000,SG_INT_VRTDEV,Germany,ADB,3.863
2000,SG_INT_VRTDEV,Germany,UNGA,0.5291
2010,SG_INT_VRTDEV,Austria,UNSC,6.6667
2010,SG_INT_VRTDEV,Austria,ADB,0.608
2010,SG_INT_VRTDEV,Austria,IMF,0.8567
2010,SG_INT_VRTDEV,Austria,UNGA,0.5208
2010,SG_INT_VRTDEV,Austria,AFDB,0.458
2010,SG_INT_VRTDEV,Austria,WTO,0.6536
2010,SG_INT_VRTDEV,Austria,IBRD,0.6978
2010,SG_INT_VRTDEV,Austria,IADB,0.161
2014,SG_INT_VRTDEV,Austria,AFDB,0.456
2015,SG_INT_VRTDEV,Austria,IBRD,0.6602
2015,SG_INT_VRTDEV,Austria,IMF,0.8679
2016,SG_INT_VRTDEV,Кыргызстан,IBRD,0.08
2017,SG_INT_VRTDEV,Кыргызстан,WTO,0.6098
2017,SG_INT_VRTDEV,Кыргызстан,ADB,0.538
2017,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2017,SG_INT_VRTDEV,Кыргызстан,IMF,0.0644
2017,SG_INT_VRTDEV,Кыргызстан,IFC,0.09348
2017,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0763
2018,SG_INT_VRTDEV,Кыргызстан,IMF,0.0644
2018,SG_INT_VRTDEV,Кыргызстан,IFC,0.0935
2018,SG_INT_VRTDEV,Кыргызстан,WTO,0.6098
2018,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2000,SG_INT_VRTDEV,Germany,AFDB,4.261
2000,SG_INT_VRTDEV,Germany,ECOSOC,1.85185
2000,SG_INT_VRTDEV,Germany,WTO,0.7143
2005,SG_INT_VRTDEV,Germany,IFC,5.3628
2005,SG_INT_VRTDEV,Germany,IBRD,4.4882
2005,SG_INT_VRTDEV,Germany,IADB,1.896
2005,SG_INT_VRTDEV,Germany,IMF,5.9913
2005,SG_INT_VRTDEV,Germany,AFDB,4.082
2005,SG_INT_VRTDEV,Germany,UNGA,0.5236
2005,SG_INT_VRTDEV,Germany,WTO,0.6711
2005,SG_INT_VRTDEV,Germany,ADB,3.802
2018,SG_INT_VRTDEV,Кыргызстан,ADB,0.5372
2018,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0753
2019,SG_INT_VRTDEV,Кыргызстан,IBRD,0.0744
2019,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2019,SG_INT_VRTDEV,Кыргызстан,WTO,0.6098
2019,SG_INT_VRTDEV,Кыргызстан,ADB,0.53283
2019,SG_INT_VRTDEV,Кыргызстан,IMF,0.06441
2019,SG_INT_VRTDEV,Кыргызстан,IFC,0.0927
2020,SG_INT_VRTDEV,Кыргызстан,IMF,0.0644
2020,SG_INT_VRTDEV,Кыргызстан,IFC,0.09329
2020,SG_INT_VRTDEV,Кыргызстан,UNGA,0.5181
2015,SG_INT_VRTDEV,Austria,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Austria,WTO,0.625
2015,SG_INT_VRTDEV,Austria,UNGA,0.5181
2015,SG_INT_VRTDEV,Austria,IFC,0.75673
2015,SG_INT_VRTDEV,Austria,ADB,0.571
2015,SG_INT_VRTDEV,Austria,AFDB,0.45
2015,SG_INT_VRTDEV,Austria,IADB,0.161
2016,SG_INT_VRTDEV,Austria,AFDB,0.4539
2016,SG_INT_VRTDEV,Austria,IADB,0.161
2016,SG_INT_VRTDEV,Austria,IFC,0.75673
2016,SG_INT_VRTDEV,Austria,IMF,0.817
2005,SG_INT_VRTDEV,Germany,ECOSOC,1.85185
2010,SG_INT_VRTDEV,Germany,WTO,0.6536
2010,SG_INT_VRTDEV,Germany,ECOSOC,1.85185
2010,SG_INT_VRTDEV,Germany,IFC,5.3484
2010,SG_INT_VRTDEV,Germany,ADB,4.229
2010,SG_INT_VRTDEV,Germany,AFDB,4.002
2010,SG_INT_VRTDEV,Germany,UNGA,0.5208
2010,SG_INT_VRTDEV,Germany,IMF,5.8851
2010,SG_INT_VRTDEV,Germany,IADB,1.896
2010,SG_INT_VRTDEV,Germany,FSB,5.7692
2010,SG_INT_VRTDEV,Germany,IBRD,4.481
2020,SG_INT_VRTDEV,Кыргызстан,ADB,0.533
2020,SG_INT_VRTDEV,Кыргызстан,WTO,0.60976
2020,SG_INT_VRTDEV,Кыргызстан,IBRD,0.07315
2021,SG_INT_VRTDEV,Кыргызстан,ADB,0.533
2021,SG_INT_VRTDEV,Кыргызстан,IMF,0.06419
2021,SG_INT_VRTDEV,Кыргызстан,IBRD,0.07156
2021,SG_INT_VRTDEV,Кыргызстан,IFC,0.08925
2021,SG_INT_VRTDEV,Кыргызстан,UNGA,0.51813
2021,SG_INT_VRTDEV,Кыргызстан,WTO,0.60976
2022,SG_INT_VRTDEV,Кыргызстан,UNGA,0.51813
2016,SG_INT_VRTDEV,Austria,WTO,0.6173
2016,SG_INT_VRTDEV,Austria,ADB,0.571
2016,SG_INT_VRTDEV,Austria,UNGA,0.5181
2016,SG_INT_VRTDEV,Austria,IBRD,0.66
2017,SG_INT_VRTDEV,Austria,WTO,0.6098
2017,SG_INT_VRTDEV,Austria,IBRD,0.6484
2017,SG_INT_VRTDEV,Austria,UNGA,0.5181
2017,SG_INT_VRTDEV,Austria,ADB,0.571
2017,SG_INT_VRTDEV,Austria,AFDB,0.4539
2017,SG_INT_VRTDEV,Austria,IMF,0.8107
2017,SG_INT_VRTDEV,Austria,IFC,0.75673
2014,SG_INT_VRTDEV,Germany,AFDB,4.126
2015,SG_INT_VRTDEV,Germany,AFDB,4.11
2015,SG_INT_VRTDEV,Germany,WTO,0.625
2015,SG_INT_VRTDEV,Germany,ADB,3.763
2015,SG_INT_VRTDEV,Germany,ECOSOC,1.85185
2015,SG_INT_VRTDEV,Germany,IMF,5.8079
2015,SG_INT_VRTDEV,Germany,UNGA,0.5181
2015,SG_INT_VRTDEV,Germany,IBRD,4.3819
2015,SG_INT_VRTDEV,Germany,FSB,5.2632
2015,SG_INT_VRTDEV,Germany,IADB,1.896
2015,SG_INT_VRTDEV,Germany,IFC,4.77454
2022,SG_INT_VRTDEV,Кыргызстан,IFC,0.08679
2022,SG_INT_VRTDEV,Кыргызстан,IBRD,0.07045
2022,SG_INT_VRTDEV,Кыргызстан,IMF,0.06468
2022,SG_INT_VRTDEV,Кыргызстан,WTO,0.60976
2000,SG_INT_VRTDEV,Latvia,IBRD,0.1015
2000,SG_INT_VRTDEV,Latvia,IFC,0.1
2000,SG_INT_VRTDEV,Latvia,IMF,0.0709
2000,SG_INT_VRTDEV,Latvia,UNGA,0.5291
2000,SG_INT_VRTDEV,Latvia,WTO,0.7143
2005,SG_INT_VRTDEV,Latvia,IBRD,0.101
2005,SG_INT_VRTDEV,Latvia,WTO,0.6711
2017,SG_INT_VRTDEV,Austria,IADB,0.161
2018,SG_INT_VRTDEV,Austria,WTO,0.6098
2018,SG_INT_VRTDEV,Austria,AFDB,0.4578
2018,SG_INT_VRTDEV,Austria,ADB,0.5701
2018,SG_INT_VRTDEV,Austria,IBRD,0.6353
2018,SG_INT_VRTDEV,Austria,IADB,0.161
2018,SG_INT_VRTDEV,Austria,IFC,0.7567
2018,SG_INT_VRTDEV,Austria,IMF,0.8106
2018,SG_INT_VRTDEV,Austria,UNGA,0.5181
2019,SG_INT_VRTDEV,Austria,ADB,0.56572
2019,SG_INT_VRTDEV,Austria,UNGA,0.5181
2016,SG_INT_VRTDEV,Germany,IFC,4.77454
2016,SG_INT_VRTDEV,Germany,IMF,5.368
2016,SG_INT_VRTDEV,Germany,IADB,1.896
2016,SG_INT_VRTDEV,Germany,FSB,5.2632
2016,SG_INT_VRTDEV,Germany,IBRD,4.21
2016,SG_INT_VRTDEV,Germany,AFDB,4.1262
2016,SG_INT_VRTDEV,Germany,UNGA,0.5181
2016,SG_INT_VRTDEV,Germany,ECOSOC,1.85185
2016,SG_INT_VRTDEV,Germany,ADB,3.759
2016,SG_INT_VRTDEV,Germany,WTO,0.6173
2017,SG_INT_VRTDEV,Germany,ADB,3.759
2005,SG_INT_VRTDEV,Latvia,IMF,0.0698
2005,SG_INT_VRTDEV,Latvia,IFC,0.0997
2005,SG_INT_VRTDEV,Latvia,UNGA,0.5236
2010,SG_INT_VRTDEV,Latvia,IMF,0.0685
2010,SG_INT_VRTDEV,Latvia,UNGA,0.5208
2010,SG_INT_VRTDEV,Latvia,IFC,0.0994
2010,SG_INT_VRTDEV,Latvia,WTO,0.6536
2010,SG_INT_VRTDEV,Latvia,IBRD,0.1008
2015,SG_INT_VRTDEV,Latvia,IFC,0.10931
2015,SG_INT_VRTDEV,Latvia,IMF,0.0857
2015,SG_INT_VRTDEV,Latvia,IBRD,0.1044
2019,SG_INT_VRTDEV,Austria,AFDB,0.45711
2019,SG_INT_VRTDEV,Austria,WTO,0.6098
2019,SG_INT_VRTDEV,Austria,IBRD,0.624
2019,SG_INT_VRTDEV,Austria,IMF,0.81057
2019,SG_INT_VRTDEV,Austria,IFC,0.7516
2019,SG_INT_VRTDEV,Austria,IADB,0.161
