Year,Показатели,Страна,Quantile,Sex,Value
2020,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Sweden,,FEMALE,100.0
2016,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Switzerland,,FEMALE,100.0
2020,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Switzerland,,FEMALE,100.0
2016,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Таджикистан,,FEMALE,59.5
2020,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Таджикистан,,FEMALE,66.5
2021,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Туркменистан,,FEMALE,38.6
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Spain,,FEMALE,60.5
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Spain,,MALE,100.0
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Spain,,BOTHSEX,81.0
2016,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Spain,,BOTHSEX,83.5
2017,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Spain,,BOTHSEX,77.3
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Spain,,BOTHSEX,77.3
2016,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Sweden,,BOTHSEX,100.0
2017,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Sweden,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Sweden,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Sweden,,FEMALE,100.0
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Japan,,BOTHSEX,21.4
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Japan,,BOTHSEX,22.1
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Japan,,BOTHSEX,25.4
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Japan,,BOTHSEX,19.6
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Japan,,BOTHSEX,21.5
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Japan,,BOTHSEX,20.0
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Japan,,BOTHSEX,69.3
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,0.5
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,0.7
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,0.9
2016,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Ukraine,,FEMALE,100.0
2018,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Ukraine,,FEMALE,100.0
2020,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Ukraine,,FEMALE,100.0
2020,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),North Macedonia,,FEMALE,100.0
2016,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),United Kingdom of Great Britain and Northern Ireland,,FEMALE,100.0
2020,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),United Kingdom of Great Britain and Northern Ireland,,FEMALE,100.0
2017,[ILO] Proportion of mothers with newborns receiving maternity cash benefit (%),Узбекистан,,FEMALE,16.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,100.0
2018,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Azerbaijan,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Australia,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Sweden,,MALE,100.0
2013,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,FEMALE,85.2
2013,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,MALE,99.5
2013,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,BOTHSEX,92.3
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,MALE,97.9
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,FEMALE,83.7
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,BOTHSEX,90.7
2016,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,FEMALE,100.0
2016,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,BOTHSEX,100.0
2016,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,MALE,100.0
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,1.0
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,0.5
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,0.4
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,MALE,6.8
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,FEMALE,4.5
2016,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,5.8
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,MALE,8.1
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,FEMALE,5.2
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Казахстан,,BOTHSEX,8.9
2004,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,25.1
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Austria,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Armenia,,BOTHSEX,38.2
2018,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Armenia,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Belgium,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Bulgaria,,BOTHSEX,52.1
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Canada,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Chile,,BOTHSEX,97.6
2020,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Chile,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",China,,BOTHSEX,51.6
2020,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",China,,BOTHSEX,100.0
2017,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,BOTHSEX,96.9
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Switzerland,,BOTHSEX,96.9
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Таджикистан,,BOTHSEX,49.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",United Arab Emirates,,BOTHSEX,1.8
2013,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,FEMALE,1.3
2013,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,BOTHSEX,5.1
2013,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,MALE,9.0
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,BOTHSEX,5.4
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,MALE,9.6
2014,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,FEMALE,1.4
2016,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,BOTHSEX,5.0
2017,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,BOTHSEX,5.6
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Türkiye,,BOTHSEX,5.6
2021,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Туркменистан,,BOTHSEX,87.7
2021,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Туркменистан,,FEMALE,94.2
2021,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Туркменистан,,MALE,81.2
2018,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Ukraine,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Ukraine,,MALE,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Ukraine,,FEMALE,100.0
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,27.5
2007,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,34.9
2009,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,39.2
2010,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,36.0
2011,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,35.8
2014,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,40.0
2019,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,37.1
2020,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Republic of Korea,,BOTHSEX,45.4
2000,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Кыргызстан,,BOTHSEX,8.2
2005,"[ILO] Proportion of unemployed persons receiving unemployment cash benefit, by sex (%)",Кыргызстан,,BOTHSEX,10.4
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Colombia,,BOTHSEX,22.8
2019,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Colombia,,BOTHSEX,44.4
2021,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Colombia,,BOTHSEX,53.6
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Costa Rica,,BOTHSEX,38.0
2020,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Costa Rica,,BOTHSEX,75.4
2021,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Costa Rica,,BOTHSEX,81.2
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Cyprus,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Czechia,,BOTHSEX,99.6
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Denmark,,BOTHSEX,100.0
2016,"[ILO] Proportion of poor population receiving social assistance cash benefit, by sex (%)",Estonia,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",Ukraine,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",North Macedonia,,MALE,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",North Macedonia,,FEMALE,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",North Macedonia,,BOTHSEX,100.0
2016,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,100.0
2017,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,BOTHSEX,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,FEMALE,100.0
2020,"[ILO] Proportion of population with severe disabilities receiving disability cash benefit, by sex (%)",United Kingdom of Great Britain and Northern Ireland,,MALE,100.0
